File generated on // Fichier créé sur,2020-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pollutant // Polluant:, NO2 // NO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Units // Unités, ppb // ppb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data is hour ending local standard time // Données en heure normale locale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note // Note,Zeros are valid. -999 denotes no data available // Zéros sont valides .-999 Données non disponibles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pollutant//Polluant ,NAPS ID//Identifiant SNPA,City//Ville,P/T//P/T,Latitude//Latitude,Longitude//Longitude,Date//Date,H01//H01,H02//H02,H03//H03,H04//H04,H05//H05,H06//H06,H07//H07,H08//H08,H09//H09,H10//H10,H11//H11,H12//H12,H13//H13,H14//H14,H15//H15,H16//H16,H17//H17,H18//H18,H19//H19,H20//H20,H21//H21,H22//H22,H23//H23,H24//H24
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180526,0,0,0,1,0,0,1,0,1,1,1,1,2,2,2,2,1,2,3,2,3,2,1,2
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180527,1,2,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,2,3,1,1,3
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180528,3,2,2,1,2,3,2,1,1,0,1,1,2,1,1,1,1,1,1,1,1,1,1,2
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180529,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,2,1,1,2,1,1,1
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180530,1,1,2,2,1,1,2,0,1,1,2,1,1,1,1,1,0,0,1,1,1,1,1,1
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180531,0,0,1,0,1,1,1,-999,-999,-999,-999,-999,0,1,1,-999,1,0,-999,-999,-999,-999,-999,-999
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180601,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180602,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180603,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180604,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180605,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180606,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,1,2,1,1,1,1,1,0,0
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180607,0,1,1,1,1,1,3,2,2,4,4,2,2,1,1,2,1,1,1,1,1,2,2,1
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180608,1,1,1,2,1,2,2,2,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180609,0,1,1,1,0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180610,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180611,0,1,1,0,0,1,2,2,1,1,3,2,2,2,1,4,2,1,3,2,3,1,1,1
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180612,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,2,2,1,2,3,3,2,2,1
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180613,1,1,2,1,2,2,2,2,2,1,2,0,0,0,0,0,1,1,1,1,0,1,1,1
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180614,0,0,0,0,0,0,1,0,1,0,1,1,1,2,1,1,1,0,1,1,1,0,0,0
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180615,1,0,1,1,1,1,5,2,4,3,1,2,2,1,1,1,4,1,4,4,6,7,3,0
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180616,0,0,1,1,3,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180617,0,1,1,1,1,1,2,1,1,1,2,1,1,1,2,4,3,1,2,3,3,3,4,2
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180618,2,1,2,4,4,3,4,3,1,1,1,0,0,0,1,1,0,0,1,1,1,0,0,1
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180619,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180620,0,1,0,1,1,2,3,4,3,3,2,1,1,1,1,1,1,1,0,1,1,0,1,0
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180621,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180622,1,1,1,1,1,2,4,3,2,2,3,1,4,3,3,3,2,4,5,1,2,2,1,1
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180623,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180624,1,0,1,0,0,0,0,1,1,1,1,1,1,6,7,4,7,3,5,4,4,2,3,2
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180625,1,1,0,0,0,0,1,1,1,1,1,1,2,2,2,2,3,2,2,2,1,2,1,0
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180626,0,0,0,0,0,0,2,1,2,2,1,2,1,1,1,1,1,1,1,2,0,1,1,1
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180627,1,0,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180628,1,1,1,2,2,3,3,3,1,1,2,1,1,1,1,2,1,1,1,1,0,1,1,1
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180629,1,0,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,2,1,1,1
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180630,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,2,1,1,2,1,2,1,2,1
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180701,2,2,1,2,1,2,2,2,3,2,3,2,2,1,1,1,1,1,0,1,0,0,9,8
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180702,5,4,2,5,3,1,1,1,2,2,2,2,2,2,1,1,1,3,2,2,1,1,1,0
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180703,1,0,1,1,1,1,2,2,2,1,0,1,2,2,2,1,3,2,2,1,2,1,1,2
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180704,1,1,1,2,1,2,2,2,2,2,2,0,1,0,0,1,1,1,2,3,3,2,2,1
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180705,1,2,1,1,1,1,1,2,0,1,0,0,0,1,0,1,1,0,0,1,3,2,1,1
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180706,0,0,1,1,1,2,2,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180707,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180708,1,1,0,1,1,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180709,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180710,0,0,0,0,1,1,1,1,1,1,1,3,2,2,2,1,2,1,2,2,2,2,1,1
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180711,2,2,2,2,2,2,2,2,2,2,2,3,3,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180712,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,0,1,0,0,1,0,1,1,1,0,0,1
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180713,0,1,1,1,1,1,2,1,2,1,1,0,0,0,1,2,2,1,1,2,1,1,1,0
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180714,1,0,0,0,0,0,0,1,2,1,1,0,0,0,1,1,1,0,1,1,1,0,1,1
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180715,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180716,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180717,1,1,0,0,0,1,2,1,1,-999,-999,-999,1,1,2,2,2,2,1,2,2,2,1,2
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180718,1,2,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180719,1,1,0,1,1,1,1,2,1,1,1,0,0,0,0,1,1,1,1,0,0,1,0,1
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180720,0,0,0,0,0,2,3,3,1,1,2,2,2,1,1,1,0,1,1,2,2,3,2,1
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180721,1,0,1,0,1,2,4,4,3,2,1,1,2,1,2,2,1,2,2,2,3,1,1,1
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180722,2,1,2,3,2,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180723,0,0,0,0,0,0,1,1,2,1,0,1,1,1,0,0,0,1,0,0,1,1,1,1
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180724,1,0,0,0,0,1,1,3,1,1,0,2,2,2,2,2,2,3,2,2,2,1,1,1
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180725,1,2,1,2,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180726,0,0,0,0,0,1,1,1,1,1,1,2,2,1,2,2,1,2,1,2,1,1,1,1
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180727,0,1,1,1,1,1,1,2,1,1,2,0,0,0,0,0,0,0,1,0,1,0,0,1
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180728,1,1,0,0,1,1,1,0,1,0,0,1,1,0,1,0,1,1,1,1,1,0,1,1
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180729,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,1,0,0
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180730,1,0,0,0,1,0,1,1,2,2,1,1,1,1,1,1,1,1,1,0,1,1,0,0
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180731,1,1,1,1,1,2,2,2,0,1,1,1,0,0,1,1,1,1,1,1,2,2,1,1
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180801,1,1,1,1,1,2,4,3,1,1,1,0,0,0,0,1,1,1,1,2,2,1,1,1
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180802,1,1,1,1,1,1,2,3,2,2,2,1,1,1,1,1,1,1,1,1,1,0,1,0
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180803,1,0,0,0,0,0,1,1,0,0,0,1,1,1,2,2,3,1,1,1,1,1,0,0
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180804,1,0,1,0,0,1,1,2,2,1,1,2,2,2,2,1,2,2,1,2,2,2,2,2
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180805,2,1,1,2,2,1,2,2,2,1,1,3,4,4,4,3,4,4,4,4,4,4,4,4
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180806,4,4,4,4,4,4,5,5,4,4,4,1,0,0,0,0,0,0,1,1,0,0,0,0
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180807,0,0,0,0,0,1,3,2,0,0,1,0,1,1,1,0,0,1,0,0,2,1,1,1
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180808,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,1,1,1,1,1,1,0
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180809,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180810,0,0,0,1,1,1,3,1,2,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180811,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180812,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,2,2,2,2,2,2,3,4
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180813,2,2,3,3,5,4,3,3,2,2,1,1,0,0,1,1,1,0,0,1,1,0,0,0
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180814,1,0,0,0,0,1,2,1,0,0,0,-999,1,1,1,1,0,1,1,1,1,0,0,0
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180815,1,0,0,0,0,1,1,1,0,0,-999,0,0,0,0,0,0,0,0,1,1,1,1,1
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180816,1,0,1,1,0,0,1,1,1,2,2,0,0,1,2,2,3,4,2,2,2,0,0,0
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180817,0,0,0,0,0,0,1,2,1,0,0,1,1,0,1,1,2,0,1,1,1,1,0,0
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180818,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180819,1,1,1,1,1,1,2,0,1,0,1,2,1,1,0,0,2,1,1,0,0,0,1,0
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180820,0,1,0,1,1,0,4,3,1,2,3,3,2,2,2,2,2,2,4,4,3,3,3,2
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180821,3,2,2,2,1,2,4,4,3,2,2,0,1,1,1,1,1,0,1,1,1,2,2,2
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180822,1,0,0,2,2,2,4,3,2,2,2,2,2,1,1,1,1,2,2,4,4,2,2,1
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180823,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180824,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180825,1,1,1,1,1,2,3,2,2,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180826,0,0,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180827,0,1,1,1,1,1,4,4,3,1,1,2,1,1,2,2,2,1,1,1,3,2,2,2
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180828,1,1,1,1,1,2,3,1,1,1,1,1,1,0,1,1,2,1,2,1,1,1,1,1
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180829,1,0,1,1,0,1,1,1,1,0,1,2,0,0,1,1,1,2,1,0,0,0,0,1
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180830,0,0,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180831,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180901,1,1,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180902,1,1,1,2,2,1,2,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180903,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,1,1,2,1,1,1,1
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180904,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180905,0,0,1,0,1,3,5,4,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,5
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180906,5,1,0,1,2,1,2,0,0,0,0,1,1,1,1,1,2,1,1,1,1,1,1,1
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180907,1,2,1,2,1,2,3,2,2,2,2,1,1,0,0,0,1,1,1,2,0,1,2,2
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180908,1,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,2,2,2,1,1,2,3,3
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180909,2,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,3,2,2,1
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180910,2,1,2,3,2,3,8,4,1,2,2,1,2,2,1,1,2,2,3,2,1,1,1,1
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180911,1,1,1,1,1,2,4,3,2,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180912,1,1,1,1,1,1,3,2,2,2,2,1,1,1,1,3,1,1,1,2,1,1,0,0
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180913,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,4,2
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180914,1,0,0,0,0,0,0,1,0,1,1,1,1,0,2,1,1,1,2,2,1,1,1,0
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180915,0,0,0,0,0,0,2,1,0,1,0,0,0,1,1,0,1,1,0,1,0,1,0,0
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180916,0,1,1,1,0,0,1,2,0,0,3,1,1,1,1,0,1,2,1,1,2,2,1,2
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180917,1,1,1,0,0,0,2,1,1,0,0,1,3,1,0,1,1,1,1,0,0,0,0,0
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180918,0,0,0,0,0,1,2,2,1,2,1,0,1,0,1,2,4,6,3,3,1,0,0,0
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180919,1,0,0,0,0,1,2,1,4,4,1,1,1,1,1,1,2,2,2,1,2,0,1,1
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180920,1,0,1,1,2,1,2,3,2,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180921,0,0,0,0,0,1,1,2,1,2,1,2,2,2,2,2,1,2,5,9,8,6,5,4
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180922,4,2,1,2,2,2,19,-999,6,6,8,4,8,4,0,1,1,0,0,0,1,1,0,1
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180923,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180924,0,0,0,0,0,0,3,3,2,2,1,1,1,2,1,0,2,2,2,2,2,1,0,0
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180925,0,1,0,1,2,2,3,2,1,1,1,0,0,0,0,0,1,2,3,11,6,4,2,2
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180926,2,1,0,0,2,3,10,4,1,0,0,1,10,5,2,1,1,1,0,1,1,0,1,1
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180927,0,0,0,0,0,1,9,11,7,16,9,1,7,2,0,3,0,10,4,1,0,0,0,0
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180928,1,0,0,0,0,0,1,5,4,1,2,3,1,2,2,3,3,1,1,1,1,0,1,0
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180929,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20180930,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,0,1,1,0,1,0
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20181001,0,1,1,1,2,2,3,3,1,1,0,2,10,4,7,2,5,3,2,3,3,2,2,1
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20181002,1,1,1,1,1,2,7,5,2,1,2,1,1,1,1,1,2,2,4,7,5,4,6,10
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20181003,6,3,3,3,5,9,15,10,5,1,2,1,2,1,3,1,1,3,2,1,1,0,0,0
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20181004,0,0,1,1,0,1,6,2,10,6,3,0,6,13,5,7,8,0,0,0,0,0,0,0
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20181005,0,0,0,0,0,0,20,21,10,17,12,14,18,6,8,8,5,1,2,0,1,1,1,0
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20181006,0,0,0,0,0,0,10,6,0,3,4,3,1,0,0,0,0,1,2,2,2,2,4,2
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20181007,1,2,3,2,2,2,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20181008,0,0,0,1,1,1,8,2,1,0,1,1,0,0,0,1,1,1,2,6,4,3,2,2
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20181009,1,0,0,1,2,2,8,5,1,1,1,1,3,35,31,26,14,5,2,1,2,1,1,1
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20181010,1,1,1,1,1,3,3,6,4,3,4,1,1,1,2,2,1,1,1,1,1,0,0,0
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20181011,0,0,0,0,0,0,2,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20181012,1,0,2,0,0,3,19,11,5,10,24,6,12,4,13,29,6,1,1,1,1,1,1,1
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20181013,1,1,1,1,1,2,1,1,2,2,1,1,0,1,2,1,0,1,1,1,1,1,0,0
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20181014,0,0,1,0,1,0,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20181015,0,0,0,0,0,1,3,4,27,2,5,2,2,2,2,14,8,5,5,4,2,2,2,2
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20181016,2,2,2,2,2,2,30,17,3,5,3,1,1,1,1,1,1,1,1,1,1,1,0,1
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20181017,1,1,1,1,1,1,16,29,6,8,1,1,2,1,1,1,2,1,2,1,1,1,1,1
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20181018,1,1,1,1,1,1,1,2,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20181019,0,1,1,0,1,1,1,2,2,1,0,1,1,1,0,1,1,1,1,3,2,2,1,0
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20181020,0,1,1,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20181021,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20181022,0,0,0,0,0,0,1,0,1,0,1,2,2,2,1,1,2,2,2,1,1,1,1,0
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20181023,1,1,0,1,0,1,4,2,1,1,1,1,1,1,1,1,2,3,3,1,2,2,1,1
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20181024,1,2,1,2,4,4,6,10,5,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20181025,1,1,0,1,1,1,1,2,2,1,1,0,1,1,1,1,2,1,1,1,1,0,2,2
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20181026,1,0,1,0,0,0,2,1,8,2,6,2,4,5,5,6,7,1,2,1,1,1,1,1
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20181027,1,1,1,1,1,1,2,3,4,2,2,0,0,1,0,0,0,1,0,1,1,2,0,0
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20181028,2,2,3,4,2,2,2,6,4,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20181029,0,0,0,0,0,1,1,15,5,2,2,3,5,5,1,5,1,1,1,1,2,1,1,1
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20181030,1,1,1,1,2,2,4,8,8,3,-999,-999,-999,-999,-999,-999,2,1,0,0,1,1,1,1
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20181031,0,2,1,1,1,1,1,1,2,1,1,1,3,3,3,1,1,2,1,0,1,1,1,1
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20181101,1,1,1,0,0,1,1,2,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,0
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20181102,0,1,1,0,0,1,2,3,1,2,1,1,1,1,1,2,3,1,1,1,1,1,1,1
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20181103,0,0,1,1,2,1,1,3,2,1,1,0,1,1,0,0,0,1,0,1,1,1,0,1
NO2,10401,Mount Pearl,NL,47.50513,-52.79476,20181104,1,1,1,1,1,1,1,2,1,1,1,0,0,0,1,0,1,1,1,0,1,1,1,1
