File generated on // Fichier créé sur,2020-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pollutant // Polluant:, NO2 // NO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Units // Unités, ppb // ppb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data is hour ending local standard time // Données en heure normale locale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note // Note,Zeros are valid. -999 denotes no data available // Zéros sont valides .-999 Données non disponibles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pollutant//Polluant ,NAPS ID//Identifiant SNPA,City//Ville,P/T//P/T,Latitude//Latitude,Longitude//Longitude,Date//Date,H01//H01,H02//H02,H03//H03,H04//H04,H05//H05,H06//H06,H07//H07,H08//H08,H09//H09,H10//H10,H11//H11,H12//H12,H13//H13,H14//H14,H15//H15,H16//H16,H17//H17,H18//H18,H19//H19,H20//H20,H21//H21,H22//H22,H23//H23,H24//H24
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180528,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180529,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180530,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180531,0,0,0,0,0,1,4,2,1,1,1,1,0,0,0,8,0,7,0,1,1,0,0,0
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180601,0,0,0,0,0,2,2,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180604,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180605,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180606,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180607,0,0,4,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180608,0,0,0,0,0,0,2,3,1,2,1,0,0,0,0,0,0,0,0,0,0,15,0,0
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180611,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180612,0,0,0,0,0,0,2,3,3,4,2,0,2,0,1,0,0,0,0,0,0,0,0,0
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180613,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180614,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180616,3,0,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180618,0,0,0,0,0,0,1,2,1,1,2,2,1,1,1,1,1,1,0,0,0,0,0,0
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180620,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180622,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180624,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180627,0,0,0,0,1,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180628,0,0,0,0,0,2,1,1,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180629,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180703,0,0,0,0,0,0,0,2,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180704,0,0,0,0,0,2,2,2,2,1,1,0,1,2,1,1,0,0,0,0,5,0,0,0
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180705,0,0,0,2,0,2,3,3,4,4,3,1,2,2,1,1,0,0,0,0,0,0,0,0
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180706,0,0,0,0,0,0,2,2,3,2,0,3,2,1,0,0,0,0,0,0,0,0,0,0
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180708,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180709,0,0,0,0,0,0,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180710,0,0,0,0,0,0,4,3,2,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180711,0,0,0,0,0,2,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180712,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180713,0,0,0,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180714,0,0,0,0,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180716,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180717,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180718,0,0,0,0,0,0,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180719,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,3,8,7,0,0
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180720,0,0,0,1,1,1,1,2,3,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180721,0,0,0,0,0,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180723,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180724,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180725,0,0,0,0,0,0,1,1,0,-999,-999,1,1,1,1,1,1,0,0,0,0,0,0,0
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180726,0,0,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180727,1,1,2,1,1,2,4,4,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180728,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180729,0,0,2,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180730,1,1,3,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,1
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180731,1,1,3,2,2,3,3,2,2,2,1,1,1,1,1,1,1,1,1,2,4,4,4,2
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180801,3,2,4,2,2,2,3,3,4,5,2,1,1,1,1,1,1,1,1,1,1,1,1,0
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180802,1,0,2,1,1,1,3,3,4,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180803,1,1,3,2,1,2,3,4,3,3,2,1,1,1,1,1,2,1,1,1,2,2,2,4
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180804,3,1,3,2,1,2,-999,-999,-999,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180805,1,0,2,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,2,3,2,2
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180806,1,1,3,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,-999,-999,-999,-999,-999,-999
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180807,2,3,5,2,2,2,4,4,5,3,2,2,4,1,1,3,2,2,3,3,2,2,1,2
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180808,2,1,2,1,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,4,5,6,3,2
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180809,2,1,2,1,1,1,2,2,2,1,2,1,2,2,2,1,1,1,2,2,2,1,1,1
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180810,1,2,4,2,2,2,4,3,1,1,2,1,1,1,0,0,0,0,1,2,3,2,2,1
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180811,2,2,3,1,1,1,1,-999,-999,1,1,1,0,0,0,0,0,0,1,2,1,1,2,2
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180812,2,3,3,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180813,2,1,3,2,2,3,3,3,4,5,2,1,1,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180814,-999,-999,3,1,1,2,4,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180815,0,0,2,1,1,1,2,2,1,1,1,1,1,1,2,2,2,2,2,3,2,2,1,1
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180816,1,1,3,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180817,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180818,1,1,3,1,1,1,1,2,1,1,1,1,1,1,1,1,0,0,1,1,3,3,3,2
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180819,1,1,2,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180820,1,1,4,2,1,1,2,2,1,1,1,1,1,0,1,1,1,1,2,5,4,4,1,1
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180821,1,0,2,1,1,1,1,1,2,4,2,1,1,2,1,1,1,1,2,1,2,3,2,1
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180822,2,1,3,2,1,1,2,2,2,5,2,2,3,2,1,1,1,2,2,2,1,1,1,1
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180823,1,2,3,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,2,5,4,4,3,1
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180824,1,2,4,3,3,3,4,4,4,4,5,2,1,1,1,1,1,1,2,5,7,5,5,4
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180825,2,2,5,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180826,1,1,2,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180827,1,1,3,2,2,2,3,3,2,1,1,1,1,1,1,1,1,1,2,3,6,5,2,2
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180828,3,2,3,2,2,2,3,3,4,5,2,1,2,1,1,1,1,1,1,1,1,1,1,1
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180829,0,0,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180830,1,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180831,0,1,2,1,1,1,3,2,1,1,1,0,1,1,1,1,1,1,2,5,7,6,3,5
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180901,3,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,2,1,1,1,1
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180902,1,1,3,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180903,0,0,2,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180904,1,1,3,2,2,3,1,1,1,1,1,1,0,1,1,1,1,2,3,5,3,4,1,1
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180905,1,2,3,2,1,1,3,2,2,2,4,2,2,1,2,1,1,1,2,2,1,1,1,1
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180906,1,1,3,1,1,2,3,2,2,2,4,2,1,1,1,1,1,1,2,1,2,2,2,2
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180907,1,2,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,3,9,9,9,4
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180908,4,4,3,2,2,2,2,1,0,0,0,0,0,0,0,1,1,0,1,1,1,3,3,1
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180909,1,1,3,2,1,1,2,1,1,0,1,0,0,0,0,0,0,0,2,6,9,9,4,2
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180910,2,2,3,2,2,3,3,3,2,2,1,1,1,1,1,1,1,1,2,2,3,3,2,2
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180911,1,1,3,2,1,2,3,4,5,4,2,1,2,2,1,2,2,2,1,2,4,2,1,0
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180912,0,0,2,1,1,1,2,2,1,1,1,1,1,1,0,1,1,1,2,3,6,6,3,2
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180913,2,1,3,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,3,6,6,6,2,1
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180914,1,1,3,1,1,1,2,2,1,3,2,2,1,1,1,1,1,1,12,6,1,1,3,3
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180915,2,2,4,3,2,3,2,1,1,1,1,1,1,1,0,1,1,1,3,6,2,3,2,3
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180916,2,2,4,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,3,9,8,4,3,1
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180917,2,2,4,1,2,2,5,4,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180918,1,1,3,2,2,3,5,5,3,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180919,0,0,2,0,0,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180920,0,0,2,1,1,1,2,3,1,1,1,0,1,1,1,1,1,1,2,6,4,2,2,4
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180921,2,1,2,1,1,1,2,2,2,2,1,1,1,1,2,2,1,1,1,1,1,0,0,0
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180922,0,0,3,1,1,1,1,-999,0,0,0,1,0,0,0,0,0,1,1,2,4,5,4,4
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180923,3,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180924,0,0,2,1,1,2,5,2,1,1,0,0,0,0,0,0,0,1,9,12,6,5,2,2
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180925,1,1,2,2,2,2,2,3,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180926,0,0,2,1,1,1,2,2,2,2,1,1,2,2,2,1,1,1,1,1,0,0,0,0
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180927,1,0,2,1,1,1,2,2,1,1,1,0,1,0,0,1,2,3,10,10,5,4,2,1
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180928,1,1,3,1,1,1,3,3,2,3,2,2,2,2,1,2,2,1,1,1,1,1,1,1
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180929,1,0,2,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,6,7,5,7,3,1
NO2,40104,Fredericton,NB,45.957289,-66.645236,20180930,1,1,3,2,1,2,2,1,1,0,0,1,1,1,1,1,1,2,4,3,1,1,1,1
NO2,40104,Fredericton,NB,45.957289,-66.645236,20181001,1,1,2,1,3,4,7,6,2,1,1,0,0,0,0,1,1,1,4,7,6,5,3,2
NO2,40104,Fredericton,NB,45.957289,-66.645236,20181002,1,1,3,1,1,2,4,4,4,3,2,1,1,2,3,2,2,1,1,1,1,1,1,0
NO2,40104,Fredericton,NB,45.957289,-66.645236,20181003,0,0,2,1,1,2,2,3,1,1,1,1,1,2,1,2,2,3,2,2,2,1,1,1
NO2,40104,Fredericton,NB,45.957289,-66.645236,20181004,1,1,2,1,1,1,3,6,3,1,1,1,1,1,1,2,2,2,1,1,2,2,1,1
NO2,40104,Fredericton,NB,45.957289,-66.645236,20181005,0,0,2,0,0,1,2,2,1,1,1,1,0,1,0,1,0,1,4,2,1,1,3,2
NO2,40104,Fredericton,NB,45.957289,-66.645236,20181006,1,1,2,1,1,2,2,1,1,1,0,0,0,0,0,0,0,6,12,5,3,1,1,1
NO2,40104,Fredericton,NB,45.957289,-66.645236,20181007,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
NO2,40104,Fredericton,NB,45.957289,-66.645236,20181008,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,8,9,8,1,1,1
NO2,40104,Fredericton,NB,45.957289,-66.645236,20181009,1,1,2,2,1,2,5,11,8,2,2,2,1,1,1,1,3,2,3,4,4,4,3,2
NO2,40104,Fredericton,NB,45.957289,-66.645236,20181010,1,1,3,3,3,1,1,2,2,2,2,1,1,1,1,2,2,2,1,1,1,1,0,1
NO2,40104,Fredericton,NB,45.957289,-66.645236,20181011,0,1,2,1,1,1,3,3,2,1,1,1,3,1,2,4,2,1,1,1,1,1,1,1
NO2,40104,Fredericton,NB,45.957289,-66.645236,20181012,1,1,2,1,2,2,4,3,3,2,1,1,1,1,1,1,1,2,5,3,1,0,0,0
NO2,40104,Fredericton,NB,45.957289,-66.645236,20181013,0,0,2,1,1,1,2,3,2,1,1,0,0,0,1,0,1,1,2,2,1,1,1,1
NO2,40104,Fredericton,NB,45.957289,-66.645236,20181014,1,2,5,4,1,1,1,1,1,0,0,0,0,0,1,1,1,1,2,3,3,4,6,3
NO2,40104,Fredericton,NB,45.957289,-66.645236,20181015,3,2,4,3,3,5,7,5,6,5,2,1,1,1,2,2,2,2,2,1,1,1,1,1
NO2,40104,Fredericton,NB,45.957289,-66.645236,20181016,1,1,3,1,1,1,2,2,1,3,2,4,1,1,1,2,1,1,1,1,1,1,1,0
NO2,40104,Fredericton,NB,45.957289,-66.645236,20181017,1,2,2,2,4,5,7,7,4,3,3,3,2,2,2,2,2,2,2,1,1,1,1,1
NO2,40104,Fredericton,NB,45.957289,-66.645236,20181018,1,0,1,0,0,1,1,2,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0
NO2,40104,Fredericton,NB,45.957289,-66.645236,20181019,0,0,0,1,1,2,6,12,5,2,1,1,1,2,2,2,3,3,5,4,4,4,5,9
NO2,40104,Fredericton,NB,45.957289,-66.645236,20181020,6,3,4,3,4,4,4,2,2,2,2,2,2,1,1,2,2,3,6,2,1,4,7,5
NO2,40104,Fredericton,NB,45.957289,-66.645236,20181021,3,4,5,3,3,3,2,4,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
NO2,40104,Fredericton,NB,45.957289,-66.645236,20181022,0,0,0,0,0,1,3,2,1,1,1,1,1,1,1,1,1,4,17,16,16,16,17,14
NO2,40104,Fredericton,NB,45.957289,-66.645236,20181023,8,9,7,6,12,13,17,15,7,7,12,5,2,4,5,6,6,4,4,4,3,2,2,1
NO2,40104,Fredericton,NB,45.957289,-66.645236,20181024,1,1,2,1,1,1,2,2,1,1,1,1,1,1,3,3,2,1,1,1,1,0,0,0
NO2,40104,Fredericton,NB,45.957289,-66.645236,20181025,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
NO2,40104,Fredericton,NB,45.957289,-66.645236,20181026,0,0,0,0,0,1,2,2,2,1,0,1,1,2,1,1,1,1,2,1,1,4,5,6
NO2,40104,Fredericton,NB,45.957289,-66.645236,20181027,14,16,11,7,8,7,10,9,5,4,2,1,1,2,2,2,2,2,2,1,1,1,1,1
NO2,40104,Fredericton,NB,45.957289,-66.645236,20181028,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,4,7,7,3,4,6
NO2,40104,Fredericton,NB,45.957289,-66.645236,20181029,6,3,2,1,3,4,6,7,5,2,2,2,2,2,2,3,4,6,3,3,3,2,1,1
NO2,40104,Fredericton,NB,45.957289,-66.645236,20181030,1,1,2,1,1,1,3,3,2,3,3,2,2,2,2,2,2,2,2,1,1,1,1,0
NO2,40104,Fredericton,NB,45.957289,-66.645236,20181031,0,0,1,1,1,1,3,6,3,4,1,1,1,1,1,2,2,2,4,5,2,2,2,1
NO2,40104,Fredericton,NB,45.957289,-66.645236,20181101,1,1,2,1,2,4,6,9,9,4,1,1,1,2,2,2,2,2,3,2,3,4,5,3
NO2,40104,Fredericton,NB,45.957289,-66.645236,20181102,2,2,4,3,3,3,3,3,4,4,3,2,3,2,3,2,2,2,1,1,1,1,1,1
NO2,40104,Fredericton,NB,45.957289,-66.645236,20181103,1,1,2,1,2,1,1,1,2,2,2,2,1,1,2,3,5,6,1,1,-999,1,1,0
NO2,40104,Fredericton,NB,45.957289,-66.645236,20181104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,5,3,7
NO2,40104,Fredericton,NB,45.957289,-66.645236,20181105,7,7,6,5,5,5,7,8,7,8,4,2,1,1,1,3,4,5,5,4,3,4,3,2
NO2,40104,Fredericton,NB,45.957289,-66.645236,20181106,2,1,3,2,1,2,3,3,3,2,3,3,3,3,3,3,4,6,4,5,7,8,9,9
NO2,40104,Fredericton,NB,45.957289,-66.645236,20181107,3,2,0,0,0,1,3,4,3,2,2,1,1,2,1,2,2,1,1,1,1,0,0,0
NO2,40104,Fredericton,NB,45.957289,-66.645236,20181108,0,0,0,0,0,1,1,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NO2,40104,Fredericton,NB,45.957289,-66.645236,20181109,1,1,2,1,1,1,1,3,2,1,1,1,1,1,1,2,2,2,3,5,4,3,4,2
NO2,40104,Fredericton,NB,45.957289,-66.645236,20181110,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,2,2,1,1,1,1,0,0,0
NO2,40104,Fredericton,NB,45.957289,-66.645236,20181111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
