"naps","city","p","latitude","longitude","date.time","pollutant","concentration"
60430,"Toronto","ON",43.709444,-79.5435,2018-01-05 12:00:00,"SO2",1
60430,"Toronto","ON",43.709444,-79.5435,2018-01-05 13:00:00,"O3",23
60430,"Toronto","ON",43.709444,-79.5435,2018-01-05 13:00:00,"NO2",14
60430,"Toronto","ON",43.709444,-79.5435,2018-01-05 13:00:00,"SO2",1
60430,"Toronto","ON",43.709444,-79.5435,2018-01-05 14:00:00,"O3",23
60430,"Toronto","ON",43.709444,-79.5435,2018-01-05 14:00:00,"NO2",16
60430,"Toronto","ON",43.709444,-79.5435,2018-01-05 14:00:00,"SO2",1
60430,"Toronto","ON",43.709444,-79.5435,2018-01-05 15:00:00,"O3",24
60430,"Toronto","ON",43.709444,-79.5435,2018-01-05 15:00:00,"NO2",13
60430,"Toronto","ON",43.709444,-79.5435,2018-01-05 15:00:00,"SO2",1
60430,"Toronto","ON",43.709444,-79.5435,2018-01-05 16:00:00,"O3",24
60430,"Toronto","ON",43.709444,-79.5435,2018-01-05 16:00:00,"NO2",13
60430,"Toronto","ON",43.709444,-79.5435,2018-01-05 16:00:00,"SO2",1
60430,"Toronto","ON",43.709444,-79.5435,2018-01-05 17:00:00,"O3",21
60430,"Toronto","ON",43.709444,-79.5435,2018-01-05 17:00:00,"NO2",17
60430,"Toronto","ON",43.709444,-79.5435,2018-01-05 17:00:00,"SO2",1
60430,"Toronto","ON",43.709444,-79.5435,2018-01-05 18:00:00,"O3",20
60430,"Toronto","ON",43.709444,-79.5435,2018-01-05 18:00:00,"NO2",17
60430,"Toronto","ON",43.709444,-79.5435,2018-01-05 18:00:00,"SO2",1
60430,"Toronto","ON",43.709444,-79.5435,2018-01-05 19:00:00,"O3",24
60430,"Toronto","ON",43.709444,-79.5435,2018-01-05 19:00:00,"NO2",14
60430,"Toronto","ON",43.709444,-79.5435,2018-01-05 19:00:00,"SO2",1
60430,"Toronto","ON",43.709444,-79.5435,2018-01-05 20:00:00,"O3",20
60430,"Toronto","ON",43.709444,-79.5435,2018-01-05 20:00:00,"NO2",20
60430,"Toronto","ON",43.709444,-79.5435,2018-01-05 20:00:00,"SO2",1
60430,"Toronto","ON",43.709444,-79.5435,2018-01-05 21:00:00,"O3",18
60430,"Toronto","ON",43.709444,-79.5435,2018-01-05 21:00:00,"NO2",22
60430,"Toronto","ON",43.709444,-79.5435,2018-01-05 21:00:00,"SO2",1
60430,"Toronto","ON",43.709444,-79.5435,2018-01-05 22:00:00,"O3",22
60430,"Toronto","ON",43.709444,-79.5435,2018-01-05 22:00:00,"NO2",16
60430,"Toronto","ON",43.709444,-79.5435,2018-01-05 22:00:00,"SO2",1
60430,"Toronto","ON",43.709444,-79.5435,2018-01-05 23:00:00,"O3",23
60430,"Toronto","ON",43.709444,-79.5435,2018-01-05 23:00:00,"NO2",14
60430,"Toronto","ON",43.709444,-79.5435,2018-01-05 23:00:00,"SO2",1
60430,"Toronto","ON",43.709444,-79.5435,2018-01-06 00:00:00,"O3",27
60430,"Toronto","ON",43.709444,-79.5435,2018-01-06 00:00:00,"NO2",9
60430,"Toronto","ON",43.709444,-79.5435,2018-01-06 00:00:00,"SO2",1
60430,"Toronto","ON",43.709444,-79.5435,2018-01-06 01:00:00,"O3",23
60430,"Toronto","ON",43.709444,-79.5435,2018-01-06 01:00:00,"NO2",14
60430,"Toronto","ON",43.709444,-79.5435,2018-01-06 01:00:00,"SO2",1
60430,"Toronto","ON",43.709444,-79.5435,2018-01-06 02:00:00,"O3",19
60430,"Toronto","ON",43.709444,-79.5435,2018-01-06 02:00:00,"NO2",19
60430,"Toronto","ON",43.709444,-79.5435,2018-01-06 02:00:00,"SO2",1
60430,"Toronto","ON",43.709444,-79.5435,2018-01-06 03:00:00,"O3",17
60430,"Toronto","ON",43.709444,-79.5435,2018-01-06 03:00:00,"NO2",21
60430,"Toronto","ON",43.709444,-79.5435,2018-01-06 03:00:00,"SO2",1
60430,"Toronto","ON",43.709444,-79.5435,2018-01-06 04:00:00,"O3",22
60430,"Toronto","ON",43.709444,-79.5435,2018-01-06 04:00:00,"NO2",15
60430,"Toronto","ON",43.709444,-79.5435,2018-01-06 04:00:00,"SO2",1
60430,"Toronto","ON",43.709444,-79.5435,2018-01-06 05:00:00,"O3",19
60430,"Toronto","ON",43.709444,-79.5435,2018-01-06 05:00:00,"NO2",18
60430,"Toronto","ON",43.709444,-79.5435,2018-01-06 05:00:00,"SO2",1
60430,"Toronto","ON",43.709444,-79.5435,2018-01-06 06:00:00,"O3",21
60430,"Toronto","ON",43.709444,-79.5435,2018-01-06 06:00:00,"NO2",16
60430,"Toronto","ON",43.709444,-79.5435,2018-01-06 06:00:00,"SO2",1
60430,"Toronto","ON",43.709444,-79.5435,2018-01-06 07:00:00,"O3",16
60430,"Toronto","ON",43.709444,-79.5435,2018-01-06 07:00:00,"NO2",22
60430,"Toronto","ON",43.709444,-79.5435,2018-01-06 07:00:00,"SO2",1
60430,"Toronto","ON",43.709444,-79.5435,2018-01-06 08:00:00,"O3",18
60430,"Toronto","ON",43.709444,-79.5435,2018-01-06 08:00:00,"NO2",20
60430,"Toronto","ON",43.709444,-79.5435,2018-01-06 08:00:00,"SO2",1
60430,"Toronto","ON",43.709444,-79.5435,2018-01-06 09:00:00,"O3",22
60430,"Toronto","ON",43.709444,-79.5435,2018-01-06 09:00:00,"NO2",16
60430,"Toronto","ON",43.709444,-79.5435,2018-01-06 09:00:00,"SO2",1
60430,"Toronto","ON",43.709444,-79.5435,2018-01-06 10:00:00,"O3",24
60430,"Toronto","ON",43.709444,-79.5435,2018-01-06 10:00:00,"NO2",11
60430,"Toronto","ON",43.709444,-79.5435,2018-01-06 10:00:00,"SO2",1
60430,"Toronto","ON",43.709444,-79.5435,2018-01-06 11:00:00,"O3",24
60430,"Toronto","ON",43.709444,-79.5435,2018-01-06 11:00:00,"NO2",11
60430,"Toronto","ON",43.709444,-79.5435,2018-01-06 11:00:00,"SO2",1
60430,"Toronto","ON",43.709444,-79.5435,2018-01-06 12:00:00,"O3",28
60430,"Toronto","ON",43.709444,-79.5435,2018-01-06 12:00:00,"NO2",8
60430,"Toronto","ON",43.709444,-79.5435,2018-01-06 12:00:00,"SO2",1
60430,"Toronto","ON",43.709444,-79.5435,2018-01-06 13:00:00,"O3",28
60430,"Toronto","ON",43.709444,-79.5435,2018-01-06 13:00:00,"NO2",8
60430,"Toronto","ON",43.709444,-79.5435,2018-01-06 13:00:00,"SO2",1
60430,"Toronto","ON",43.709444,-79.5435,2018-01-06 14:00:00,"O3",28
60430,"Toronto","ON",43.709444,-79.5435,2018-01-06 14:00:00,"NO2",8
60430,"Toronto","ON",43.709444,-79.5435,2018-01-06 14:00:00,"SO2",1
60430,"Toronto","ON",43.709444,-79.5435,2018-01-06 15:00:00,"O3",27
60430,"Toronto","ON",43.709444,-79.5435,2018-01-06 15:00:00,"NO2",10
60430,"Toronto","ON",43.709444,-79.5435,2018-01-06 15:00:00,"SO2",1
60430,"Toronto","ON",43.709444,-79.5435,2018-01-06 16:00:00,"O3",24
60430,"Toronto","ON",43.709444,-79.5435,2018-01-06 16:00:00,"NO2",16
60430,"Toronto","ON",43.709444,-79.5435,2018-01-06 16:00:00,"SO2",1
60430,"Toronto","ON",43.709444,-79.5435,2018-01-06 17:00:00,"O3",18
60430,"Toronto","ON",43.709444,-79.5435,2018-01-06 17:00:00,"NO2",23
60430,"Toronto","ON",43.709444,-79.5435,2018-01-06 17:00:00,"SO2",1
60430,"Toronto","ON",43.709444,-79.5435,2018-01-06 18:00:00,"O3",17
60430,"Toronto","ON",43.709444,-79.5435,2018-01-06 18:00:00,"NO2",26
60430,"Toronto","ON",43.709444,-79.5435,2018-01-06 18:00:00,"SO2",1
60430,"Toronto","ON",43.709444,-79.5435,2018-01-06 19:00:00,"O3",18
60430,"Toronto","ON",43.709444,-79.5435,2018-01-06 19:00:00,"NO2",25
60430,"Toronto","ON",43.709444,-79.5435,2018-01-06 19:00:00,"SO2",1
60430,"Toronto","ON",43.709444,-79.5435,2018-01-06 20:00:00,"O3",21
60430,"Toronto","ON",43.709444,-79.5435,2018-01-06 20:00:00,"NO2",20
60430,"Toronto","ON",43.709444,-79.5435,2018-01-06 20:00:00,"SO2",1
60430,"Toronto","ON",43.709444,-79.5435,2018-01-06 21:00:00,"O3",15
60430,"Toronto","ON",43.709444,-79.5435,2018-01-06 21:00:00,"NO2",28
60430,"Toronto","ON",43.709444,-79.5435,2018-01-06 21:00:00,"SO2",1
60430,"Toronto","ON",43.709444,-79.5435,2018-01-06 22:00:00,"O3",12
60430,"Toronto","ON",43.709444,-79.5435,2018-01-06 22:00:00,"NO2",32
60430,"Toronto","ON",43.709444,-79.5435,2018-01-06 22:00:00,"SO2",1
60430,"Toronto","ON",43.709444,-79.5435,2018-01-06 23:00:00,"O3",2
60430,"Toronto","ON",43.709444,-79.5435,2018-01-06 23:00:00,"NO2",49
60430,"Toronto","ON",43.709444,-79.5435,2018-01-06 23:00:00,"SO2",1
60430,"Toronto","ON",43.709444,-79.5435,2018-01-07 00:00:00,"O3",1
60430,"Toronto","ON",43.709444,-79.5435,2018-01-07 00:00:00,"NO2",50
60430,"Toronto","ON",43.709444,-79.5435,2018-01-07 00:00:00,"SO2",1
60430,"Toronto","ON",43.709444,-79.5435,2018-01-07 01:00:00,"O3",1
60430,"Toronto","ON",43.709444,-79.5435,2018-01-07 01:00:00,"NO2",50
60430,"Toronto","ON",43.709444,-79.5435,2018-01-07 01:00:00,"SO2",2
60430,"Toronto","ON",43.709444,-79.5435,2018-01-07 02:00:00,"O3",1
60430,"Toronto","ON",43.709444,-79.5435,2018-01-07 02:00:00,"NO2",50
60430,"Toronto","ON",43.709444,-79.5435,2018-01-07 02:00:00,"SO2",1
60430,"Toronto","ON",43.709444,-79.5435,2018-01-07 03:00:00,"O3",3
60430,"Toronto","ON",43.709444,-79.5435,2018-01-07 03:00:00,"NO2",46
60430,"Toronto","ON",43.709444,-79.5435,2018-01-07 03:00:00,"SO2",1
60430,"Toronto","ON",43.709444,-79.5435,2018-01-07 04:00:00,"O3",2
60430,"Toronto","ON",43.709444,-79.5435,2018-01-07 04:00:00,"NO2",45
60430,"Toronto","ON",43.709444,-79.5435,2018-01-07 04:00:00,"SO2",1
60430,"Toronto","ON",43.709444,-79.5435,2018-01-07 05:00:00,"O3",4
60430,"Toronto","ON",43.709444,-79.5435,2018-01-07 05:00:00,"NO2",43
60430,"Toronto","ON",43.709444,-79.5435,2018-01-07 05:00:00,"SO2",1
60430,"Toronto","ON",43.709444,-79.5435,2018-01-07 06:00:00,"O3",12
60430,"Toronto","ON",43.709444,-79.5435,2018-01-07 06:00:00,"NO2",31
60430,"Toronto","ON",43.709444,-79.5435,2018-01-07 06:00:00,"SO2",1
60430,"Toronto","ON",43.709444,-79.5435,2018-01-07 07:00:00,"O3",20
60430,"Toronto","ON",43.709444,-79.5435,2018-01-07 07:00:00,"NO2",21
60430,"Toronto","ON",43.709444,-79.5435,2018-01-07 07:00:00,"SO2",1
60430,"Toronto","ON",43.709444,-79.5435,2018-01-07 08:00:00,"O3",27
60430,"Toronto","ON",43.709444,-79.5435,2018-01-07 08:00:00,"NO2",12
60430,"Toronto","ON",43.709444,-79.5435,2018-01-07 08:00:00,"SO2",1
60430,"Toronto","ON",43.709444,-79.5435,2018-01-07 09:00:00,"O3",25
60430,"Toronto","ON",43.709444,-79.5435,2018-01-07 09:00:00,"NO2",12
60430,"Toronto","ON",43.709444,-79.5435,2018-01-07 09:00:00,"SO2",1
60430,"Toronto","ON",43.709444,-79.5435,2018-01-07 10:00:00,"O3",27
60430,"Toronto","ON",43.709444,-79.5435,2018-01-07 10:00:00,"NO2",9
60430,"Toronto","ON",43.709444,-79.5435,2018-01-07 10:00:00,"SO2",2
60430,"Toronto","ON",43.709444,-79.5435,2018-01-07 11:00:00,"O3",31
60430,"Toronto","ON",43.709444,-79.5435,2018-01-07 11:00:00,"NO2",7
60430,"Toronto","ON",43.709444,-79.5435,2018-01-07 11:00:00,"SO2",2
60430,"Toronto","ON",43.709444,-79.5435,2018-01-07 12:00:00,"O3",32
60430,"Toronto","ON",43.709444,-79.5435,2018-01-07 12:00:00,"NO2",7
60430,"Toronto","ON",43.709444,-79.5435,2018-01-07 12:00:00,"SO2",1
60430,"Toronto","ON",43.709444,-79.5435,2018-01-07 13:00:00,"O3",32
60430,"Toronto","ON",43.709444,-79.5435,2018-01-07 13:00:00,"NO2",7
60430,"Toronto","ON",43.709444,-79.5435,2018-01-07 13:00:00,"SO2",1
60430,"Toronto","ON",43.709444,-79.5435,2018-01-07 14:00:00,"O3",31
60430,"Toronto","ON",43.709444,-79.5435,2018-01-07 14:00:00,"NO2",8
60430,"Toronto","ON",43.709444,-79.5435,2018-01-07 14:00:00,"SO2",1
60430,"Toronto","ON",43.709444,-79.5435,2018-01-07 15:00:00,"O3",30
60430,"Toronto","ON",43.709444,-79.5435,2018-01-07 15:00:00,"NO2",9
60430,"Toronto","ON",43.709444,-79.5435,2018-01-07 15:00:00,"SO2",1
60430,"Toronto","ON",43.709444,-79.5435,2018-01-07 16:00:00,"O3",30
60430,"Toronto","ON",43.709444,-79.5435,2018-01-07 16:00:00,"NO2",10
60430,"Toronto","ON",43.709444,-79.5435,2018-01-07 16:00:00,"SO2",2
60430,"Toronto","ON",43.709444,-79.5435,2018-01-07 17:00:00,"O3",29
60430,"Toronto","ON",43.709444,-79.5435,2018-01-07 17:00:00,"NO2",11
60430,"Toronto","ON",43.709444,-79.5435,2018-01-07 17:00:00,"SO2",2
60430,"Toronto","ON",43.709444,-79.5435,2018-01-07 18:00:00,"O3",30
60430,"Toronto","ON",43.709444,-79.5435,2018-01-07 18:00:00,"NO2",10
60430,"Toronto","ON",43.709444,-79.5435,2018-01-07 18:00:00,"SO2",1
60430,"Toronto","ON",43.709444,-79.5435,2018-01-07 19:00:00,"O3",29
60430,"Toronto","ON",43.709444,-79.5435,2018-01-07 19:00:00,"NO2",11
60430,"Toronto","ON",43.709444,-79.5435,2018-01-07 19:00:00,"SO2",1
60430,"Toronto","ON",43.709444,-79.5435,2018-01-07 20:00:00,"O3",27
60430,"Toronto","ON",43.709444,-79.5435,2018-01-07 20:00:00,"NO2",12
60430,"Toronto","ON",43.709444,-79.5435,2018-01-07 20:00:00,"SO2",1
60430,"Toronto","ON",43.709444,-79.5435,2018-01-07 21:00:00,"O3",25
60430,"Toronto","ON",43.709444,-79.5435,2018-01-07 21:00:00,"NO2",15
60430,"Toronto","ON",43.709444,-79.5435,2018-01-07 21:00:00,"SO2",1
60430,"Toronto","ON",43.709444,-79.5435,2018-01-07 22:00:00,"O3",23
60430,"Toronto","ON",43.709444,-79.5435,2018-01-07 22:00:00,"NO2",18
60430,"Toronto","ON",43.709444,-79.5435,2018-01-07 22:00:00,"SO2",1
60430,"Toronto","ON",43.709444,-79.5435,2018-01-07 23:00:00,"O3",22
60430,"Toronto","ON",43.709444,-79.5435,2018-01-07 23:00:00,"NO2",18
60430,"Toronto","ON",43.709444,-79.5435,2018-01-07 23:00:00,"SO2",1
60430,"Toronto","ON",43.709444,-79.5435,2018-01-08 00:00:00,"O3",25
60430,"Toronto","ON",43.709444,-79.5435,2018-01-08 00:00:00,"NO2",15
60430,"Toronto","ON",43.709444,-79.5435,2018-01-08 00:00:00,"SO2",1
