"wavenumber","sample","absorbance"
1647.875,"Sample: Shopping bag",0.02542435
1648.357,"EPDM",0.164331
1648.357,"Polystyrene",0.05157066
1648.357,"Polyethylene",0.005330538
1648.357,"Sample: Shopping bag",0.02537548
1648.839,"EPDM",0.1644218
1648.839,"Polystyrene",0.05164123
1648.839,"Polyethylene",0.005353847
1648.839,"Sample: Shopping bag",0.02525782
1649.321,"EPDM",0.1643142
1649.321,"Polystyrene",0.0516854
1649.321,"Polyethylene",0.005369787
1649.321,"Sample: Shopping bag",0.02505781
1649.803,"EPDM",0.1639614
1649.803,"Polystyrene",0.05168324
1649.803,"Polyethylene",0.005376535
1649.803,"Sample: Shopping bag",0.02477455
1650.285,"EPDM",0.1633663
1650.285,"Polystyrene",0.05162805
1650.285,"Polyethylene",0.005372981
1650.285,"Sample: Shopping bag",0.02443404
1650.768,"EPDM",0.1625978
1650.768,"Polystyrene",0.0515327
1650.768,"Polyethylene",0.005359776
1650.768,"Sample: Shopping bag",0.02409593
1651.25,"EPDM",0.1617839
1651.25,"Polystyrene",0.05142947
1651.25,"Polyethylene",0.005339284
1651.25,"Sample: Shopping bag",0.02383883
1651.732,"EPDM",0.1610831
1651.732,"Polystyrene",0.051364
1651.732,"Polyethylene",0.005315857
1651.732,"Sample: Shopping bag",0.02372739
1652.214,"EPDM",0.1606345
1652.214,"Polystyrene",0.05138434
1652.214,"Polyethylene",0.005294954
1652.214,"Sample: Shopping bag",0.02377573
1652.696,"EPDM",0.1605106
1652.696,"Polystyrene",0.05152694
1652.696,"Polyethylene",0.005280994
1652.696,"Sample: Shopping bag",0.02393739
1653.178,"EPDM",0.1607005
1653.178,"Polystyrene",0.05180597
1653.178,"Polyethylene",0.005277349
1653.178,"Sample: Shopping bag",0.02414233
1653.66,"EPDM",0.1611394
1653.66,"Polystyrene",0.05221029
1653.66,"Polyethylene",0.005284082
1653.66,"Sample: Shopping bag",0.02434961
1654.142,"EPDM",0.1617441
1654.142,"Polystyrene",0.0527077
1654.142,"Polyethylene",0.005298883
1654.142,"Sample: Shopping bag",0.02455711
1654.625,"EPDM",0.1624223
1654.625,"Polystyrene",0.05325589
1654.625,"Polyethylene",0.00531756
1654.625,"Sample: Shopping bag",0.02477068
1655.106,"EPDM",0.1630764
1655.106,"Polystyrene",0.05381442
1655.106,"Polyethylene",0.005335916
1655.106,"Sample: Shopping bag",0.02497773
1655.589,"EPDM",0.1636211
1655.589,"Polystyrene",0.05435505
1655.589,"Polyethylene",0.005350856
1655.589,"Sample: Shopping bag",0.02515298
1656.071,"EPDM",0.1640043
1656.071,"Polystyrene",0.05486373
1656.071,"Polyethylene",0.00536077
1656.071,"Sample: Shopping bag",0.02527481
1656.553,"EPDM",0.1642162
1656.553,"Polystyrene",0.0553415
1656.553,"Polyethylene",0.005366265
1656.553,"Sample: Shopping bag",0.02534005
1657.035,"EPDM",0.164279
1657.035,"Polystyrene",0.05579794
1657.035,"Polyethylene",0.005368331
1657.035,"Sample: Shopping bag",0.02536187
1657.517,"EPDM",0.1642312
1657.517,"Polystyrene",0.05624666
1657.517,"Polyethylene",0.005368074
1657.517,"Sample: Shopping bag",0.02536026
1657.999,"EPDM",0.16411
1657.999,"Polystyrene",0.05670105
1657.999,"Polyethylene",0.005365601
1657.999,"Sample: Shopping bag",0.0253517
1658.481,"EPDM",0.1639406
1658.481,"Polystyrene",0.05717168
1658.481,"Polyethylene",0.005360135
1658.481,"Sample: Shopping bag",0.02534308
1658.963,"EPDM",0.1637348
1658.963,"Polystyrene",0.05766661
1658.963,"Polyethylene",0.005350676
1658.963,"Sample: Shopping bag",0.02533319
1659.446,"EPDM",0.163496
1659.446,"Polystyrene",0.05819194
1659.446,"Polyethylene",0.005336724
1659.446,"Sample: Shopping bag",0.02531806
1659.928,"EPDM",0.1632267
1659.928,"Polystyrene",0.05875278
1659.928,"Polyethylene",0.005318772
1659.928,"Sample: Shopping bag",0.02529642
1660.41,"EPDM",0.1629352
1660.41,"Polystyrene",0.05935413
1660.41,"Polyethylene",0.005297651
1660.41,"Sample: Shopping bag",0.02527101
1660.892,"EPDM",0.1626368
1660.892,"Polystyrene",0.06000083
1660.892,"Polyethylene",0.005274741
1660.892,"Sample: Shopping bag",0.02524688
1661.374,"EPDM",0.1623507
1661.374,"Polystyrene",0.06069823
1661.374,"Polyethylene",0.005250655
1661.374,"Sample: Shopping bag",0.02522588
1661.856,"EPDM",0.1620948
1661.856,"Polystyrene",0.06145156
1661.856,"Polyethylene",0.005225056
1661.856,"Sample: Shopping bag",0.02520372
1662.338,"EPDM",0.1618812
1662.338,"Polystyrene",0.06226636
1662.338,"Polyethylene",0.005196669
1662.338,"Sample: Shopping bag",0.02517048
1662.82,"EPDM",0.1617123
1662.82,"Polystyrene",0.06314702
1662.82,"Polyethylene",0.005164046
1662.82,"Sample: Shopping bag",0.02511622
1663.302,"EPDM",0.161583
1663.302,"Polystyrene",0.06409569
1663.302,"Polyethylene",0.005126687
1663.302,"Sample: Shopping bag",0.02503757
1663.785,"EPDM",0.1614805
1663.785,"Polystyrene",0.06511005
1663.785,"Polyethylene",0.005085198
1663.785,"Sample: Shopping bag",0.0249396
1664.267,"EPDM",0.1613861
1664.267,"Polystyrene",0.06618202
1664.267,"Polyethylene",0.00504102
1664.267,"Sample: Shopping bag",0.02483347
1664.749,"EPDM",0.1612765
1664.749,"Polystyrene",0.06729838
1664.749,"Polyethylene",0.004996597
1664.749,"Sample: Shopping bag",0.02473027
1665.231,"EPDM",0.1611279
1665.231,"Polystyrene",0.06844369
1665.231,"Polyethylene",0.004953818
1665.231,"Sample: Shopping bag",0.02463603
1665.713,"EPDM",0.1609212
1665.713,"Polystyrene",0.06960317
1665.713,"Polyethylene",0.004913296
1665.713,"Sample: Shopping bag",0.02455157
1666.195,"EPDM",0.1606495
1666.195,"Polystyrene",0.07076739
1666.195,"Polyethylene",0.004873976
1666.195,"Sample: Shopping bag",0.02447467
1666.677,"EPDM",0.1603204
1666.677,"Polystyrene",0.07193419
1666.677,"Polyethylene",0.00483419
1666.677,"Sample: Shopping bag",0.02440498
1667.159,"EPDM",0.1599564
1667.159,"Polystyrene",0.07310825
1667.159,"Polyethylene",0.004791881
1667.159,"Sample: Shopping bag",0.0243452
1667.642,"EPDM",0.1595889
1667.642,"Polystyrene",0.07429814
1667.642,"Polyethylene",0.004746933
1667.642,"Sample: Shopping bag",0.02430058
1668.124,"EPDM",0.1592505
1668.124,"Polystyrene",0.07551295
1668.124,"Polyethylene",0.00469957
1668.124,"Sample: Shopping bag",0.02427474
1668.606,"EPDM",0.1589674
1668.606,"Polystyrene",0.07675793
1668.606,"Polyethylene",0.004652739
1668.606,"Sample: Shopping bag",0.02426627
1669.088,"EPDM",0.1587518
1669.088,"Polystyrene",0.07803311
1669.088,"Polyethylene",0.004609057
1669.088,"Sample: Shopping bag",0.0242671
1669.57,"EPDM",0.1586024
1669.57,"Polystyrene",0.07933408
1669.57,"Polyethylene",0.004570421
1669.57,"Sample: Shopping bag",0.02426501
1670.052,"EPDM",0.1585048
1670.052,"Polystyrene",0.08065319
1670.052,"Polyethylene",0.00453739
1670.052,"Sample: Shopping bag",0.02424782
1670.534,"EPDM",0.1584355
1670.534,"Polystyrene",0.08198214
1670.534,"Polyethylene",0.004508297
1670.534,"Sample: Shopping bag",0.02420766
1671.016,"EPDM",0.1583663
1671.016,"Polystyrene",0.08331407
1671.016,"Polyethylene",0.004480082
1671.016,"Sample: Shopping bag",0.02414292
1671.499,"EPDM",0.1582681
1671.499,"Polystyrene",0.08464338
1671.499,"Polyethylene",0.004448895
1671.499,"Sample: Shopping bag",0.02405834
1671.981,"EPDM",0.1581155
1671.981,"Polystyrene",0.08596757
1671.981,"Polyethylene",0.004411892
1671.981,"Sample: Shopping bag",0.02396175
1672.463,"EPDM",0.1578947
1672.463,"Polystyrene",0.08728734
1672.463,"Polyethylene",0.004367063
1672.463,"Sample: Shopping bag",0.0238638
1672.945,"EPDM",0.1576082
1672.945,"Polystyrene",0.08860955
1672.945,"Polyethylene",0.004315405
1672.945,"Sample: Shopping bag",0.02377507
1673.427,"EPDM",0.1572775
1673.427,"Polystyrene",0.08994824
1673.427,"Polyethylene",0.004258923
1673.427,"Sample: Shopping bag",0.02370378
1673.909,"EPDM",0.156939
1673.909,"Polystyrene",0.09132581
1673.909,"Polyethylene",0.004201743
1673.909,"Sample: Shopping bag",0.0236524
1674.391,"EPDM",0.1566334
1674.391,"Polystyrene",0.09277151
1674.391,"Polyethylene",0.004147491
1674.391,"Sample: Shopping bag",0.02361594
1674.873,"EPDM",0.1563931
1674.873,"Polystyrene",0.09431577
1674.873,"Polyethylene",0.00409969
1674.873,"Sample: Shopping bag",0.02358387
1675.355,"EPDM",0.1562333
1675.355,"Polystyrene",0.09598363
1675.355,"Polyethylene",0.004060241
1675.355,"Sample: Shopping bag",0.02354771
1675.838,"EPDM",0.1561487
1675.838,"Polystyrene",0.0977915
1675.838,"Polyethylene",0.004028815
1675.838,"Sample: Shopping bag",0.02350712
1676.32,"EPDM",0.1561171
1676.32,"Polystyrene",0.09974316
1676.32,"Polyethylene",0.004004019
1676.32,"Sample: Shopping bag",0.02346942
1676.802,"EPDM",0.1561038
1676.802,"Polystyrene",0.1018346
1676.802,"Polyethylene",0.003983011
1676.802,"Sample: Shopping bag",0.02344157
1677.284,"EPDM",0.156072
1677.284,"Polystyrene",0.1040588
1677.284,"Polyethylene",0.003962216
1677.284,"Sample: Shopping bag",0.02342392
1677.766,"EPDM",0.1559943
1677.766,"Polystyrene",0.1064107
1677.766,"Polyethylene",0.003939451
1677.766,"Sample: Shopping bag",0.02341056
1678.248,"EPDM",0.1558611
1678.248,"Polystyrene",0.1088891
1678.248,"Polyethylene",0.00391287
1678.248,"Sample: Shopping bag",0.02339535
1678.73,"EPDM",0.1556788
1678.73,"Polystyrene",0.111491
1678.73,"Polyethylene",0.00388236
1678.73,"Sample: Shopping bag",0.02337525
1679.212,"EPDM",0.1554608
1679.212,"Polystyrene",0.1142045
1679.212,"Polyethylene",0.003848645
1679.212,"Sample: Shopping bag",0.02335008
1679.695,"EPDM",0.1552123
1679.695,"Polystyrene",0.1169981
1679.695,"Polyethylene",0.003812448
1679.695,"Sample: Shopping bag",0.02331886
1680.177,"EPDM",0.1549222
1680.177,"Polystyrene",0.1198181
1680.177,"Polyethylene",0.003774049
1680.177,"Sample: Shopping bag",0.02327675
1680.659,"EPDM",0.1545635
1680.659,"Polystyrene",0.12259
1680.659,"Polyethylene",0.003732943
1680.659,"Sample: Shopping bag",0.02321352
1681.141,"EPDM",0.1541049
1681.141,"Polystyrene",0.1252327
1681.141,"Polyethylene",0.003687616
1681.141,"Sample: Shopping bag",0.02311789
1681.623,"EPDM",0.1535312
1681.623,"Polystyrene",0.1276717
1681.623,"Polyethylene",0.003637167
1681.623,"Sample: Shopping bag",0.02298473
1682.105,"EPDM",0.1528596
1682.105,"Polystyrene",0.1298584
1682.105,"Polyethylene",0.003581538
1682.105,"Sample: Shopping bag",0.0228208
1682.587,"EPDM",0.1521449
1682.587,"Polystyrene",0.1317771
1682.587,"Polyethylene",0.00352207
1682.587,"Sample: Shopping bag",0.02264278
1683.069,"EPDM",0.1514685
1683.069,"Polystyrene",0.1334514
1683.069,"Polyethylene",0.00346263
1683.069,"Sample: Shopping bag",0.02246913
1683.552,"EPDM",0.1509131
1683.552,"Polystyrene",0.1349353
1683.552,"Polyethylene",0.003407759
1683.552,"Sample: Shopping bag",0.02230969
1684.033,"EPDM",0.150539
1684.033,"Polystyrene",0.1363046
1684.033,"Polyethylene",0.003361776
1684.033,"Sample: Shopping bag",0.02216899
1684.516,"EPDM",0.1503747
1684.516,"Polystyrene",0.1376426
1684.516,"Polyethylene",0.003328445
1684.516,"Sample: Shopping bag",0.0220593
1684.998,"EPDM",0.1504187
1684.998,"Polystyrene",0.1390301
1684.998,"Polyethylene",0.003307832
1684.998,"Sample: Shopping bag",0.02200566
1685.48,"EPDM",0.1506384
1685.48,"Polystyrene",0.1405393
1685.48,"Polyethylene",0.00329804
1685.48,"Sample: Shopping bag",0.02203182
1685.962,"EPDM",0.1509692
1685.962,"Polystyrene",0.1422331
1685.962,"Polyethylene",0.003295427
1685.962,"Sample: Shopping bag",0.02213922
1686.444,"EPDM",0.151328
1686.444,"Polystyrene",0.1441668
1686.444,"Polyethylene",0.003295114
1686.444,"Sample: Shopping bag",0.02230222
1686.926,"EPDM",0.1516366
1686.926,"Polystyrene",0.1463915
1686.926,"Polyethylene",0.003292498
1686.926,"Sample: Shopping bag",0.02248016
1687.408,"EPDM",0.1518423
1687.408,"Polystyrene",0.1489553
1687.408,"Polyethylene",0.003284601
1687.408,"Sample: Shopping bag",0.02263523
1687.89,"EPDM",0.1519262
1687.89,"Polystyrene",0.1519036
1687.89,"Polyethylene",0.003270573
1687.89,"Sample: Shopping bag",0.02274437
1688.373,"EPDM",0.1519005
1688.373,"Polystyrene",0.1552816
1688.373,"Polyethylene",0.003250859
1688.373,"Sample: Shopping bag",0.02280223
1688.855,"EPDM",0.1517966
1688.855,"Polystyrene",0.1591331
1688.855,"Polyethylene",0.003227312
1688.855,"Sample: Shopping bag",0.0228159
1689.337,"EPDM",0.1516517
1689.337,"Polystyrene",0.1635033
1689.337,"Polyethylene",0.003202234
1689.337,"Sample: Shopping bag",0.02279891
1689.819,"EPDM",0.1514984
1689.819,"Polystyrene",0.168438
1689.819,"Polyethylene",0.00317748
1689.819,"Sample: Shopping bag",0.02276464
1690.301,"EPDM",0.151355
1690.301,"Polystyrene",0.1739808
1690.301,"Polyethylene",0.0031544
1690.301,"Sample: Shopping bag",0.02272267
1690.783,"EPDM",0.1512202
1690.783,"Polystyrene",0.1801692
1690.783,"Polyethylene",0.003132771
1690.783,"Sample: Shopping bag",0.02267645
1691.265,"EPDM",0.1510731
1691.265,"Polystyrene",0.1870304
1691.265,"Polyethylene",0.003111356
1691.265,"Sample: Shopping bag",0.02262183
1691.747,"EPDM",0.1508765
1691.747,"Polystyrene",0.1945812
1691.747,"Polyethylene",0.00308779
1691.747,"Sample: Shopping bag",0.02254776
1692.229,"EPDM",0.1505891
1692.229,"Polystyrene",0.2028348
1692.229,"Polyethylene",0.003059761
1692.229,"Sample: Shopping bag",0.02244052
1692.712,"EPDM",0.1501808
1692.712,"Polystyrene",0.2118115
1692.712,"Polyethylene",0.003025352
1692.712,"Sample: Shopping bag",0.02229156
1693.194,"EPDM",0.1496496
1693.194,"Polystyrene",0.2215502
1693.194,"Polyethylene",0.002984557
1693.194,"Sample: Shopping bag",0.02210582
1693.676,"EPDM",0.1490326
1693.676,"Polystyrene",0.2321166
1693.676,"Polyethylene",0.002939401
1693.676,"Sample: Shopping bag",0.02190476
1694.158,"EPDM",0.148401
1694.158,"Polystyrene",0.243597
1694.158,"Polyethylene",0.002893771
1694.158,"Sample: Shopping bag",0.02172186
1694.64,"EPDM",0.1478436
1694.64,"Polystyrene",0.2560818
1694.64,"Polyethylene",0.002853137
1694.64,"Sample: Shopping bag",0.02158943
1695.122,"EPDM",0.1474351
1695.122,"Polystyrene",0.2696386
1695.122,"Polyethylene",0.002821958
1695.122,"Sample: Shopping bag",0.0215253
1695.604,"EPDM",0.1472105
1695.604,"Polystyrene",0.2842866
1695.604,"Polyethylene",0.002803286
1695.604,"Sample: Shopping bag",0.0215305
1696.086,"EPDM",0.1471517
1696.086,"Polystyrene",0.2999801
1696.086,"Polyethylene",0.002796737
1696.086,"Sample: Shopping bag",0.02159391
1696.569,"EPDM",0.1471954
1696.569,"Polystyrene",0.3166076
1696.569,"Polyethylene",0.002799272
1696.569,"Sample: Shopping bag",0.02169875
1697.051,"EPDM",0.1472518
1697.051,"Polystyrene",0.3340019
1697.051,"Polyethylene",0.002805817
1697.051,"Sample: Shopping bag",0.02182173
1697.533,"EPDM",0.1472357
1697.533,"Polystyrene",0.3519507
1697.533,"Polyethylene",0.002810955
1697.533,"Sample: Shopping bag",0.0219372
1698.015,"EPDM",0.1470971
1698.015,"Polystyrene",0.3701997
1698.015,"Polyethylene",0.002811236
1698.015,"Sample: Shopping bag",0.02202835
1698.497,"EPDM",0.1468439
1698.497,"Polystyrene",0.3884383
1698.497,"Polyethylene",0.002805867
1698.497,"Sample: Shopping bag",0.02209538
1698.979,"EPDM",0.1465406
1698.979,"Polystyrene",0.4062815
1698.979,"Polyethylene",0.002796594
1698.979,"Sample: Shopping bag",0.02215212
1699.461,"EPDM",0.1462811
1699.461,"Polystyrene",0.4232607
1699.461,"Polyethylene",0.002787316
1699.461,"Sample: Shopping bag",0.02220871
1699.943,"EPDM",0.1461492
1699.943,"Polystyrene",0.4388415
1699.943,"Polyethylene",0.002781765
1699.943,"Sample: Shopping bag",0.02226
1700.426,"EPDM",0.1461895
1700.426,"Polystyrene",0.4524766
1700.426,"Polyethylene",0.002782095
1700.426,"Sample: Shopping bag",0.02229535
1700.908,"EPDM",0.1464003
1700.908,"Polystyrene",0.4636896
1700.908,"Polyethylene",0.002788198
1700.908,"Sample: Shopping bag",0.02231811
1701.39,"EPDM",0.146739
1701.39,"Polystyrene",0.4721605
1701.39,"Polyethylene",0.002797871
1701.39,"Sample: Shopping bag",0.02234599
1701.872,"EPDM",0.1471311
1701.872,"Polystyrene",0.4777908
1701.872,"Polyethylene",0.002808001
1701.872,"Sample: Shopping bag",0.02239231
1702.354,"EPDM",0.14749
1702.354,"Polystyrene",0.4807284
1702.354,"Polyethylene",0.002815362
1702.354,"Sample: Shopping bag",0.02245174
1702.836,"EPDM",0.147746
1702.836,"Polystyrene",0.4813564
1702.836,"Polyethylene",0.002818422
1702.836,"Sample: Shopping bag",0.02250812
1703.318,"EPDM",0.1478706
1703.318,"Polystyrene",0.4802546
1703.318,"Polyethylene",0.002817289
1703.318,"Sample: Shopping bag",0.02254987
1703.8,"EPDM",0.1478824
1703.8,"Polystyrene",0.4781478
1703.8,"Polyethylene",0.002813888
1703.8,"Sample: Shopping bag",0.02257802
1704.282,"EPDM",0.1478302
1704.282,"Polystyrene",0.475843
1704.282,"Polyethylene",0.0028106
1704.282,"Sample: Shopping bag",0.02260036
1704.765,"EPDM",0.1477691
1704.765,"Polystyrene",0.4741631
1704.765,"Polyethylene",0.002810201
1704.765,"Sample: Shopping bag",0.02262154
1705.247,"EPDM",0.147737
1705.247,"Polystyrene",0.4738773
1705.247,"Polyethylene",0.002813888
1705.247,"Sample: Shopping bag",0.0226379
1705.729,"EPDM",0.1477464
1705.729,"Polystyrene",0.4756365
1705.729,"Polyethylene",0.002822854
1705.729,"Sample: Shopping bag",0.02264057
1706.211,"EPDM",0.1477886
1706.211,"Polystyrene",0.4799204
1706.211,"Polyethylene",0.00283631
1706.211,"Sample: Shopping bag",0.02262249
1706.693,"EPDM",0.1478461
1706.693,"Polystyrene",0.4870013
1706.693,"Polyethylene",0.002853522
1706.693,"Sample: Shopping bag",0.02258469
1707.175,"EPDM",0.1479038
1707.175,"Polystyrene",0.4969225
1707.175,"Polyethylene",0.002873186
1707.175,"Sample: Shopping bag",0.02253462
1707.657,"EPDM",0.1479549
1707.657,"Polystyrene",0.5094914
1707.657,"Polyethylene",0.002893885
1707.657,"Sample: Shopping bag",0.02248464
1708.139,"EPDM",0.1480009
1708.139,"Polystyrene",0.5242845
1708.139,"Polyethylene",0.002914085
1708.139,"Sample: Shopping bag",0.02244572
1708.622,"EPDM",0.1480461
1708.622,"Polystyrene",0.5406703
1708.622,"Polyethylene",0.002933102
1708.622,"Sample: Shopping bag",0.02242347
1709.104,"EPDM",0.1480924
1709.104,"Polystyrene",0.5578545
1709.104,"Polyethylene",0.002949741
1709.104,"Sample: Shopping bag",0.02241707
1709.586,"EPDM",0.1481351
1709.586,"Polystyrene",0.5749507
1709.586,"Polyethylene",0.002963262
1709.586,"Sample: Shopping bag",0.02241989
1710.068,"EPDM",0.1481649
1710.068,"Polystyrene",0.5910682
1710.068,"Polyethylene",0.002974229
1710.068,"Sample: Shopping bag",0.02242475
1710.55,"EPDM",0.1481717
1710.55,"Polystyrene",0.6054086
1710.55,"Polyethylene",0.002982983
1710.55,"Sample: Shopping bag",0.02242815
1711.032,"EPDM",0.1481509
1711.032,"Polystyrene",0.6173487
1711.032,"Polyethylene",0.002990659
1711.032,"Sample: Shopping bag",0.02243214
1711.514,"EPDM",0.1481049
1711.514,"Polystyrene",0.6264956
1711.514,"Polyethylene",0.002998227
1711.514,"Sample: Shopping bag",0.02244284
1711.996,"EPDM",0.1480399
1711.996,"Polystyrene",0.6326999
1711.996,"Polyethylene",0.003006026
1711.996,"Sample: Shopping bag",0.02246536
1712.479,"EPDM",0.1479601
1712.479,"Polystyrene",0.6360298
1712.479,"Polyethylene",0.0030144
1712.479,"Sample: Shopping bag",0.02249812
1712.96,"EPDM",0.1478633
1712.96,"Polystyrene",0.6367149
1712.96,"Polyethylene",0.003023063
1712.96,"Sample: Shopping bag",0.02253107
1713.443,"EPDM",0.1477373
1713.443,"Polystyrene",0.635074
1713.443,"Polyethylene",0.003031276
1713.443,"Sample: Shopping bag",0.02254666
1713.925,"EPDM",0.1475668
1713.925,"Polystyrene",0.6314498
1713.925,"Polyethylene",0.00303915
1713.925,"Sample: Shopping bag",0.02252772
1714.407,"EPDM",0.1473416
1714.407,"Polystyrene",0.6261638
1714.407,"Polyethylene",0.003046231
1714.407,"Sample: Shopping bag",0.02246573
1714.889,"EPDM",0.1470674
1714.889,"Polystyrene",0.6194937
1714.889,"Polyethylene",0.003053371
1714.889,"Sample: Shopping bag",0.02236629
1715.371,"EPDM",0.1467718
1715.371,"Polystyrene",0.6116777
1715.371,"Polyethylene",0.003061545
1715.371,"Sample: Shopping bag",0.02225047
1715.853,"EPDM",0.1465009
1715.853,"Polystyrene",0.6029258
1715.853,"Polyethylene",0.003072063
1715.853,"Sample: Shopping bag",0.02214649
1716.335,"EPDM",0.1463085
1716.335,"Polystyrene",0.5934338
1716.335,"Polyethylene",0.003086073
1716.335,"Sample: Shopping bag",0.02207937
1716.817,"EPDM",0.1462411
1716.817,"Polystyrene",0.5833889
1716.817,"Polyethylene",0.00310506
1716.817,"Sample: Shopping bag",0.02206213
1717.3,"EPDM",0.1463232
1717.3,"Polystyrene",0.5729656
1717.3,"Polyethylene",0.003129605
1717.3,"Sample: Shopping bag",0.02209189
1717.782,"EPDM",0.1465523
1717.782,"Polystyrene",0.5623121
1717.782,"Polyethylene",0.003160166
1717.782,"Sample: Shopping bag",0.02215497
1718.264,"EPDM",0.1469019
1718.264,"Polystyrene",0.5515402
1718.264,"Polyethylene",0.003196008
1718.264,"Sample: Shopping bag",0.02223579
1718.746,"EPDM",0.1473299
1718.746,"Polystyrene",0.5407211
1718.746,"Polyethylene",0.003236161
1718.746,"Sample: Shopping bag",0.02232076
1719.228,"EPDM",0.1477889
1719.228,"Polystyrene",0.5298911
1719.228,"Polyethylene",0.003278744
1719.228,"Sample: Shopping bag",0.02239981
1719.71,"EPDM",0.1482337
1719.71,"Polystyrene",0.5190626
1719.71,"Polyethylene",0.003321639
1719.71,"Sample: Shopping bag",0.02246499
1720.192,"EPDM",0.1486288
1720.192,"Polystyrene",0.5082401
1720.192,"Polyethylene",0.003362784
1720.192,"Sample: Shopping bag",0.02251011
1720.674,"EPDM",0.148955
1720.674,"Polystyrene",0.4974302
1720.674,"Polyethylene",0.003400516
1720.674,"Sample: Shopping bag",0.02253375
1721.156,"EPDM",0.1492104
1721.156,"Polystyrene",0.4866476
1721.156,"Polyethylene",0.003434147
1721.156,"Sample: Shopping bag",0.02253889
1721.639,"EPDM",0.1494073
1721.639,"Polystyrene",0.4759125
1721.639,"Polyethylene",0.003463727
1721.639,"Sample: Shopping bag",0.02253298
1722.121,"EPDM",0.1495658
1722.121,"Polystyrene",0.4652466
1722.121,"Polyethylene",0.00349017
1722.121,"Sample: Shopping bag",0.02252482
1722.603,"EPDM",0.1497074
1722.603,"Polystyrene",0.4546666
1722.603,"Polyethylene",0.003514678
1722.603,"Sample: Shopping bag",0.02252019
1723.085,"EPDM",0.1498487
1723.085,"Polystyrene",0.4441826
1723.085,"Polyethylene",0.003538627
1723.085,"Sample: Shopping bag",0.02252084
1723.567,"EPDM",0.1499998
1723.567,"Polystyrene",0.4337963
1723.567,"Polyethylene",0.003563164
1723.567,"Sample: Shopping bag",0.02252485
1724.049,"EPDM",0.1501639
1724.049,"Polystyrene",0.423504
1724.049,"Polyethylene",0.003589553
1724.049,"Sample: Shopping bag",0.02252827
1724.531,"EPDM",0.1503388
1724.531,"Polystyrene",0.4133002
1724.531,"Polyethylene",0.003618713
1724.531,"Sample: Shopping bag",0.02252756
1725.013,"EPDM",0.1505196
1725.013,"Polystyrene",0.4031787
1725.013,"Polyethylene",0.003651913
1725.013,"Sample: Shopping bag",0.02252225
1725.496,"EPDM",0.1507001
1725.496,"Polystyrene",0.3931337
1725.496,"Polyethylene",0.003690305
1725.496,"Sample: Shopping bag",0.02251417
1725.978,"EPDM",0.1508752
1725.978,"Polystyrene",0.3831598
1725.978,"Polyethylene",0.003734526
1725.978,"Sample: Shopping bag",0.02250815
1726.46,"EPDM",0.1510432
1726.46,"Polystyrene",0.3732513
1726.46,"Polyethylene",0.003784352
1726.46,"Sample: Shopping bag",0.02251001
1726.942,"EPDM",0.1512057
1726.942,"Polystyrene",0.3634045
1726.942,"Polyethylene",0.003838237
1726.942,"Sample: Shopping bag",0.02252502
1727.424,"EPDM",0.1513673
1727.424,"Polystyrene",0.3536164
1727.424,"Polyethylene",0.003893767
1727.424,"Sample: Shopping bag",0.02255544
1727.906,"EPDM",0.1515341
1727.906,"Polystyrene",0.3438889
1727.906,"Polyethylene",0.003947949
1727.906,"Sample: Shopping bag",0.02259955
1728.388,"EPDM",0.1517079
1728.388,"Polystyrene",0.3342275
1728.388,"Polyethylene",0.003997903
1728.388,"Sample: Shopping bag",0.02265012
1728.87,"EPDM",0.1518839
1728.87,"Polystyrene",0.3246419
1728.87,"Polyethylene",0.004041724
1728.87,"Sample: Shopping bag",0.02269635
1729.353,"EPDM",0.1520467
1729.353,"Polystyrene",0.3151409
1729.353,"Polyethylene",0.004078427
1729.353,"Sample: Shopping bag",0.02272453
1729.835,"EPDM",0.1521733
1729.835,"Polystyrene",0.3057317
1729.835,"Polyethylene",0.004109328
1729.835,"Sample: Shopping bag",0.02272295
1730.317,"EPDM",0.152237
1730.317,"Polystyrene",0.2964145
1730.317,"Polyethylene",0.004135748
1730.317,"Sample: Shopping bag",0.02268437
1730.799,"EPDM",0.152219
1730.799,"Polystyrene",0.2871849
1730.799,"Polyethylene",0.004160282
1730.799,"Sample: Shopping bag",0.02261055
1731.281,"EPDM",0.1521167
1731.281,"Polystyrene",0.2780348
1731.281,"Polyethylene",0.004184658
1731.281,"Sample: Shopping bag",0.02251311
1731.763,"EPDM",0.1519546
1731.763,"Polystyrene",0.2689582
1731.763,"Polyethylene",0.00421124
1731.763,"Sample: Shopping bag",0.0224148
1732.245,"EPDM",0.1517828
1732.245,"Polystyrene",0.2599567
1732.245,"Polyethylene",0.004241819
1732.245,"Sample: Shopping bag",0.02234251
1732.727,"EPDM",0.151668
1732.727,"Polystyrene",0.2510423
1732.727,"Polyethylene",0.004277443
1732.727,"Sample: Shopping bag",0.02231679
1733.209,"EPDM",0.1516761
1733.209,"Polystyrene",0.2422384
1733.209,"Polyethylene",0.004319501
1733.209,"Sample: Shopping bag",0.02234169
1733.692,"EPDM",0.1518491
1733.692,"Polystyrene",0.2335732
1733.692,"Polyethylene",0.004368404
1733.692,"Sample: Shopping bag",0.02240218
1734.174,"EPDM",0.1521954
1734.174,"Polystyrene",0.2250733
1734.174,"Polyethylene",0.004423232
1734.174,"Sample: Shopping bag",0.02247648
1734.656,"EPDM",0.1526901
