"wavenumber","sample","absorbance"
2163.258,"Sample: Shopping bag",0.02952955
2163.74,"EPDM",0.1343101
2163.74,"Polystyrene",0.03172212
2163.74,"Polyethylene",0.000982857
2163.74,"Sample: Shopping bag",0.02954353
2164.222,"EPDM",0.1343084
2164.222,"Polystyrene",0.03170405
2164.222,"Polyethylene",0.000995143
2164.222,"Sample: Shopping bag",0.02955707
2164.704,"EPDM",0.1343082
2164.704,"Polystyrene",0.03168544
2164.704,"Polyethylene",0.001002557
2164.704,"Sample: Shopping bag",0.02956795
2165.186,"EPDM",0.1343081
2165.186,"Polystyrene",0.03166512
2165.186,"Polyethylene",0.001004232
2165.186,"Sample: Shopping bag",0.02957402
2165.668,"EPDM",0.1343066
2165.668,"Polystyrene",0.03164212
2165.668,"Polyethylene",0.001000957
2165.668,"Sample: Shopping bag",0.02957505
2166.15,"EPDM",0.1343015
2166.15,"Polystyrene",0.03161538
2166.15,"Polyethylene",0.00099409
2166.15,"Sample: Shopping bag",0.02957193
2166.632,"EPDM",0.1342932
2166.632,"Polystyrene",0.0315856
2166.632,"Polyethylene",0.000985209
2166.632,"Sample: Shopping bag",0.02956718
2167.115,"EPDM",0.1342814
2167.115,"Polystyrene",0.03155335
2167.115,"Polyethylene",0.000975967
2167.115,"Sample: Shopping bag",0.02956264
2167.597,"EPDM",0.134268
2167.597,"Polystyrene",0.03152071
2167.597,"Polyethylene",0.000967581
2167.597,"Sample: Shopping bag",0.0295604
2168.079,"EPDM",0.1342541
2168.079,"Polystyrene",0.03148953
2168.079,"Polyethylene",0.000961421
2168.079,"Sample: Shopping bag",0.02956171
2168.561,"EPDM",0.1342414
2168.561,"Polystyrene",0.03146169
2168.561,"Polyethylene",0.000958276
2168.561,"Sample: Shopping bag",0.02956643
2169.043,"EPDM",0.1342295
2169.043,"Polystyrene",0.031438
2169.043,"Polyethylene",0.000959155
2169.043,"Sample: Shopping bag",0.02957427
2169.525,"EPDM",0.1342191
2169.525,"Polystyrene",0.03141912
2169.525,"Polyethylene",0.00096471
2169.525,"Sample: Shopping bag",0.02958477
2170.007,"EPDM",0.1342083
2170.007,"Polystyrene",0.0314038
2170.007,"Polyethylene",0.000974365
2170.007,"Sample: Shopping bag",0.02959743
2170.489,"EPDM",0.1341976
2170.489,"Polystyrene",0.03139152
2170.489,"Polyethylene",0.000987191
2170.489,"Sample: Shopping bag",0.02961187
2170.971,"EPDM",0.1341859
2170.971,"Polystyrene",0.03138057
2170.971,"Polyethylene",0.00100067
2170.971,"Sample: Shopping bag",0.02962706
2171.454,"EPDM",0.1341741
2171.454,"Polystyrene",0.03136992
2171.454,"Polyethylene",0.001012716
2171.454,"Sample: Shopping bag",0.02964173
2171.936,"EPDM",0.1341627
2171.936,"Polystyrene",0.0313591
2171.936,"Polyethylene",0.001020881
2171.936,"Sample: Shopping bag",0.02965477
2172.418,"EPDM",0.1341525
2172.418,"Polystyrene",0.03134805
2172.418,"Polyethylene",0.001023288
2172.418,"Sample: Shopping bag",0.02966551
2172.9,"EPDM",0.1341441
2172.9,"Polystyrene",0.03133752
2172.9,"Polyethylene",0.001019505
2172.9,"Sample: Shopping bag",0.02967433
2173.382,"EPDM",0.1341373
2173.382,"Polystyrene",0.03132772
2173.382,"Polyethylene",0.001010533
2173.382,"Sample: Shopping bag",0.029683
2173.864,"EPDM",0.1341311
2173.864,"Polystyrene",0.0313194
2173.864,"Polyethylene",0.000998099
2173.864,"Sample: Shopping bag",0.02969321
2174.346,"EPDM",0.1341252
2174.346,"Polystyrene",0.03131272
2174.346,"Polyethylene",0.00098393
2174.346,"Sample: Shopping bag",0.02970694
2174.828,"EPDM",0.1341184
2174.828,"Polystyrene",0.03130678
2174.828,"Polyethylene",0.000970116
2174.828,"Sample: Shopping bag",0.02972468
2175.311,"EPDM",0.1341103
2175.311,"Polystyrene",0.03130076
2175.311,"Polyethylene",0.000957305
2175.311,"Sample: Shopping bag",0.02974526
2175.792,"EPDM",0.1341
2175.792,"Polystyrene",0.03129264
2175.792,"Polyethylene",0.00094586
2175.792,"Sample: Shopping bag",0.02976516
2176.275,"EPDM",0.1340881
2176.275,"Polystyrene",0.03128161
2176.275,"Polyethylene",0.000935707
2176.275,"Sample: Shopping bag",0.02978196
2176.757,"EPDM",0.1340744
2176.757,"Polystyrene",0.03126789
2176.757,"Polyethylene",0.000926633
2176.757,"Sample: Shopping bag",0.02979354
2177.239,"EPDM",0.1340595
2177.239,"Polystyrene",0.0312517
2177.239,"Polyethylene",0.00091943
2177.239,"Sample: Shopping bag",0.0297997
2177.721,"EPDM",0.1340436
2177.721,"Polystyrene",0.03123475
2177.721,"Polyethylene",0.000914318
2177.721,"Sample: Shopping bag",0.02980189
2178.203,"EPDM",0.1340277
2178.203,"Polystyrene",0.03121921
2178.203,"Polyethylene",0.000912309
2178.203,"Sample: Shopping bag",0.02980358
2178.685,"EPDM",0.1340117
2178.685,"Polystyrene",0.03120635
2178.685,"Polyethylene",0.000914412
2178.685,"Sample: Shopping bag",0.0298063
2179.167,"EPDM",0.1339964
2179.167,"Polystyrene",0.03119699
2179.167,"Polyethylene",0.000921212
2179.167,"Sample: Shopping bag",0.02981223
2179.649,"EPDM",0.1339826
2179.649,"Polystyrene",0.03119023
2179.649,"Polyethylene",0.000932565
2179.649,"Sample: Shopping bag",0.02982054
2180.132,"EPDM",0.1339712
2180.132,"Polystyrene",0.03118556
2180.132,"Polyethylene",0.000948259
2180.132,"Sample: Shopping bag",0.02982982
2180.614,"EPDM",0.1339625
2180.614,"Polystyrene",0.03118155
2180.614,"Polyethylene",0.000966924
2180.614,"Sample: Shopping bag",0.0298382
2181.096,"EPDM",0.1339568
2181.096,"Polystyrene",0.03117702
2181.096,"Polyethylene",0.000986825
2181.096,"Sample: Shopping bag",0.0298442
2181.578,"EPDM",0.1339533
2181.578,"Polystyrene",0.03117181
2181.578,"Polyethylene",0.001005796
2181.578,"Sample: Shopping bag",0.02984766
2182.06,"EPDM",0.1339513
2182.06,"Polystyrene",0.03116704
2182.06,"Polyethylene",0.001021594
2182.06,"Sample: Shopping bag",0.02984971
2182.542,"EPDM",0.1339487
2182.542,"Polystyrene",0.03116347
2182.542,"Polyethylene",0.001031757
2182.542,"Sample: Shopping bag",0.02985079
2183.024,"EPDM",0.1339428
2183.024,"Polystyrene",0.03116153
2183.024,"Polyethylene",0.001034835
2183.024,"Sample: Shopping bag",0.02985119
2183.506,"EPDM",0.1339323
2183.506,"Polystyrene",0.03116243
2183.506,"Polyethylene",0.001029735
2183.506,"Sample: Shopping bag",0.02985075
2183.989,"EPDM",0.1339155
2183.989,"Polystyrene",0.03116557
2183.989,"Polyethylene",0.001017035
2183.989,"Sample: Shopping bag",0.02984898
2184.471,"EPDM",0.1338928
2184.471,"Polystyrene",0.03116991
2184.471,"Polyethylene",0.000998681
2184.471,"Sample: Shopping bag",0.02984601
2184.953,"EPDM",0.133866
2184.953,"Polystyrene",0.03117439
2184.953,"Polyethylene",0.000977134
2184.953,"Sample: Shopping bag",0.02984296
2185.435,"EPDM",0.1338375
2185.435,"Polystyrene",0.03117723
2185.435,"Polyethylene",0.000955724
2185.435,"Sample: Shopping bag",0.02984125
2185.917,"EPDM",0.1338106
2185.917,"Polystyrene",0.03117782
2185.917,"Polyethylene",0.000937853
2185.917,"Sample: Shopping bag",0.02984305
2186.399,"EPDM",0.1337872
2186.399,"Polystyrene",0.03117542
2186.399,"Polyethylene",0.000925845
2186.399,"Sample: Shopping bag",0.02984934
2186.881,"EPDM",0.1337687
2186.881,"Polystyrene",0.03117024
2186.881,"Polyethylene",0.000921295
2186.881,"Sample: Shopping bag",0.02986018
2187.363,"EPDM",0.1337537
2187.363,"Polystyrene",0.03116287
2187.363,"Polyethylene",0.000924211
2187.363,"Sample: Shopping bag",0.02987267
2187.845,"EPDM",0.1337405
2187.845,"Polystyrene",0.03115432
2187.845,"Polyethylene",0.000933145
2187.845,"Sample: Shopping bag",0.02988412
2188.328,"EPDM",0.1337266
2188.328,"Polystyrene",0.03114635
2188.328,"Polyethylene",0.00094658
2188.328,"Sample: Shopping bag",0.02989257
2188.81,"EPDM",0.1337095
2188.81,"Polystyrene",0.03113987
2188.81,"Polyethylene",0.000962416
2188.81,"Sample: Shopping bag",0.02989631
2189.292,"EPDM",0.1336883
2189.292,"Polystyrene",0.03113631
2189.292,"Polyethylene",0.000978911
2189.292,"Sample: Shopping bag",0.02989646
2189.774,"EPDM",0.1336637
2189.774,"Polystyrene",0.03113619
2189.774,"Polyethylene",0.000994543
2189.774,"Sample: Shopping bag",0.02989481
2190.256,"EPDM",0.1336379
2190.256,"Polystyrene",0.03113975
2190.256,"Polyethylene",0.001008149
2190.256,"Sample: Shopping bag",0.0298948
2190.738,"EPDM",0.1336134
2190.738,"Polystyrene",0.03114585
2190.738,"Polyethylene",0.00102002
2190.738,"Sample: Shopping bag",0.02989831
2191.22,"EPDM",0.1335934
2191.22,"Polystyrene",0.03115443
2191.22,"Polyethylene",0.001029573
2191.22,"Sample: Shopping bag",0.02990624
2191.702,"EPDM",0.1335794
2191.702,"Polystyrene",0.03116444
2191.702,"Polyethylene",0.001037313
2191.702,"Sample: Shopping bag",0.02991746
2192.185,"EPDM",0.1335716
2192.185,"Polystyrene",0.03117542
2192.185,"Polyethylene",0.001043096
2192.185,"Sample: Shopping bag",0.02993049
2192.667,"EPDM",0.1335691
2192.667,"Polystyrene",0.03118731
2192.667,"Polyethylene",0.001047064
2192.667,"Sample: Shopping bag",0.02994322
2193.149,"EPDM",0.1335695
2193.149,"Polystyrene",0.03120017
2193.149,"Polyethylene",0.001048854
2193.149,"Sample: Shopping bag",0.02995438
2193.631,"EPDM",0.1335699
2193.631,"Polystyrene",0.03121387
2193.631,"Polyethylene",0.001048247
2193.631,"Sample: Shopping bag",0.02996292
2194.113,"EPDM",0.1335676
2194.113,"Polystyrene",0.03122794
2194.113,"Polyethylene",0.001044874
2194.113,"Sample: Shopping bag",0.02996913
2194.595,"EPDM",0.1335602
2194.595,"Polystyrene",0.03124141
2194.595,"Polyethylene",0.001038229
2194.595,"Sample: Shopping bag",0.02997278
2195.077,"EPDM",0.1335464
2195.077,"Polystyrene",0.03125263
2195.077,"Polyethylene",0.001028815
2195.077,"Sample: Shopping bag",0.02997404
2195.559,"EPDM",0.1335259
2195.559,"Polystyrene",0.03126093
2195.559,"Polyethylene",0.001016561
2195.559,"Sample: Shopping bag",0.02997282
2196.042,"EPDM",0.1335005
2196.042,"Polystyrene",0.03126606
2196.042,"Polyethylene",0.001002409
2196.042,"Sample: Shopping bag",0.02996971
2196.524,"EPDM",0.1334721
2196.524,"Polystyrene",0.03126879
2196.524,"Polyethylene",0.000987815
2196.524,"Sample: Shopping bag",0.02996533
2197.006,"EPDM",0.1334431
2197.006,"Polystyrene",0.03127068
2197.006,"Polyethylene",0.000973943
2197.006,"Sample: Shopping bag",0.02995996
2197.488,"EPDM",0.1334164
2197.488,"Polystyrene",0.03127379
2197.488,"Polyethylene",0.000962321
2197.488,"Sample: Shopping bag",0.02995511
2197.97,"EPDM",0.1333937
2197.97,"Polystyrene",0.03127982
2197.97,"Polyethylene",0.000954193
2197.97,"Sample: Shopping bag",0.02995116
2198.452,"EPDM",0.133376
2198.452,"Polystyrene",0.03128961
2198.452,"Polyethylene",0.000950286
2198.452,"Sample: Shopping bag",0.02994811
2198.934,"EPDM",0.1333622
2198.934,"Polystyrene",0.03130235
2198.934,"Polyethylene",0.000950968
2198.934,"Sample: Shopping bag",0.02994521
2199.416,"EPDM",0.1333507
2199.416,"Polystyrene",0.03131765
2199.416,"Polyethylene",0.000955441
2199.416,"Sample: Shopping bag",0.02994245
2199.898,"EPDM",0.1333398
2199.898,"Polystyrene",0.03133386
2199.898,"Polyethylene",0.000963124
2199.898,"Sample: Shopping bag",0.02993969
2200.381,"EPDM",0.133328
2200.381,"Polystyrene",0.03135097
2200.381,"Polyethylene",0.000972633
2200.381,"Sample: Shopping bag",0.02993782
2200.863,"EPDM",0.1333144
2200.863,"Polystyrene",0.03136913
2200.863,"Polyethylene",0.000982439
2200.863,"Sample: Shopping bag",0.02993776
2201.345,"EPDM",0.1332996
2201.345,"Polystyrene",0.03138898
2201.345,"Polyethylene",0.000991446
2201.345,"Sample: Shopping bag",0.02994048
2201.827,"EPDM",0.133285
2201.827,"Polystyrene",0.03141221
2201.827,"Polyethylene",0.000998853
2201.827,"Sample: Shopping bag",0.02994591
2202.309,"EPDM",0.1332718
2202.309,"Polystyrene",0.03143884
2202.309,"Polyethylene",0.001004364
2202.309,"Sample: Shopping bag",0.02995276
2202.791,"EPDM",0.1332618
2202.791,"Polystyrene",0.03146903
2202.791,"Polyethylene",0.001008127
2202.791,"Sample: Shopping bag",0.02996023
2203.273,"EPDM",0.1332559
2203.273,"Polystyrene",0.03150248
2203.273,"Polyethylene",0.001010943
2203.273,"Sample: Shopping bag",0.02996701
2203.755,"EPDM",0.1332544
2203.755,"Polystyrene",0.03153767
2203.755,"Polyethylene",0.001013321
2203.755,"Sample: Shopping bag",0.02997244
2204.238,"EPDM",0.1332568
2204.238,"Polystyrene",0.03157378
2204.238,"Polyethylene",0.001015409
2204.238,"Sample: Shopping bag",0.02997749
2204.719,"EPDM",0.1332613
2204.719,"Polystyrene",0.03160923
2204.719,"Polyethylene",0.001016913
2204.719,"Sample: Shopping bag",0.02998314
2205.202,"EPDM",0.1332663
2205.202,"Polystyrene",0.03164401
2205.202,"Polyethylene",0.001017249
2205.202,"Sample: Shopping bag",0.02999135
2205.684,"EPDM",0.1332692
2205.684,"Polystyrene",0.03167744
2205.684,"Polyethylene",0.001015246
2205.684,"Sample: Shopping bag",0.03000183
2206.166,"EPDM",0.1332677
2206.166,"Polystyrene",0.031709
2206.166,"Polyethylene",0.001010464
2206.166,"Sample: Shopping bag",0.03001367
2206.648,"EPDM",0.1332606
2206.648,"Polystyrene",0.03173883
2206.648,"Polyethylene",0.001002755
2206.648,"Sample: Shopping bag",0.03002528
2207.13,"EPDM",0.1332471
2207.13,"Polystyrene",0.03176678
2207.13,"Polyethylene",0.000992848
2207.13,"Sample: Shopping bag",0.03003426
2207.612,"EPDM",0.1332283
2207.612,"Polystyrene",0.03179367
2207.612,"Polyethylene",0.000981548
2207.612,"Sample: Shopping bag",0.03004021
2208.094,"EPDM",0.1332058
2208.094,"Polystyrene",0.03181983
2208.094,"Polyethylene",0.000970609
2208.094,"Sample: Shopping bag",0.03004391
2208.576,"EPDM",0.1331824
2208.576,"Polystyrene",0.03184576
2208.576,"Polyethylene",0.000961056
2208.576,"Sample: Shopping bag",0.0300476
2209.059,"EPDM",0.1331605
2209.059,"Polystyrene",0.03187201
2209.059,"Polyethylene",0.000954135
2209.059,"Sample: Shopping bag",0.03005416
2209.541,"EPDM",0.1331418
2209.541,"Polystyrene",0.03189857
2209.541,"Polyethylene",0.000949992
2209.541,"Sample: Shopping bag",0.03006502
2210.023,"EPDM",0.1331271
2210.023,"Polystyrene",0.03192446
2210.023,"Polyethylene",0.000949803
2210.023,"Sample: Shopping bag",0.03008042
2210.505,"EPDM",0.1331157
2210.505,"Polystyrene",0.03194921
2210.505,"Polyethylene",0.000952984
2210.505,"Sample: Shopping bag",0.03009794
2210.987,"EPDM",0.1331063
2210.987,"Polystyrene",0.03197141
2210.987,"Polyethylene",0.000960415
2210.987,"Sample: Shopping bag",0.03011554
2211.469,"EPDM",0.1330977
2211.469,"Polystyrene",0.03199163
2211.469,"Polyethylene",0.000971735
2211.469,"Sample: Shopping bag",0.03013088
2211.951,"EPDM",0.1330892
2211.951,"Polystyrene",0.03201013
2211.951,"Polyethylene",0.00098709
2211.951,"Sample: Shopping bag",0.03014342
2212.433,"EPDM",0.1330805
2212.433,"Polystyrene",0.03202847
2212.433,"Polyethylene",0.001004946
2212.433,"Sample: Shopping bag",0.03015446
2212.916,"EPDM",0.1330723
2212.916,"Polystyrene",0.03204743
2212.916,"Polyethylene",0.001023909
2212.916,"Sample: Shopping bag",0.03016625
2213.398,"EPDM",0.1330653
2213.398,"Polystyrene",0.03206737
2213.398,"Polyethylene",0.001041195
2213.398,"Sample: Shopping bag",0.03018046
2213.88,"EPDM",0.1330598
2213.88,"Polystyrene",0.03208726
2213.88,"Polyethylene",0.00105394
2213.88,"Sample: Shopping bag",0.03019802
2214.362,"EPDM",0.1330548
2214.362,"Polystyrene",0.03210486
2214.362,"Polyethylene",0.001060232
2214.362,"Sample: Shopping bag",0.03021716
2214.844,"EPDM",0.1330498
2214.844,"Polystyrene",0.03211853
2214.844,"Polyethylene",0.001058894
2214.844,"Sample: Shopping bag",0.03023616
2215.326,"EPDM",0.1330439
2215.326,"Polystyrene",0.03212719
2215.326,"Polyethylene",0.001049919
2215.326,"Sample: Shopping bag",0.03025266
2215.808,"EPDM",0.1330371
2215.808,"Polystyrene",0.0321316
2215.808,"Polyethylene",0.001035434
2215.808,"Sample: Shopping bag",0.03026637
2216.29,"EPDM",0.13303
2216.29,"Polystyrene",0.03213457
2216.29,"Polyethylene",0.001017859
2216.29,"Sample: Shopping bag",0.03027826
2216.772,"EPDM",0.1330238
2216.772,"Polystyrene",0.03213936
2216.772,"Polyethylene",0.001000276
2216.772,"Sample: Shopping bag",0.03029076
2217.255,"EPDM",0.1330204
2217.255,"Polystyrene",0.03214954
2217.255,"Polyethylene",0.000985479
2217.255,"Sample: Shopping bag",0.0303069
2217.737,"EPDM",0.1330199
2217.737,"Polystyrene",0.03216663
2217.737,"Polyethylene",0.000975304
2217.737,"Sample: Shopping bag",0.03032828
2218.219,"EPDM",0.1330227
2218.219,"Polystyrene",0.03218997
2218.219,"Polyethylene",0.000969831
2218.219,"Sample: Shopping bag",0.03035451
2218.701,"EPDM",0.133027
2218.701,"Polystyrene",0.03221703
2218.701,"Polyethylene",0.000969502
2218.701,"Sample: Shopping bag",0.03038455
2219.183,"EPDM",0.1330313
2219.183,"Polystyrene",0.03224402
2219.183,"Polyethylene",0.000973216
2219.183,"Sample: Shopping bag",0.03041544
2219.665,"EPDM",0.1330334
2219.665,"Polystyrene",0.03226769
2219.665,"Polyethylene",0.000978993
2219.665,"Sample: Shopping bag",0.03044573
2220.147,"EPDM",0.1330328
2220.147,"Polystyrene",0.03228694
2220.147,"Polyethylene",0.000986611
2220.147,"Sample: Shopping bag",0.03047398
2220.629,"EPDM",0.1330295
2220.629,"Polystyrene",0.03230126
2220.629,"Polyethylene",0.00099438
2220.629,"Sample: Shopping bag",0.0305005
2221.112,"EPDM",0.1330251
2221.112,"Polystyrene",0.03231314
2221.112,"Polyethylene",0.001002227
2221.112,"Sample: Shopping bag",0.03052565
2221.594,"EPDM",0.1330211
2221.594,"Polystyrene",0.03232427
2221.594,"Polyethylene",0.00101015
2221.594,"Sample: Shopping bag",0.03054937
2222.076,"EPDM",0.1330185
2222.076,"Polystyrene",0.03233623
2222.076,"Polyethylene",0.001018077
2222.076,"Sample: Shopping bag",0.03057105
2222.558,"EPDM",0.1330176
2222.558,"Polystyrene",0.03234918
2222.558,"Polyethylene",0.001026965
2222.558,"Sample: Shopping bag",0.0305884
2223.04,"EPDM",0.1330179
2223.04,"Polystyrene",0.03236283
2223.04,"Polyethylene",0.001036668
2223.04,"Sample: Shopping bag",0.03060028
2223.522,"EPDM",0.1330185
2223.522,"Polystyrene",0.03237594
2223.522,"Polyethylene",0.001046965
2223.522,"Sample: Shopping bag",0.03060593
2224.004,"EPDM",0.1330186
2224.004,"Polystyrene",0.0323883
2224.004,"Polyethylene",0.001057266
2224.004,"Sample: Shopping bag",0.0306058
2224.486,"EPDM",0.1330179
2224.486,"Polystyrene",0.03239989
2224.486,"Polyethylene",0.001066761
2224.486,"Sample: Shopping bag",0.03060163
2224.969,"EPDM",0.1330166
2224.969,"Polystyrene",0.03241171
2224.969,"Polyethylene",0.001074269
2224.969,"Sample: Shopping bag",0.03059616
2225.451,"EPDM",0.1330155
2225.451,"Polystyrene",0.03242506
2225.451,"Polyethylene",0.001078979
2225.451,"Sample: Shopping bag",0.03059107
2225.933,"EPDM",0.1330145
2225.933,"Polystyrene",0.03244017
2225.933,"Polyethylene",0.001081331
2225.933,"Sample: Shopping bag",0.03058757
2226.415,"EPDM",0.1330136
2226.415,"Polystyrene",0.03245705
2226.415,"Polyethylene",0.001081469
2226.415,"Sample: Shopping bag",0.03058537
2226.897,"EPDM",0.1330122
2226.897,"Polystyrene",0.03247498
2226.897,"Polyethylene",0.001080796
2226.897,"Sample: Shopping bag",0.03058384
2227.379,"EPDM",0.1330094
2227.379,"Polystyrene",0.03249247
2227.379,"Polyethylene",0.001080271
2227.379,"Sample: Shopping bag",0.03058246
2227.861,"EPDM",0.133004
2227.861,"Polystyrene",0.03250874
2227.861,"Polyethylene",0.001080853
2227.861,"Sample: Shopping bag",0.03058093
2228.343,"EPDM",0.1329963
2228.343,"Polystyrene",0.03252387
2228.343,"Polyethylene",0.001083061
2228.343,"Sample: Shopping bag",0.03058
2228.825,"EPDM",0.1329867
2228.825,"Polystyrene",0.03253801
2228.825,"Polyethylene",0.001086302
2228.825,"Sample: Shopping bag",0.03058052
2229.308,"EPDM",0.1329763
2229.308,"Polystyrene",0.03255215
2229.308,"Polyethylene",0.001089473
2229.308,"Sample: Shopping bag",0.03058302
2229.79,"EPDM",0.1329657
2229.79,"Polystyrene",0.03256752
2229.79,"Polyethylene",0.001091683
2229.79,"Sample: Shopping bag",0.03058735
2230.272,"EPDM",0.1329554
2230.272,"Polystyrene",0.03258358
2230.272,"Polyethylene",0.001091531
2230.272,"Sample: Shopping bag",0.03059289
2230.754,"EPDM",0.1329448
2230.754,"Polystyrene",0.03259995
2230.754,"Polyethylene",0.001088273
2230.754,"Sample: Shopping bag",0.03059737
2231.236,"EPDM",0.1329331
2231.236,"Polystyrene",0.03261609
2231.236,"Polyethylene",0.001082056
2231.236,"Sample: Shopping bag",0.03059994
2231.718,"EPDM",0.1329186
2231.718,"Polystyrene",0.03263048
2231.718,"Polyethylene",0.0010731
2231.718,"Sample: Shopping bag",0.03059922
2232.2,"EPDM",0.1329005
2232.2,"Polystyrene",0.03264258
2232.2,"Polyethylene",0.001062291
2232.2,"Sample: Shopping bag",0.03059545
2232.682,"EPDM",0.1328785
2232.682,"Polystyrene",0.03265215
2232.682,"Polyethylene",0.00105022
2232.682,"Sample: Shopping bag",0.03058908
2233.165,"EPDM",0.1328543
2233.165,"Polystyrene",0.03265952
2233.165,"Polyethylene",0.001038071
2233.165,"Sample: Shopping bag",0.0305811
2233.646,"EPDM",0.132829
2233.646,"Polystyrene",0.03266465
2233.646,"Polyethylene",0.001026582
2233.646,"Sample: Shopping bag",0.03057251
2234.129,"EPDM",0.1328054
2234.129,"Polystyrene",0.03266902
2234.129,"Polyethylene",0.001016644
2234.129,"Sample: Shopping bag",0.03056512
2234.611,"EPDM",0.132785
2234.611,"Polystyrene",0.03267316
2234.611,"Polyethylene",0.001009367
2234.611,"Sample: Shopping bag",0.03056041
2235.093,"EPDM",0.1327686
2235.093,"Polystyrene",0.03267768
2235.093,"Polyethylene",0.001005939
2235.093,"Sample: Shopping bag",0.03056066
2235.575,"EPDM",0.1327559
2235.575,"Polystyrene",0.03268328
2235.575,"Polyethylene",0.001007029
2235.575,"Sample: Shopping bag",0.03056687
2236.057,"EPDM",0.1327452
2236.057,"Polystyrene",0.0326907
2236.057,"Polyethylene",0.001013231
2236.057,"Sample: Shopping bag",0.03057996
2236.539,"EPDM",0.1327354
2236.539,"Polystyrene",0.03270128
2236.539,"Polyethylene",0.00102455
2236.539,"Sample: Shopping bag",0.03059971
2237.021,"EPDM",0.1327251
2237.021,"Polystyrene",0.03271585
2237.021,"Polyethylene",0.001039803
2237.021,"Sample: Shopping bag",0.03062474
2237.503,"EPDM",0.1327134
2237.503,"Polystyrene",0.03273432
2237.503,"Polyethylene",0.001058029
2237.503,"Sample: Shopping bag",0.03065223
2237.986,"EPDM",0.132701
2237.986,"Polystyrene",0.03275686
2237.986,"Polyethylene",0.001077597
2237.986,"Sample: Shopping bag",0.03067964
2238.468,"EPDM",0.1326893
2238.468,"Polystyrene",0.03278256
2238.468,"Polyethylene",0.001097027
2238.468,"Sample: Shopping bag",0.03070547
2238.95,"EPDM",0.1326802
2238.95,"Polystyrene",0.03281072
2238.95,"Polyethylene",0.001114982
2238.95,"Sample: Shopping bag",0.03072939
2239.432,"EPDM",0.132675
2239.432,"Polystyrene",0.03284043
2239.432,"Polyethylene",0.001131311
2239.432,"Sample: Shopping bag",0.03075247
2239.914,"EPDM",0.1326744
2239.914,"Polystyrene",0.03287122
2239.914,"Polyethylene",0.001145199
2239.914,"Sample: Shopping bag",0.03077655
2240.396,"EPDM",0.1326784
2240.396,"Polystyrene",0.03290279
2240.396,"Polyethylene",0.001157459
2240.396,"Sample: Shopping bag",0.03080326
2240.878,"EPDM",0.1326852
2240.878,"Polystyrene",0.03293522
2240.878,"Polyethylene",0.001168389
2240.878,"Sample: Shopping bag",0.03083265
2241.36,"EPDM",0.1326934
2241.36,"Polystyrene",0.03296873
2241.36,"Polyethylene",0.001178283
2241.36,"Sample: Shopping bag",0.03086427
2241.843,"EPDM",0.1327009
2241.843,"Polystyrene",0.03300302
2241.843,"Polyethylene",0.001186695
2241.843,"Sample: Shopping bag",0.0308959
2242.325,"EPDM",0.1327074
2242.325,"Polystyrene",0.0330381
2242.325,"Polyethylene",0.001194221
2242.325,"Sample: Shopping bag",0.03092525
2242.807,"EPDM",0.1327125
2242.807,"Polystyrene",0.03307327
2242.807,"Polyethylene",0.001198924
2242.807,"Sample: Shopping bag",0.03095138
2243.289,"EPDM",0.1327162
2243.289,"Polystyrene",0.03310798
2243.289,"Polyethylene",0.001200656
2243.289,"Sample: Shopping bag",0.03097323
2243.771,"EPDM",0.1327197
2243.771,"Polystyrene",0.03314209
2243.771,"Polyethylene",0.001198894
2243.771,"Sample: Shopping bag",0.03099163
2244.253,"EPDM",0.132722
2244.253,"Polystyrene",0.03317537
2244.253,"Polyethylene",0.001193932
2244.253,"Sample: Shopping bag",0.03100735
2244.735,"EPDM",0.1327237
2244.735,"Polystyrene",0.03320774
2244.735,"Polyethylene",0.001187109
2244.735,"Sample: Shopping bag",0.03102146
2245.217,"EPDM",0.1327228
2245.217,"Polystyrene",0.0332395
2245.217,"Polyethylene",0.001180134
2245.217,"Sample: Shopping bag",0.0310338
2245.699,"EPDM",0.1327193
2245.699,"Polystyrene",0.03327135
2245.699,"Polyethylene",0.001175166
2245.699,"Sample: Shopping bag",0.03104515
2246.182,"EPDM",0.1327126
2246.182,"Polystyrene",0.03330367
2246.182,"Polyethylene",0.001174663
2246.182,"Sample: Shopping bag",0.03105612
2246.664,"EPDM",0.1327033
2246.664,"Polystyrene",0.0333364
2246.664,"Polyethylene",0.001179371
2246.664,"Sample: Shopping bag",0.03106709
2247.146,"EPDM",0.1326928
2247.146,"Polystyrene",0.03337013
2247.146,"Polyethylene",0.001189221
2247.146,"Sample: Shopping bag",0.0310796
2247.628,"EPDM",0.1326829
2247.628,"Polystyrene",0.03340411
2247.628,"Polyethylene",0.001203096
2247.628,"Sample: Shopping bag",0.03109495
2248.11,"EPDM",0.1326752
2248.11,"Polystyrene",0.0334381
2248.11,"Polyethylene",0.001218544
2248.11,"Sample: Shopping bag",0.03111331
2248.592,"EPDM",0.1326702
2248.592,"Polystyrene",0.03347094
2248.592,"Polyethylene",0.001234148
2248.592,"Sample: Shopping bag",0.0311336
2249.074,"EPDM",0.1326684
2249.074,"Polystyrene",0.03350218
2249.074,"Polyethylene",0.001246999
2249.074,"Sample: Shopping bag",0.03115404
2249.556,"EPDM",0.1326685
2249.556,"Polystyrene",0.0335315
2249.556,"Polyethylene",0.00125695
2249.556,"Sample: Shopping bag",0.0311718
2250.039,"EPDM",0.1326691
