"naps","city","p","latitude","longitude","date.time","pollutant","concentration"
60430,"Toronto","ON",43.709444,-79.5435,2018-07-02 08:00:00,"SO2",0
60430,"Toronto","ON",43.709444,-79.5435,2018-07-02 09:00:00,"O3",43
60430,"Toronto","ON",43.709444,-79.5435,2018-07-02 09:00:00,"NO2",3
60430,"Toronto","ON",43.709444,-79.5435,2018-07-02 09:00:00,"SO2",0
60430,"Toronto","ON",43.709444,-79.5435,2018-07-02 10:00:00,"O3",45
60430,"Toronto","ON",43.709444,-79.5435,2018-07-02 10:00:00,"NO2",3
60430,"Toronto","ON",43.709444,-79.5435,2018-07-02 10:00:00,"SO2",0
60430,"Toronto","ON",43.709444,-79.5435,2018-07-02 11:00:00,"O3",45
60430,"Toronto","ON",43.709444,-79.5435,2018-07-02 11:00:00,"NO2",3
60430,"Toronto","ON",43.709444,-79.5435,2018-07-02 11:00:00,"SO2",0
60430,"Toronto","ON",43.709444,-79.5435,2018-07-02 12:00:00,"O3",46
60430,"Toronto","ON",43.709444,-79.5435,2018-07-02 12:00:00,"NO2",3
60430,"Toronto","ON",43.709444,-79.5435,2018-07-02 12:00:00,"SO2",0
60430,"Toronto","ON",43.709444,-79.5435,2018-07-02 13:00:00,"O3",46
60430,"Toronto","ON",43.709444,-79.5435,2018-07-02 13:00:00,"NO2",3
60430,"Toronto","ON",43.709444,-79.5435,2018-07-02 13:00:00,"SO2",0
60430,"Toronto","ON",43.709444,-79.5435,2018-07-02 14:00:00,"O3",46
60430,"Toronto","ON",43.709444,-79.5435,2018-07-02 14:00:00,"NO2",3
60430,"Toronto","ON",43.709444,-79.5435,2018-07-02 14:00:00,"SO2",0
60430,"Toronto","ON",43.709444,-79.5435,2018-07-02 15:00:00,"O3",43
60430,"Toronto","ON",43.709444,-79.5435,2018-07-02 15:00:00,"NO2",3
60430,"Toronto","ON",43.709444,-79.5435,2018-07-02 15:00:00,"SO2",0
60430,"Toronto","ON",43.709444,-79.5435,2018-07-02 16:00:00,"O3",42
60430,"Toronto","ON",43.709444,-79.5435,2018-07-02 16:00:00,"NO2",4
60430,"Toronto","ON",43.709444,-79.5435,2018-07-02 16:00:00,"SO2",0
60430,"Toronto","ON",43.709444,-79.5435,2018-07-02 17:00:00,"O3",39
60430,"Toronto","ON",43.709444,-79.5435,2018-07-02 17:00:00,"NO2",5
60430,"Toronto","ON",43.709444,-79.5435,2018-07-02 17:00:00,"SO2",0
60430,"Toronto","ON",43.709444,-79.5435,2018-07-02 18:00:00,"O3",36
60430,"Toronto","ON",43.709444,-79.5435,2018-07-02 18:00:00,"NO2",5
60430,"Toronto","ON",43.709444,-79.5435,2018-07-02 18:00:00,"SO2",0
60430,"Toronto","ON",43.709444,-79.5435,2018-07-02 19:00:00,"O3",31
60430,"Toronto","ON",43.709444,-79.5435,2018-07-02 19:00:00,"NO2",7
60430,"Toronto","ON",43.709444,-79.5435,2018-07-02 19:00:00,"SO2",0
60430,"Toronto","ON",43.709444,-79.5435,2018-07-02 20:00:00,"O3",27
60430,"Toronto","ON",43.709444,-79.5435,2018-07-02 20:00:00,"NO2",8
60430,"Toronto","ON",43.709444,-79.5435,2018-07-02 20:00:00,"SO2",0
60430,"Toronto","ON",43.709444,-79.5435,2018-07-02 21:00:00,"O3",23
60430,"Toronto","ON",43.709444,-79.5435,2018-07-02 21:00:00,"NO2",11
60430,"Toronto","ON",43.709444,-79.5435,2018-07-02 21:00:00,"SO2",0
60430,"Toronto","ON",43.709444,-79.5435,2018-07-02 22:00:00,"O3",22
60430,"Toronto","ON",43.709444,-79.5435,2018-07-02 22:00:00,"NO2",13
60430,"Toronto","ON",43.709444,-79.5435,2018-07-02 22:00:00,"SO2",0
60430,"Toronto","ON",43.709444,-79.5435,2018-07-02 23:00:00,"O3",25
60430,"Toronto","ON",43.709444,-79.5435,2018-07-02 23:00:00,"NO2",11
60430,"Toronto","ON",43.709444,-79.5435,2018-07-02 23:00:00,"SO2",0
60430,"Toronto","ON",43.709444,-79.5435,2018-07-03 00:00:00,"O3",22
60430,"Toronto","ON",43.709444,-79.5435,2018-07-03 00:00:00,"NO2",13
60430,"Toronto","ON",43.709444,-79.5435,2018-07-03 00:00:00,"SO2",0
60430,"Toronto","ON",43.709444,-79.5435,2018-07-03 01:00:00,"O3",14
60430,"Toronto","ON",43.709444,-79.5435,2018-07-03 01:00:00,"NO2",17
60430,"Toronto","ON",43.709444,-79.5435,2018-07-03 01:00:00,"SO2",0
60430,"Toronto","ON",43.709444,-79.5435,2018-07-03 02:00:00,"O3",2
60430,"Toronto","ON",43.709444,-79.5435,2018-07-03 02:00:00,"NO2",24
60430,"Toronto","ON",43.709444,-79.5435,2018-07-03 02:00:00,"SO2",0
60430,"Toronto","ON",43.709444,-79.5435,2018-07-03 03:00:00,"O3",3
60430,"Toronto","ON",43.709444,-79.5435,2018-07-03 03:00:00,"NO2",20
60430,"Toronto","ON",43.709444,-79.5435,2018-07-03 03:00:00,"SO2",0
60430,"Toronto","ON",43.709444,-79.5435,2018-07-03 04:00:00,"O3",2
60430,"Toronto","ON",43.709444,-79.5435,2018-07-03 04:00:00,"NO2",21
60430,"Toronto","ON",43.709444,-79.5435,2018-07-03 04:00:00,"SO2",0
60430,"Toronto","ON",43.709444,-79.5435,2018-07-03 05:00:00,"O3",5
60430,"Toronto","ON",43.709444,-79.5435,2018-07-03 05:00:00,"NO2",23
60430,"Toronto","ON",43.709444,-79.5435,2018-07-03 05:00:00,"SO2",0
60430,"Toronto","ON",43.709444,-79.5435,2018-07-03 06:00:00,"O3",8
60430,"Toronto","ON",43.709444,-79.5435,2018-07-03 06:00:00,"NO2",23
60430,"Toronto","ON",43.709444,-79.5435,2018-07-03 06:00:00,"SO2",0
60430,"Toronto","ON",43.709444,-79.5435,2018-07-03 07:00:00,"O3",11
60430,"Toronto","ON",43.709444,-79.5435,2018-07-03 07:00:00,"NO2",27
60430,"Toronto","ON",43.709444,-79.5435,2018-07-03 07:00:00,"SO2",0
60430,"Toronto","ON",43.709444,-79.5435,2018-07-03 08:00:00,"O3",26
60430,"Toronto","ON",43.709444,-79.5435,2018-07-03 08:00:00,"NO2",20
60430,"Toronto","ON",43.709444,-79.5435,2018-07-03 08:00:00,"SO2",0
60430,"Toronto","ON",43.709444,-79.5435,2018-07-03 09:00:00,"O3",35
60430,"Toronto","ON",43.709444,-79.5435,2018-07-03 09:00:00,"NO2",11
60430,"Toronto","ON",43.709444,-79.5435,2018-07-03 09:00:00,"SO2",0
60430,"Toronto","ON",43.709444,-79.5435,2018-07-03 10:00:00,"O3",45
60430,"Toronto","ON",43.709444,-79.5435,2018-07-03 10:00:00,"NO2",7
60430,"Toronto","ON",43.709444,-79.5435,2018-07-03 10:00:00,"SO2",0
60430,"Toronto","ON",43.709444,-79.5435,2018-07-03 11:00:00,"O3",50
60430,"Toronto","ON",43.709444,-79.5435,2018-07-03 11:00:00,"NO2",5
60430,"Toronto","ON",43.709444,-79.5435,2018-07-03 11:00:00,"SO2",1
60430,"Toronto","ON",43.709444,-79.5435,2018-07-03 12:00:00,"O3",53
60430,"Toronto","ON",43.709444,-79.5435,2018-07-03 12:00:00,"NO2",3
60430,"Toronto","ON",43.709444,-79.5435,2018-07-03 12:00:00,"SO2",1
60430,"Toronto","ON",43.709444,-79.5435,2018-07-03 13:00:00,"O3",52
60430,"Toronto","ON",43.709444,-79.5435,2018-07-03 13:00:00,"NO2",3
60430,"Toronto","ON",43.709444,-79.5435,2018-07-03 13:00:00,"SO2",1
60430,"Toronto","ON",43.709444,-79.5435,2018-07-03 14:00:00,"O3",44
60430,"Toronto","ON",43.709444,-79.5435,2018-07-03 14:00:00,"NO2",3
60430,"Toronto","ON",43.709444,-79.5435,2018-07-03 14:00:00,"SO2",0
60430,"Toronto","ON",43.709444,-79.5435,2018-07-03 15:00:00,"O3",43
60430,"Toronto","ON",43.709444,-79.5435,2018-07-03 15:00:00,"NO2",3
60430,"Toronto","ON",43.709444,-79.5435,2018-07-03 15:00:00,"SO2",0
60430,"Toronto","ON",43.709444,-79.5435,2018-07-03 16:00:00,"O3",44
60430,"Toronto","ON",43.709444,-79.5435,2018-07-03 16:00:00,"NO2",4
60430,"Toronto","ON",43.709444,-79.5435,2018-07-03 16:00:00,"SO2",0
60430,"Toronto","ON",43.709444,-79.5435,2018-07-03 17:00:00,"O3",42
60430,"Toronto","ON",43.709444,-79.5435,2018-07-03 17:00:00,"NO2",6
60430,"Toronto","ON",43.709444,-79.5435,2018-07-03 17:00:00,"SO2",0
60430,"Toronto","ON",43.709444,-79.5435,2018-07-03 18:00:00,"O3",41
60430,"Toronto","ON",43.709444,-79.5435,2018-07-03 18:00:00,"NO2",5
60430,"Toronto","ON",43.709444,-79.5435,2018-07-03 18:00:00,"SO2",0
60430,"Toronto","ON",43.709444,-79.5435,2018-07-03 19:00:00,"O3",32
60430,"Toronto","ON",43.709444,-79.5435,2018-07-03 19:00:00,"NO2",7
60430,"Toronto","ON",43.709444,-79.5435,2018-07-03 19:00:00,"SO2",0
60430,"Toronto","ON",43.709444,-79.5435,2018-07-03 20:00:00,"O3",28
60430,"Toronto","ON",43.709444,-79.5435,2018-07-03 20:00:00,"NO2",10
60430,"Toronto","ON",43.709444,-79.5435,2018-07-03 20:00:00,"SO2",0
60430,"Toronto","ON",43.709444,-79.5435,2018-07-03 21:00:00,"O3",24
60430,"Toronto","ON",43.709444,-79.5435,2018-07-03 21:00:00,"NO2",13
60430,"Toronto","ON",43.709444,-79.5435,2018-07-03 21:00:00,"SO2",0
60430,"Toronto","ON",43.709444,-79.5435,2018-07-03 22:00:00,"O3",19
60430,"Toronto","ON",43.709444,-79.5435,2018-07-03 22:00:00,"NO2",17
60430,"Toronto","ON",43.709444,-79.5435,2018-07-03 22:00:00,"SO2",0
60430,"Toronto","ON",43.709444,-79.5435,2018-07-03 23:00:00,"O3",13
60430,"Toronto","ON",43.709444,-79.5435,2018-07-03 23:00:00,"NO2",22
60430,"Toronto","ON",43.709444,-79.5435,2018-07-03 23:00:00,"SO2",0
60430,"Toronto","ON",43.709444,-79.5435,2018-07-04 00:00:00,"O3",2
60430,"Toronto","ON",43.709444,-79.5435,2018-07-04 00:00:00,"NO2",33
60430,"Toronto","ON",43.709444,-79.5435,2018-07-04 00:00:00,"SO2",0
60430,"Toronto","ON",43.709444,-79.5435,2018-07-04 01:00:00,"O3",2
60430,"Toronto","ON",43.709444,-79.5435,2018-07-04 01:00:00,"NO2",32
60430,"Toronto","ON",43.709444,-79.5435,2018-07-04 01:00:00,"SO2",0
60430,"Toronto","ON",43.709444,-79.5435,2018-07-04 02:00:00,"O3",1
60430,"Toronto","ON",43.709444,-79.5435,2018-07-04 02:00:00,"NO2",29
60430,"Toronto","ON",43.709444,-79.5435,2018-07-04 02:00:00,"SO2",0
60430,"Toronto","ON",43.709444,-79.5435,2018-07-04 03:00:00,"O3",1
60430,"Toronto","ON",43.709444,-79.5435,2018-07-04 03:00:00,"NO2",26
60430,"Toronto","ON",43.709444,-79.5435,2018-07-04 03:00:00,"SO2",0
60430,"Toronto","ON",43.709444,-79.5435,2018-07-04 04:00:00,"O3",1
60430,"Toronto","ON",43.709444,-79.5435,2018-07-04 04:00:00,"NO2",26
60430,"Toronto","ON",43.709444,-79.5435,2018-07-04 04:00:00,"SO2",0
60430,"Toronto","ON",43.709444,-79.5435,2018-07-04 05:00:00,"O3",2
60430,"Toronto","ON",43.709444,-79.5435,2018-07-04 05:00:00,"NO2",27
60430,"Toronto","ON",43.709444,-79.5435,2018-07-04 05:00:00,"SO2",0
60430,"Toronto","ON",43.709444,-79.5435,2018-07-04 06:00:00,"O3",3
60430,"Toronto","ON",43.709444,-79.5435,2018-07-04 06:00:00,"NO2",27
60430,"Toronto","ON",43.709444,-79.5435,2018-07-04 06:00:00,"SO2",1
60430,"Toronto","ON",43.709444,-79.5435,2018-07-04 07:00:00,"O3",18
60430,"Toronto","ON",43.709444,-79.5435,2018-07-04 07:00:00,"NO2",18
60430,"Toronto","ON",43.709444,-79.5435,2018-07-04 07:00:00,"SO2",1
60430,"Toronto","ON",43.709444,-79.5435,2018-07-04 08:00:00,"O3",31
60430,"Toronto","ON",43.709444,-79.5435,2018-07-04 08:00:00,"NO2",10
60430,"Toronto","ON",43.709444,-79.5435,2018-07-04 08:00:00,"SO2",1
60430,"Toronto","ON",43.709444,-79.5435,2018-07-04 09:00:00,"O3",40
60430,"Toronto","ON",43.709444,-79.5435,2018-07-04 09:00:00,"NO2",NA
60430,"Toronto","ON",43.709444,-79.5435,2018-07-04 09:00:00,"SO2",0
60430,"Toronto","ON",43.709444,-79.5435,2018-07-04 10:00:00,"O3",44
60430,"Toronto","ON",43.709444,-79.5435,2018-07-04 10:00:00,"NO2",NA
60430,"Toronto","ON",43.709444,-79.5435,2018-07-04 10:00:00,"SO2",1
60430,"Toronto","ON",43.709444,-79.5435,2018-07-04 11:00:00,"O3",50
60430,"Toronto","ON",43.709444,-79.5435,2018-07-04 11:00:00,"NO2",NA
60430,"Toronto","ON",43.709444,-79.5435,2018-07-04 11:00:00,"SO2",0
60430,"Toronto","ON",43.709444,-79.5435,2018-07-04 12:00:00,"O3",53
60430,"Toronto","ON",43.709444,-79.5435,2018-07-04 12:00:00,"NO2",3
60430,"Toronto","ON",43.709444,-79.5435,2018-07-04 12:00:00,"SO2",0
60430,"Toronto","ON",43.709444,-79.5435,2018-07-04 13:00:00,"O3",55
60430,"Toronto","ON",43.709444,-79.5435,2018-07-04 13:00:00,"NO2",3
60430,"Toronto","ON",43.709444,-79.5435,2018-07-04 13:00:00,"SO2",0
60430,"Toronto","ON",43.709444,-79.5435,2018-07-04 14:00:00,"O3",58
60430,"Toronto","ON",43.709444,-79.5435,2018-07-04 14:00:00,"NO2",3
60430,"Toronto","ON",43.709444,-79.5435,2018-07-04 14:00:00,"SO2",0
60430,"Toronto","ON",43.709444,-79.5435,2018-07-04 15:00:00,"O3",57
60430,"Toronto","ON",43.709444,-79.5435,2018-07-04 15:00:00,"NO2",3
60430,"Toronto","ON",43.709444,-79.5435,2018-07-04 15:00:00,"SO2",0
60430,"Toronto","ON",43.709444,-79.5435,2018-07-04 16:00:00,"O3",50
60430,"Toronto","ON",43.709444,-79.5435,2018-07-04 16:00:00,"NO2",2
60430,"Toronto","ON",43.709444,-79.5435,2018-07-04 16:00:00,"SO2",0
60430,"Toronto","ON",43.709444,-79.5435,2018-07-04 17:00:00,"O3",47
60430,"Toronto","ON",43.709444,-79.5435,2018-07-04 17:00:00,"NO2",5
60430,"Toronto","ON",43.709444,-79.5435,2018-07-04 17:00:00,"SO2",0
60430,"Toronto","ON",43.709444,-79.5435,2018-07-04 18:00:00,"O3",42
60430,"Toronto","ON",43.709444,-79.5435,2018-07-04 18:00:00,"NO2",6
60430,"Toronto","ON",43.709444,-79.5435,2018-07-04 18:00:00,"SO2",0
60430,"Toronto","ON",43.709444,-79.5435,2018-07-04 19:00:00,"O3",38
60430,"Toronto","ON",43.709444,-79.5435,2018-07-04 19:00:00,"NO2",6
60430,"Toronto","ON",43.709444,-79.5435,2018-07-04 19:00:00,"SO2",0
60430,"Toronto","ON",43.709444,-79.5435,2018-07-04 20:00:00,"O3",37
60430,"Toronto","ON",43.709444,-79.5435,2018-07-04 20:00:00,"NO2",5
60430,"Toronto","ON",43.709444,-79.5435,2018-07-04 20:00:00,"SO2",0
60430,"Toronto","ON",43.709444,-79.5435,2018-07-04 21:00:00,"O3",37
60430,"Toronto","ON",43.709444,-79.5435,2018-07-04 21:00:00,"NO2",5
60430,"Toronto","ON",43.709444,-79.5435,2018-07-04 21:00:00,"SO2",0
60430,"Toronto","ON",43.709444,-79.5435,2018-07-04 22:00:00,"O3",36
60430,"Toronto","ON",43.709444,-79.5435,2018-07-04 22:00:00,"NO2",8
60430,"Toronto","ON",43.709444,-79.5435,2018-07-04 22:00:00,"SO2",0
60430,"Toronto","ON",43.709444,-79.5435,2018-07-04 23:00:00,"O3",22
60430,"Toronto","ON",43.709444,-79.5435,2018-07-04 23:00:00,"NO2",19
60430,"Toronto","ON",43.709444,-79.5435,2018-07-04 23:00:00,"SO2",0
60430,"Toronto","ON",43.709444,-79.5435,2018-07-05 00:00:00,"O3",2
60430,"Toronto","ON",43.709444,-79.5435,2018-07-05 00:00:00,"NO2",39
60430,"Toronto","ON",43.709444,-79.5435,2018-07-05 00:00:00,"SO2",0
60430,"Toronto","ON",43.709444,-79.5435,2018-07-05 01:00:00,"O3",4
60430,"Toronto","ON",43.709444,-79.5435,2018-07-05 01:00:00,"NO2",32
60430,"Toronto","ON",43.709444,-79.5435,2018-07-05 01:00:00,"SO2",0
60430,"Toronto","ON",43.709444,-79.5435,2018-07-05 02:00:00,"O3",4
60430,"Toronto","ON",43.709444,-79.5435,2018-07-05 02:00:00,"NO2",30
60430,"Toronto","ON",43.709444,-79.5435,2018-07-05 02:00:00,"SO2",0
60430,"Toronto","ON",43.709444,-79.5435,2018-07-05 03:00:00,"O3",1
60430,"Toronto","ON",43.709444,-79.5435,2018-07-05 03:00:00,"NO2",34
60430,"Toronto","ON",43.709444,-79.5435,2018-07-05 03:00:00,"SO2",0
60430,"Toronto","ON",43.709444,-79.5435,2018-07-05 04:00:00,"O3",1
60430,"Toronto","ON",43.709444,-79.5435,2018-07-05 04:00:00,"NO2",34
60430,"Toronto","ON",43.709444,-79.5435,2018-07-05 04:00:00,"SO2",0
60430,"Toronto","ON",43.709444,-79.5435,2018-07-05 05:00:00,"O3",2
60430,"Toronto","ON",43.709444,-79.5435,2018-07-05 05:00:00,"NO2",34
60430,"Toronto","ON",43.709444,-79.5435,2018-07-05 05:00:00,"SO2",0
60430,"Toronto","ON",43.709444,-79.5435,2018-07-05 06:00:00,"O3",11
60430,"Toronto","ON",43.709444,-79.5435,2018-07-05 06:00:00,"NO2",27
60430,"Toronto","ON",43.709444,-79.5435,2018-07-05 06:00:00,"SO2",1
60430,"Toronto","ON",43.709444,-79.5435,2018-07-05 07:00:00,"O3",19
60430,"Toronto","ON",43.709444,-79.5435,2018-07-05 07:00:00,"NO2",22
60430,"Toronto","ON",43.709444,-79.5435,2018-07-05 07:00:00,"SO2",2
60430,"Toronto","ON",43.709444,-79.5435,2018-07-05 08:00:00,"O3",26
60430,"Toronto","ON",43.709444,-79.5435,2018-07-05 08:00:00,"NO2",18
60430,"Toronto","ON",43.709444,-79.5435,2018-07-05 08:00:00,"SO2",1
60430,"Toronto","ON",43.709444,-79.5435,2018-07-05 09:00:00,"O3",30
60430,"Toronto","ON",43.709444,-79.5435,2018-07-05 09:00:00,"NO2",19
60430,"Toronto","ON",43.709444,-79.5435,2018-07-05 09:00:00,"SO2",1
60430,"Toronto","ON",43.709444,-79.5435,2018-07-05 10:00:00,"O3",45
60430,"Toronto","ON",43.709444,-79.5435,2018-07-05 10:00:00,"NO2",14
60430,"Toronto","ON",43.709444,-79.5435,2018-07-05 10:00:00,"SO2",1
60430,"Toronto","ON",43.709444,-79.5435,2018-07-05 11:00:00,"O3",61
60430,"Toronto","ON",43.709444,-79.5435,2018-07-05 11:00:00,"NO2",10
60430,"Toronto","ON",43.709444,-79.5435,2018-07-05 11:00:00,"SO2",1
60430,"Toronto","ON",43.709444,-79.5435,2018-07-05 12:00:00,"O3",67
60430,"Toronto","ON",43.709444,-79.5435,2018-07-05 12:00:00,"NO2",4
