,,,,,Sensor_Package_Name,Sensor_Package_Name,Sensor_Package_Name,Sensor_Package_Name,Sensor_Package_Name
,,,,,AirBeam2:001896105519,AirBeam2:001896105519,AirBeam2:001896105519,AirBeam2:001896105519,AirBeam2:001896105519
,,,,,Sensor_Name,Sensor_Name,Sensor_Name,Sensor_Name,Sensor_Name
,,,,,AirBeam2-F,AirBeam2-PM1,AirBeam2-PM10,AirBeam2-PM2.5,AirBeam2-RH
,,,,,Measurement_Type,Measurement_Type,Measurement_Type,Measurement_Type,Measurement_Type
,,,,,Temperature,Particulate Matter,Particulate Matter,Particulate Matter,Humidity
,,,,,Measurement_Units,Measurement_Units,Measurement_Units,Measurement_Units,Measurement_Units
,,,,,degrees Fahrenheit,micrograms per cubic meter,micrograms per cubic meter,micrograms per cubic meter,percent
ObjectID,Session_Name,Timestamp,Latitude,Longitude,1:Measurement_Value,2:Measurement_Value,3:Measurement_Value,4:Measurement_Value,5:Measurement_Value
25458,"starting at 401
",2020-07-25T13:01:29.523,43.6351707,-79.5663518,,,59.0,,
25459,"starting at 401
",2020-07-25T13:01:30.021,43.6351707,-79.5663518,92.0,,,,59.0
25460,"starting at 401
",2020-07-25T13:01:30.026,43.6351707,-79.5663518,,25.0,,,
25461,"starting at 401
",2020-07-25T13:01:30.522,43.6351707,-79.5663518,,,,30.0,
25462,"starting at 401
",2020-07-25T13:01:30.523,43.6351707,-79.5663518,,,57.0,,
25463,"starting at 401
",2020-07-25T13:01:31.022,43.6351706,-79.5663518,93.0,,,,59.0
25464,"starting at 401
",2020-07-25T13:01:31.025,43.6351706,-79.5663518,,25.0,,,
25465,"starting at 401
",2020-07-25T13:01:31.275,43.6351706,-79.5663518,,,,31.0,
25466,"starting at 401
",2020-07-25T13:01:31.523,43.6351706,-79.5663518,,,58.0,,
25467,"starting at 401
",2020-07-25T13:01:32.021,43.6351706,-79.5663518,92.0,,,,
25468,"starting at 401
",2020-07-25T13:01:32.022,43.6351706,-79.5663518,,,,,59.0
25469,"starting at 401
",2020-07-25T13:01:32.025,43.6351706,-79.5663518,,23.0,,,
25470,"starting at 401
",2020-07-25T13:01:32.275,43.6351706,-79.5663518,,,,30.0,
25471,"starting at 401
",2020-07-25T13:01:32.523,43.6351706,-79.5663518,,,57.0,,
25472,"starting at 401
",2020-07-25T13:01:33.024,43.6351706,-79.5663518,93.0,,,,
25473,"starting at 401
",2020-07-25T13:01:33.025,43.6351706,-79.5663518,,,,,59.0
25474,"starting at 401
",2020-07-25T13:01:33.025,43.6351706,-79.5663518,,23.0,,,
25475,"starting at 401
",2020-07-25T13:01:33.273,43.6351706,-79.5663518,,,,31.0,
25476,"starting at 401
",2020-07-25T13:01:33.522,43.6351706,-79.5663518,,,57.0,,
25477,"starting at 401
",2020-07-25T13:01:34.021,43.6351706,-79.5663518,92.0,,,,59.0
25478,"starting at 401
",2020-07-25T13:01:34.025,43.6351706,-79.5663518,,24.0,,,
25479,"starting at 401
",2020-07-25T13:01:34.272,43.6351706,-79.5663518,,,,31.0,
25480,"starting at 401
",2020-07-25T13:01:34.521,43.6351706,-79.5663518,,,58.0,,
25481,"starting at 401
",2020-07-25T13:01:35.021,43.6351706,-79.5663518,92.0,,,,59.0
25482,"starting at 401
",2020-07-25T13:01:35.025,43.6351706,-79.5663518,,24.0,,,
25483,"starting at 401
",2020-07-25T13:01:35.522,43.6351706,-79.5663518,,,60.0,31.0,
25484,"starting at 401
",2020-07-25T13:01:36.021,43.6351705,-79.5663518,93.0,,,,
25485,"starting at 401
",2020-07-25T13:01:36.022,43.6351705,-79.5663518,,,,,59.0
25486,"starting at 401
",2020-07-25T13:01:36.025,43.6351705,-79.5663518,,24.0,,,
25487,"starting at 401
",2020-07-25T13:01:36.274,43.6351705,-79.5663518,,,,31.0,
25488,"starting at 401
",2020-07-25T13:01:36.523,43.6351705,-79.5663518,,,60.0,,
25489,"starting at 401
",2020-07-25T13:01:37.025,43.6351705,-79.5663518,92.0,,,,
25490,"starting at 401
",2020-07-25T13:01:37.026,43.6351705,-79.5663518,,,,,59.0
25491,"starting at 401
",2020-07-25T13:01:37.029,43.6351705,-79.5663518,,24.0,,,
25492,"starting at 401
",2020-07-25T13:01:37.274,43.6351705,-79.5663518,,,,32.0,
25493,"starting at 401
",2020-07-25T13:01:37.522,43.6351705,-79.5663518,,,59.0,,
25494,"starting at 401
",2020-07-25T13:01:38.028,43.6351705,-79.5663518,92.0,,,,
25495,"starting at 401
",2020-07-25T13:01:38.029,43.6351705,-79.5663518,,,,,59.0
25496,"starting at 401
",2020-07-25T13:01:38.030,43.6351705,-79.5663518,,24.0,,,
25497,"starting at 401
",2020-07-25T13:01:38.275,43.6351705,-79.5663518,,,,32.0,
25498,"starting at 401
",2020-07-25T13:01:38.523,43.6351705,-79.5663518,,,59.0,,
25499,"starting at 401
",2020-07-25T13:01:39.026,43.6351704,-79.5663517,92.0,,,,
25500,"starting at 401
",2020-07-25T13:01:39.028,43.6351704,-79.5663517,,,,,59.0
25501,"starting at 401
",2020-07-25T13:01:39.029,43.6351704,-79.5663517,,25.0,,,
25502,"starting at 401
",2020-07-25T13:01:39.523,43.6351704,-79.5663517,,,,32.0,
25503,"starting at 401
",2020-07-25T13:01:39.524,43.6351704,-79.5663517,,,60.0,,
25504,"starting at 401
",2020-07-25T13:01:40.021,43.6351703,-79.5663517,92.0,,,,
25505,"starting at 401
",2020-07-25T13:01:40.022,43.6351703,-79.5663517,,,,,59.0
25506,"starting at 401
",2020-07-25T13:01:40.025,43.6351703,-79.5663517,,25.0,,,
25507,"starting at 401
",2020-07-25T13:01:40.522,43.6351703,-79.5663517,,,60.0,33.0,
25508,"starting at 401
",2020-07-25T13:01:41.021,43.6351703,-79.5663517,92.0,,,,
25509,"starting at 401
",2020-07-25T13:01:41.022,43.6351703,-79.5663517,,,,,59.0
25510,"starting at 401
",2020-07-25T13:01:41.025,43.6351703,-79.5663517,,26.0,,,
25511,"starting at 401
",2020-07-25T13:01:41.274,43.6351703,-79.5663517,,,,33.0,
25512,"starting at 401
",2020-07-25T13:01:41.521,43.6351703,-79.5663517,,,61.0,,
25513,"starting at 401
",2020-07-25T13:01:42.025,43.6351702,-79.5663517,92.0,,,,59.0
25514,"starting at 401
",2020-07-25T13:01:42.026,43.6351702,-79.5663517,,26.0,,,
25515,"starting at 401
",2020-07-25T13:01:42.273,43.6351702,-79.5663517,,,,33.0,
25516,"starting at 401
",2020-07-25T13:01:42.523,43.6351702,-79.5663517,,,60.0,,
25517,"starting at 401
",2020-07-25T13:01:43.775,43.6351702,-79.5663517,92.0,,,,59.0
25518,"starting at 401
",2020-07-25T13:01:43.777,43.6351702,-79.5663517,,26.0,,,
25519,"starting at 401
",2020-07-25T13:01:43.778,43.6351702,-79.5663517,,,59.0,32.0,
25520,"starting at 401
",2020-07-25T13:01:44.273,43.6351701,-79.5663517,93.0,,,,
25521,"starting at 401
",2020-07-25T13:01:44.274,43.6351701,-79.5663517,,,,,59.0
25522,"starting at 401
",2020-07-25T13:01:44.276,43.6351701,-79.5663517,,26.0,,,
25523,"starting at 401
",2020-07-25T13:01:44.277,43.6351701,-79.5663517,,,58.0,31.0,
25524,"starting at 401
",2020-07-25T13:01:45.025,43.6351701,-79.5663517,92.0,,,,
25525,"starting at 401
",2020-07-25T13:01:45.026,43.6351701,-79.5663517,,,,,59.0
25526,"starting at 401
",2020-07-25T13:01:45.028,43.6351701,-79.5663517,,26.0,,,
25527,"starting at 401
",2020-07-25T13:01:45.274,43.6351701,-79.5663517,,,,31.0,
25528,"starting at 401
",2020-07-25T13:01:45.523,43.6351701,-79.5663517,,,58.0,,
25529,"starting at 401
",2020-07-25T13:01:46.021,43.6351701,-79.5663517,92.0,,,,
25530,"starting at 401
",2020-07-25T13:01:46.022,43.6351701,-79.5663517,,,,,59.0
25531,"starting at 401
",2020-07-25T13:01:46.029,43.6351701,-79.5663517,,26.0,,,
25532,"starting at 401
",2020-07-25T13:01:46.523,43.6351701,-79.5663517,,,59.0,31.0,
25533,"starting at 401
",2020-07-25T13:01:47.026,43.6351701,-79.5663517,92.0,,,,
25534,"starting at 401
",2020-07-25T13:01:47.028,43.6351701,-79.5663517,,,,,59.0
25535,"starting at 401
",2020-07-25T13:01:47.029,43.6351701,-79.5663517,,26.0,,,
25536,"starting at 401
",2020-07-25T13:01:47.277,43.6351701,-79.5663517,,,,31.0,
25537,"starting at 401
",2020-07-25T13:01:47.523,43.6351701,-79.5663517,,,60.0,,
25538,"starting at 401
",2020-07-25T13:01:48.025,43.63517,-79.5663517,92.0,,,,
25539,"starting at 401
",2020-07-25T13:01:48.026,43.63517,-79.5663517,,,,,59.0
25540,"starting at 401
",2020-07-25T13:01:48.028,43.63517,-79.5663517,,26.0,,,
25541,"starting at 401
",2020-07-25T13:01:48.523,43.63517,-79.5663517,,,61.0,31.0,
25542,"starting at 401
",2020-07-25T13:01:49.021,43.63517,-79.5663517,92.0,,,,59.0
25543,"starting at 401
",2020-07-25T13:01:49.025,43.63517,-79.5663517,,26.0,,,
25544,"starting at 401
",2020-07-25T13:01:49.275,43.63517,-79.5663517,,,,31.0,
25545,"starting at 401
",2020-07-25T13:01:49.523,43.63517,-79.5663517,,,61.0,,
25546,"starting at 401
",2020-07-25T13:01:50.026,43.63517,-79.5663517,92.0,,,,59.0
25547,"starting at 401
",2020-07-25T13:01:50.029,43.63517,-79.5663517,,26.0,,,
25548,"starting at 401
",2020-07-25T13:01:51.275,43.63517,-79.5663517,,,61.0,31.0,
25549,"starting at 401
",2020-07-25T13:01:51.276,43.63517,-79.5663517,92.0,,,,59.0
25550,"starting at 401
",2020-07-25T13:01:51.278,43.63517,-79.5663517,,26.0,,31.0,
25551,"starting at 401
",2020-07-25T13:01:51.281,43.63517,-79.5663517,,,60.0,,
25552,"starting at 401
",2020-07-25T13:01:52.021,43.63517,-79.5663517,93.0,,,,59.0
25553,"starting at 401
",2020-07-25T13:01:52.025,43.63517,-79.5663517,,26.0,,,
25554,"starting at 401
",2020-07-25T13:01:52.522,43.63517,-79.5663517,,,,31.0,
25555,"starting at 401
",2020-07-25T13:01:52.523,43.63517,-79.5663517,,,60.0,,
25556,"starting at 401
",2020-07-25T13:01:53.021,43.635197,-79.566399,92.0,,,,
25557,"starting at 401
",2020-07-25T13:01:53.022,43.635197,-79.566399,,,,,59.0
25558,"starting at 401
",2020-07-25T13:01:53.025,43.635197,-79.566399,,25.0,,,
25559,"starting at 401
",2020-07-25T13:01:53.279,43.635197,-79.566399,,,,31.0,
25560,"starting at 401
",2020-07-25T13:01:53.523,43.635197,-79.566399,,,60.0,,
25561,"starting at 401
",2020-07-25T13:01:54.021,43.6352069,-79.5664142,92.0,,,,
25562,"starting at 401
",2020-07-25T13:01:54.022,43.6352069,-79.5664142,,,,,59.0
25563,"starting at 401
",2020-07-25T13:01:54.026,43.6352069,-79.5664142,,25.0,,,
25564,"starting at 401
",2020-07-25T13:01:54.524,43.6352069,-79.5664142,,,,31.0,
25565,"starting at 401
",2020-07-25T13:01:54.525,43.6352069,-79.5664142,,,60.0,,
25566,"starting at 401
",2020-07-25T13:01:55.021,43.6352155,-79.5664253,92.0,,,,59.0
25567,"starting at 401
",2020-07-25T13:01:55.025,43.6352155,-79.5664253,,26.0,,,
25568,"starting at 401
",2020-07-25T13:01:55.523,43.6352155,-79.5664253,,,,31.0,
25569,"starting at 401
",2020-07-25T13:01:55.524,43.6352155,-79.5664253,,,61.0,,
25570,"starting at 401
",2020-07-25T13:01:56.021,43.6352155,-79.5664253,92.0,,,,59.0
25571,"starting at 401
",2020-07-25T13:01:56.025,43.6352155,-79.5664253,,26.0,,,
25572,"starting at 401
",2020-07-25T13:01:56.275,43.6352155,-79.5664253,,,,31.0,
25573,"starting at 401
",2020-07-25T13:01:56.522,43.6352155,-79.5664253,,,61.0,,
25574,"starting at 401
",2020-07-25T13:01:57.021,43.6352262,-79.5664393,93.0,,,,
25575,"starting at 401
",2020-07-25T13:01:57.022,43.6352262,-79.5664393,,,,,59.0
25576,"starting at 401
",2020-07-25T13:01:57.025,43.6352262,-79.5664393,,25.0,,,
25577,"starting at 401
",2020-07-25T13:01:57.521,43.6352262,-79.5664393,,,,31.0,
25578,"starting at 401
",2020-07-25T13:01:57.522,43.6352262,-79.5664393,,,60.0,,
25579,"starting at 401
",2020-07-25T13:01:58.021,43.6352262,-79.5664393,92.0,,,,59.0
25580,"starting at 401
",2020-07-25T13:01:58.024,43.6352262,-79.5664393,,25.0,,,
25581,"starting at 401
",2020-07-25T13:01:58.275,43.6352262,-79.5664393,,,,31.0,
25582,"starting at 401
",2020-07-25T13:01:58.522,43.6352262,-79.5664393,,,61.0,,
25583,"starting at 401
",2020-07-25T13:01:59.021,43.6352319,-79.5664467,92.0,,,,59.0
25584,"starting at 401
",2020-07-25T13:01:59.024,43.6352319,-79.5664467,,25.0,,,
25585,"starting at 401
",2020-07-25T13:02:00.274,43.6352337,-79.566449,,,61.0,31.0,
25586,"starting at 401
",2020-07-25T13:02:00.275,43.6352337,-79.566449,92.0,,,,59.0
25587,"starting at 401
",2020-07-25T13:02:00.277,43.6352337,-79.566449,,25.0,60.0,31.0,
25588,"starting at 401
",2020-07-25T13:02:01.025,43.6352349,-79.5664506,92.0,,,,59.0
25589,"starting at 401
",2020-07-25T13:02:01.026,43.6352349,-79.5664506,,25.0,,,
25590,"starting at 401
",2020-07-25T13:02:01.274,43.6352349,-79.5664506,,,,31.0,
25591,"starting at 401
",2020-07-25T13:02:01.523,43.6352349,-79.5664506,,,60.0,,
25592,"starting at 401
",2020-07-25T13:02:02.021,43.6352349,-79.5664506,92.0,,,,
25593,"starting at 401
",2020-07-25T13:02:02.022,43.6352349,-79.5664506,,,,,59.0
25594,"starting at 401
",2020-07-25T13:02:02.025,43.6352349,-79.5664506,,25.0,,,
25595,"starting at 401
",2020-07-25T13:02:02.275,43.6352349,-79.5664506,,,,31.0,
25596,"starting at 401
",2020-07-25T13:02:02.523,43.6352349,-79.5664506,,,60.0,,
25597,"starting at 401
",2020-07-25T13:02:03.025,43.6352365,-79.5664527,92.0,,,,59.0
25598,"starting at 401
",2020-07-25T13:02:03.028,43.6352365,-79.5664527,,25.0,,,
25599,"starting at 401
",2020-07-25T13:02:03.274,43.6352365,-79.5664527,,,,31.0,
25600,"starting at 401
",2020-07-25T13:02:03.523,43.6352365,-79.5664527,,,60.0,,
25601,"starting at 401
",2020-07-25T13:02:04.026,43.635237,-79.5664533,92.0,,,,
25602,"starting at 401
",2020-07-25T13:02:04.028,43.635237,-79.5664533,,,,,59.0
25603,"starting at 401
",2020-07-25T13:02:04.030,43.635237,-79.5664533,,25.0,,,
25604,"starting at 401
",2020-07-25T13:02:04.275,43.635237,-79.5664533,,,,31.0,
25605,"starting at 401
",2020-07-25T13:02:04.523,43.635237,-79.5664533,,,59.0,,
25606,"starting at 401
",2020-07-25T13:02:05.025,43.6352374,-79.5664538,92.0,,,,59.0
25607,"starting at 401
",2020-07-25T13:02:05.028,43.6352374,-79.5664538,,25.0,,,
25608,"starting at 401
",2020-07-25T13:02:05.276,43.6352374,-79.5664538,,,,31.0,
25609,"starting at 401
",2020-07-25T13:02:05.523,43.6352374,-79.5664538,,,58.0,,
25610,"starting at 401
",2020-07-25T13:02:06.775,43.6352376,-79.5664541,92.0,,,,59.0
25611,"starting at 401
",2020-07-25T13:02:06.777,43.6352376,-79.5664541,,25.0,,,
25612,"starting at 401
",2020-07-25T13:02:06.778,43.6352376,-79.5664541,,,59.0,31.0,
25613,"starting at 401
",2020-07-25T13:02:07.275,43.6352378,-79.5664544,92.0,,,,59.0
25614,"starting at 401
",2020-07-25T13:02:07.277,43.6352378,-79.5664544,,24.0,,,
25615,"starting at 401
",2020-07-25T13:02:07.278,43.6352378,-79.5664544,,,57.0,30.0,
25616,"starting at 401
",2020-07-25T13:02:08.025,43.6352378,-79.5664544,92.0,,,,
25617,"starting at 401
",2020-07-25T13:02:08.026,43.6352378,-79.5664544,,,,,59.0
25618,"starting at 401
",2020-07-25T13:02:08.029,43.6352378,-79.5664544,,23.0,,,
25619,"starting at 401
",2020-07-25T13:02:08.275,43.6352378,-79.5664544,,,,29.0,
25620,"starting at 401
",2020-07-25T13:02:08.522,43.6352378,-79.5664544,,,57.0,,
25621,"starting at 401
",2020-07-25T13:02:09.025,43.635238,-79.5664547,92.0,,,,
25622,"starting at 401
",2020-07-25T13:02:09.026,43.635238,-79.5664547,,,,,59.0
25623,"starting at 401
",2020-07-25T13:02:09.029,43.635238,-79.5664547,,23.0,,,
25624,"starting at 401
",2020-07-25T13:02:09.275,43.635238,-79.5664547,,,,30.0,
25625,"starting at 401
",2020-07-25T13:02:10.275,43.6352381,-79.5664548,92.0,,56.0,,
25626,"starting at 401
",2020-07-25T13:02:10.276,43.6352381,-79.5664548,,,,,59.0
25627,"starting at 401
",2020-07-25T13:02:10.278,43.6352381,-79.5664548,,25.0,,,
25628,"starting at 401
",2020-07-25T13:02:10.279,43.6352381,-79.5664548,,,,31.0,
25629,"starting at 401
",2020-07-25T13:02:10.280,43.6352381,-79.5664548,,,58.0,,
25630,"starting at 401
",2020-07-25T13:02:11.026,43.6352382,-79.5664548,92.0,,,,59.0
25631,"starting at 401
",2020-07-25T13:02:11.029,43.6352382,-79.5664548,,24.0,,,
25632,"starting at 401
",2020-07-25T13:02:11.274,43.6352382,-79.5664548,,,,31.0,
25633,"starting at 401
",2020-07-25T13:02:11.524,43.6352382,-79.5664548,,,57.0,,
25634,"starting at 401
",2020-07-25T13:02:12.021,43.6352382,-79.5664548,92.0,,,,59.0
25635,"starting at 401
",2020-07-25T13:02:12.025,43.6352382,-79.5664548,,24.0,,,
25636,"starting at 401
",2020-07-25T13:02:12.274,43.6352382,-79.5664548,,,,30.0,
25637,"starting at 401
",2020-07-25T13:02:12.523,43.6352382,-79.5664548,,,56.0,,
25638,"starting at 401
",2020-07-25T13:02:13.021,43.6352382,-79.5664549,92.0,,,,
25639,"starting at 401
",2020-07-25T13:02:13.022,43.6352382,-79.5664549,,,,,59.0
25640,"starting at 401
",2020-07-25T13:02:13.025,43.6352382,-79.5664549,,24.0,,,
25641,"starting at 401
",2020-07-25T13:02:13.523,43.6352382,-79.5664549,,,57.0,31.0,
25642,"starting at 401
",2020-07-25T13:02:14.021,43.6352382,-79.5664549,93.0,,,,
25643,"starting at 401
",2020-07-25T13:02:14.022,43.6352382,-79.5664549,,,,,59.0
25644,"starting at 401
",2020-07-25T13:02:14.025,43.6352382,-79.5664549,,24.0,,,
25645,"starting at 401
",2020-07-25T13:02:14.274,43.6352382,-79.5664549,,,,30.0,
25646,"starting at 401
",2020-07-25T13:02:14.523,43.6352382,-79.5664549,,,56.0,,
25647,"starting at 401
",2020-07-25T13:02:15.025,43.6352383,-79.566455,92.0,,,,59.0
25648,"starting at 401
",2020-07-25T13:02:15.028,43.6352383,-79.566455,,24.0,,,
25649,"starting at 401
",2020-07-25T13:02:15.523,43.6352383,-79.566455,,,59.0,31.0,
25650,"starting at 401
",2020-07-25T13:02:16.021,43.6352383,-79.566455,92.0,,,,59.0
25651,"starting at 401
",2020-07-25T13:02:16.025,43.6352383,-79.566455,,24.0,,,
25652,"starting at 401
",2020-07-25T13:02:16.276,43.6352383,-79.566455,,,,32.0,
25653,"starting at 401
",2020-07-25T13:02:16.520,43.6352383,-79.566455,,,62.0,,
25654,"starting at 401
",2020-07-25T13:02:17.021,43.6352383,-79.566455,92.0,,,,
25655,"starting at 401
",2020-07-25T13:02:17.022,43.6352383,-79.566455,,,,,59.0
25656,"starting at 401
",2020-07-25T13:02:17.025,43.6352383,-79.566455,,24.0,,,
25657,"starting at 401
",2020-07-25T13:02:17.523,43.6352383,-79.566455,,,,32.0,
25658,"starting at 401
",2020-07-25T13:02:17.524,43.6352383,-79.566455,,,62.0,,
25659,"starting at 401
",2020-07-25T13:02:18.025,43.6352383,-79.566455,92.0,,,,59.0
25660,"starting at 401
",2020-07-25T13:02:18.026,43.6352383,-79.566455,,25.0,,,
25661,"starting at 401
",2020-07-25T13:02:18.523,43.6352383,-79.566455,,,,33.0,
25662,"starting at 401
",2020-07-25T13:02:18.524,43.6352383,-79.566455,,,63.0,,
25663,"starting at 401
",2020-07-25T13:02:19.021,43.6352383,-79.566455,92.0,,,,59.0
25664,"starting at 401
",2020-07-25T13:02:19.025,43.6352383,-79.566455,,25.0,,,
25665,"starting at 401
",2020-07-25T13:02:19.275,43.6352383,-79.566455,,,,33.0,
25666,"starting at 401
",2020-07-25T13:02:19.522,43.6352383,-79.566455,,,63.0,,
25667,"starting at 401
",2020-07-25T13:02:20.021,43.6352383,-79.566455,92.0,,,,59.0
25668,"starting at 401
",2020-07-25T13:02:20.025,43.6352383,-79.566455,,25.0,,,
25669,"starting at 401
",2020-07-25T13:02:20.523,43.6352383,-79.566455,,,,32.0,
25670,"starting at 401
",2020-07-25T13:02:20.524,43.6352383,-79.566455,,,62.0,,
25671,"starting at 401
",2020-07-25T13:02:21.025,43.6352383,-79.566455,93.0,,,,59.0
25672,"starting at 401
",2020-07-25T13:02:21.026,43.6352383,-79.566455,,25.0,,,
25673,"starting at 401
",2020-07-25T13:02:21.523,43.6352383,-79.566455,,,,32.0,
25674,"starting at 401
",2020-07-25T13:02:21.524,43.6352383,-79.566455,,,62.0,,
25675,"starting at 401
",2020-07-25T13:02:22.021,43.6352383,-79.566455,92.0,,,,
25676,"starting at 401
",2020-07-25T13:02:22.022,43.6352383,-79.566455,,,,,59.0
25677,"starting at 401
",2020-07-25T13:02:22.025,43.6352383,-79.566455,,25.0,,,
25678,"starting at 401
",2020-07-25T13:02:22.275,43.6352383,-79.566455,,,,32.0,
25679,"starting at 401
",2020-07-25T13:02:22.524,43.6352383,-79.566455,,,63.0,,
25680,"starting at 401
",2020-07-25T13:02:23.021,43.6352383,-79.566455,92.0,,,,59.0
25681,"starting at 401
",2020-07-25T13:02:23.025,43.6352383,-79.566455,,25.0,,,
25682,"starting at 401
",2020-07-25T13:02:24.275,43.6352383,-79.566455,,,63.0,32.0,
25683,"starting at 401
",2020-07-25T13:02:24.276,43.6352383,-79.566455,92.0,,,,59.0
25684,"starting at 401
",2020-07-25T13:02:24.282,43.6352383,-79.566455,,25.0,,,
25685,"starting at 401
",2020-07-25T13:02:24.283,43.6352383,-79.566455,,,,32.0,
25686,"starting at 401
",2020-07-25T13:02:24.285,43.6352383,-79.566455,,,63.0,,
25687,"starting at 401
",2020-07-25T13:02:25.022,43.6352383,-79.566455,92.0,,,,59.0
25688,"starting at 401
",2020-07-25T13:02:25.025,43.6352383,-79.566455,,25.0,,,
25689,"starting at 401
",2020-07-25T13:02:25.277,43.6352383,-79.566455,,,,33.0,
25690,"starting at 401
",2020-07-25T13:02:25.523,43.6352383,-79.566455,,,64.0,,
25691,"starting at 401
",2020-07-25T13:02:26.025,43.6352383,-79.566455,92.0,,,,59.0
25692,"starting at 401
",2020-07-25T13:02:26.028,43.6352383,-79.566455,,25.0,,,
25693,"starting at 401
",2020-07-25T13:02:26.277,43.6352383,-79.566455,,,,33.0,
25694,"starting at 401
",2020-07-25T13:02:26.523,43.6352383,-79.566455,,,64.0,,
25695,"starting at 401
",2020-07-25T13:02:27.025,43.6352383,-79.566455,92.0,,,,59.0
25696,"starting at 401
",2020-07-25T13:02:27.026,43.6352383,-79.566455,,26.0,,,
25697,"starting at 401
",2020-07-25T13:02:27.522,43.6352383,-79.566455,,,,32.0,
25698,"starting at 401
",2020-07-25T13:02:27.523,43.6352383,-79.566455,,,64.0,,
25699,"starting at 401
",2020-07-25T13:02:28.025,43.6352383,-79.566455,92.0,,,,
25700,"starting at 401
",2020-07-25T13:02:28.025,43.6352383,-79.566455,,,,,59.0
25701,"starting at 401
",2020-07-25T13:02:28.026,43.6352383,-79.566455,,26.0,,,
25702,"starting at 401
",2020-07-25T13:02:28.274,43.6352383,-79.566455,,,,32.0,
25703,"starting at 401
",2020-07-25T13:02:28.522,43.6352383,-79.566455,,,64.0,,
25704,"starting at 401
",2020-07-25T13:02:29.025,43.6352383,-79.566455,92.0,,,,59.0
25705,"starting at 401
",2020-07-25T13:02:29.028,43.6352383,-79.566455,,26.0,,,
25706,"starting at 401
",2020-07-25T13:02:29.274,43.6352383,-79.566455,,,,32.0,
25707,"starting at 401
",2020-07-25T13:02:29.522,43.6352383,-79.566455,,,65.0,,
25708,"starting at 401
",2020-07-25T13:02:30.021,43.6352383,-79.566455,92.0,,,,
25709,"starting at 401
",2020-07-25T13:02:30.022,43.6352383,-79.566455,,,,,59.0
25710,"starting at 401
",2020-07-25T13:02:30.025,43.6352383,-79.566455,,26.0,,,
25711,"starting at 401
",2020-07-25T13:02:30.273,43.6352383,-79.566455,,,,31.0,
25712,"starting at 401
",2020-07-25T13:02:30.522,43.6352383,-79.566455,,,62.0,,
25713,"starting at 401
",2020-07-25T13:02:31.021,43.6352383,-79.566455,92.0,,,,59.0
25714,"starting at 401
",2020-07-25T13:02:31.025,43.6352383,-79.566455,,26.0,,,
25715,"starting at 401
",2020-07-25T13:02:31.274,43.6352383,-79.566455,,,,31.0,
25716,"starting at 401
",2020-07-25T13:02:31.523,43.6352383,-79.566455,,,62.0,,
25717,"starting at 401
",2020-07-25T13:02:32.021,43.6352383,-79.566455,92.0,,,,
25718,"starting at 401
",2020-07-25T13:02:32.022,43.6352383,-79.566455,,,,,59.0
25719,"starting at 401
",2020-07-25T13:02:32.025,43.6352383,-79.566455,,25.0,,,
25720,"starting at 401
",2020-07-25T13:02:32.274,43.6352383,-79.566455,,,,31.0,
25721,"starting at 401
",2020-07-25T13:02:32.523,43.6352383,-79.566455,,,61.0,,
25722,"starting at 401
",2020-07-25T13:02:33.021,43.6352383,-79.566455,92.0,,,,
25723,"starting at 401
",2020-07-25T13:02:33.022,43.6352383,-79.566455,,,,,59.0
25724,"starting at 401
",2020-07-25T13:02:33.025,43.6352383,-79.566455,,25.0,,,
25725,"starting at 401
",2020-07-25T13:02:33.273,43.6352383,-79.566455,,,,31.0,
25726,"starting at 401
",2020-07-25T13:02:33.520,43.6352383,-79.566455,,,61.0,,
25727,"starting at 401
",2020-07-25T13:02:34.029,43.6352383,-79.566455,93.0,,,,59.0
25728,"starting at 401
",2020-07-25T13:02:34.030,43.6352383,-79.566455,,25.0,,,
25729,"starting at 401
",2020-07-25T13:02:34.274,43.6352383,-79.566455,,,,31.0,
25730,"starting at 401
",2020-07-25T13:02:34.522,43.6352383,-79.566455,,,59.0,,
25731,"starting at 401
",2020-07-25T13:02:35.025,43.6352383,-79.566455,92.0,,,,
25732,"starting at 401
",2020-07-25T13:02:35.025,43.6352383,-79.566455,,,,,59.0
25733,"starting at 401
",2020-07-25T13:02:35.028,43.6352383,-79.566455,,25.0,,,
25734,"starting at 401
",2020-07-25T13:02:35.273,43.6352383,-79.566455,,,,31.0,
25735,"starting at 401
",2020-07-25T13:02:35.521,43.6352383,-79.566455,,,59.0,,
25736,"starting at 401
",2020-07-25T13:02:36.024,43.6352383,-79.566455,92.0,,,,
25737,"starting at 401
",2020-07-25T13:02:36.025,43.6352383,-79.566455,,,,,59.0
25738,"starting at 401
",2020-07-25T13:02:36.025,43.6352383,-79.566455,,25.0,,,
25739,"starting at 401
",2020-07-25T13:02:36.276,43.6352383,-79.566455,,,,31.0,
25740,"starting at 401
",2020-07-25T13:02:36.523,43.6352383,-79.566455,,,58.0,,
25741,"starting at 401
",2020-07-25T13:02:37.021,43.6352383,-79.566455,92.0,,,,
25742,"starting at 401
",2020-07-25T13:02:37.022,43.6352383,-79.566455,,,,,59.0
25743,"starting at 401
",2020-07-25T13:02:37.025,43.6352383,-79.566455,,24.0,,,
25744,"starting at 401
",2020-07-25T13:02:37.277,43.6352383,-79.566455,,,,31.0,
