wavenumber,EPDM,Polystyrene,Polyethylene,Sample: Shopping bag
1231.808,0.1961509,0.4388379,0.003442284,0.01814882
1232.29,0.1962654,0.4531372,0.003448172,0.01816125
1232.772,0.196408,0.4667694,0.003460444,0.01817452
1233.254,0.1965641,0.4793704,0.003478611,0.01818738
1233.737,0.1967186,0.490636,0.003501816,0.01820037
1234.219,0.1968569,0.5003467,0.003528872,0.01821467
1234.701,0.1969682,0.5083891,0.003558258,0.01823241
1235.183,0.1970466,0.5147606,0.003587957,0.01825511
1235.665,0.1970911,0.5195609,0.003615618,0.01828232
1236.147,0.1971068,0.5229712,0.003638844,0.01831149
1236.629,0.1971024,0.5252227,0.003655565,0.01833877
1237.111,0.1970895,0.5265632,0.003664204,0.01836085
1237.594,0.1970801,0.5272272,0.003665163,0.01837607
1238.076,0.1970854,0.5274106,0.003659674,0.01838594
1238.558,0.1971132,0.5272597,0.003650459,0.01839348
1239.04,0.1971684,0.5268678,0.003640162,0.01840255
1239.522,0.1972514,0.5262812,0.00363147,0.01841524
1240.004,0.1973605,0.5255111,0.003625835,0.01843197
1240.486,0.1974912,0.5245433,0.003623839,0.01845075
1240.968,0.1976392,0.5233498,0.003625032,0.01846949
1241.45,0.197801,0.5218984,0.003628878,0.01848735
1241.933,0.1979736,0.5201574,0.003635132,0.01850514
1242.415,0.1981554,0.518102,0.003643505,0.01852561
1242.897,0.1983446,0.5157179,0.003654209,0.01855155
1243.379,0.1985388,0.5130019,0.003667204,0.01858437
1243.861,0.1987334,0.5099643,0.00368183,0.01862328
1244.343,0.1989222,0.5066237,0.003697422,0.01866511
1244.825,0.1990974,0.5030054,0.003712652,0.01870615
1245.307,0.1992516,0.4991359,0.003726438,0.01874334
1245.79,0.1993785,0.4950399,0.003738239,0.01877504
1246.272,0.1994746,0.4907407,0.003748051,0.0188024
1246.754,0.1995403,0.486261,0.003756122,0.01882687
1247.236,0.1995788,0.4816246,0.003763241,0.01884968
1247.718,0.1995964,0.4768587,0.003769574,0.01887118
1248.2,0.199601,0.4719939,0.003775536,0.01889047
1248.682,0.1996002,0.4670611,0.003781002,0.01890641
1249.164,0.1996029,0.4620915,0.003786263,0.01891907
1249.646,0.199616,0.4571128,0.003791404,0.0189298
1250.129,0.1996462,0.45215,0.003796797,0.01894148
1250.611,0.199699,0.447227,0.003803031,0.01895694
1251.093,0.1997782,0.4423678,0.003810522,0.01897828
1251.575,0.1998857,0.4375986,0.003819733,0.01900591
1252.057,0.2000217,0.4329468,0.003831,0.0190394
1252.539,0.2001833,0.4284395,0.003844658,0.01907733
1253.021,0.2003665,0.424101,0.003861006,0.01911959
1253.503,0.2005651,0.4199499,0.00388013,0.0191673
1253.985,0.2007724,0.4159979,0.003902033,0.01922184
1254.468,0.2009811,0.4122503,0.003925964,0.01928444
1254.95,0.2011847,0.4087064,0.003950668,0.01935505
1255.432,0.2013764,0.4053592,0.003974386,0.01943141
1255.914,0.2015513,0.4021968,0.003995313,0.01951077
1256.396,0.2017046,0.3991998,0.004012351,0.01959053
1256.878,0.2018335,0.3963403,0.004024616,0.01966928
1257.36,0.2019375,0.3935826,0.004032942,0.01974818
1257.842,0.2020177,0.3908836,0.004038375,0.01982895
1258.324,0.2020776,0.3881972,0.004042593,0.01991283
1258.807,0.2021223,0.3854772,0.004046813,0.01999871
1259.289,0.2021582,0.382683,0.004052172,0.02008298
1259.771,0.2021912,0.3797807,0.004059261,0.02016018
1260.253,0.2022265,0.3767443,0.004068796,0.02022509
1260.735,0.2022682,0.3735559,0.004080782,0.02027496
1261.217,0.2023189,0.3702032,0.004095263,0.02031025
1261.699,0.2023799,0.3666794,0.004111988,0.02033428
1262.181,0.2024521,0.3629839,0.004129654,0.02035199
1262.664,0.2025346,0.359121,0.004146364,0.02036662
1263.146,0.2026262,0.3551009,0.004159288,0.02037992
1263.628,0.2027246,0.3509383,0.004166311,0.02039018
1264.11,0.2028255,0.3466504,0.004165733,0.02039456
1264.592,0.2029252,0.3422551,0.00415734,0.02039056
1265.074,0.2030188,0.3377681,0.004142514,0.02037701
1265.556,0.2031027,0.3332038,0.004123323,0.02035445
1266.038,0.2031744,0.328575,0.004102001,0.02032503
1266.521,0.2032335,0.3238958,0.004080242,0.02029114
1267.003,0.2032811,0.3191813,0.004058678,0.02025409
1267.485,0.2033191,0.3144485,0.004037015,0.02021522
1267.967,0.2033494,0.3097155,0.004014952,0.02017531
1268.449,0.2033742,0.3049999,0.00399262,0.02013582
1268.931,0.2033948,0.3003176,0.003971289,0.02009908
1269.413,0.2034119,0.2956812,0.003952528,0.02006736
1269.895,0.2034274,0.291103,0.003938504,0.02004256
1270.377,0.2034437,0.2865938,0.003930495,0.02002486
1270.86,0.2034637,0.2821648,0.003928676,0.02001299
1271.342,0.2034903,0.2778268,0.003932205,0.02000464
1271.824,0.2035248,0.2735889,0.003939176,0.01999784
1272.306,0.2035661,0.2694572,0.003947556,0.01999271
1272.788,0.2036095,0.2654328,0.00395607,0.01999132
1273.27,0.2036479,0.2615115,0.00396361,0.01999622
1273.752,0.203672,0.2576847,0.003969966,0.02000961
1274.234,0.2036733,0.2539415,0.003974793,0.02003128
1274.717,0.2036462,0.2502714,0.003977369,0.02005888
1275.199,0.2035886,0.246665,0.003976963,0.02008754
1275.681,0.2035027,0.2431162,0.00397238,0.02011323
1276.163,0.2033944,0.2396214,0.003963406,0.02013298
1276.645,0.20327,0.2361789,0.003949861,0.02014721
1277.127,0.2031356,0.2327875,0.003933022,0.0201582
1277.609,0.2029949,0.2294465,0.003914378,0.02016905
1278.091,0.2028488,0.2261557,0.003895508,0.02018193
1278.573,0.2026967,0.2229147,0.003877648,0.0201971
1279.056,0.202538,0.2197233,0.003861997,0.02021299
1279.538,0.2023746,0.2165818,0.003848896,0.02022781
1280.02,0.2022111,0.21349,0.003839291,0.02024076
1280.502,0.2020561,0.2104471,0.003833656,0.02025278
1280.984,0.2019202,0.2074513,0.003833105,0.02026639
1281.466,0.2018143,0.2045002,0.003838372,0.02028423
1281.948,0.2017475,0.2015915,0.003850237,0.02030812
1282.43,0.2017241,0.1987227,0.003868191,0.02033784
1282.912,0.2017438,0.1958925,0.00389087,0.0203723
1283.395,0.2018005,0.1931002,0.003916438,0.02040994
1283.877,0.2018841,0.1903454,0.003942457,0.02045066
1284.359,0.2019811,0.1876276,0.003966907,0.02049529
1284.841,0.2020774,0.1849452,0.003987643,0.02054574
1285.323,0.2021609,0.1822961,0.00400363,0.02060316
1285.805,0.2022225,0.1796769,0.004013874,0.02066659
1286.287,0.2022573,0.1770833,0.004018154,0.02073294
1286.769,0.2022663,0.1745103,0.004017107,0.0207974
1287.251,0.2022549,0.1719525,0.004012146,0.02085623
1287.734,0.2022326,0.1694043,0.004005376,0.02090754
1288.216,0.2022102,0.1668591,0.003999761,0.02095268
1288.698,0.2021979,0.1643102,0.003997499,0.02099501
1289.18,0.2022038,0.1617509,0.004001005,0.02103847
1289.662,0.2022317,0.1591753,0.004010888,0.02108597
1290.144,0.2022819,0.1565782,0.004026294,0.02113797
1290.626,0.2023515,0.1539563,0.004045463,0.02119326
1291.108,0.2024365,0.151308,0.004066196,0.02125027
1291.591,0.2025324,0.1486339,0.004085912,0.02130839
1292.073,0.2026362,0.145936,0.004103312,0.02136864
1292.555,0.2027456,0.1432169,0.004117399,0.02143312
1293.037,0.2028596,0.1404803,0.004127911,0.02150374
1293.519,0.202977,0.1377297,0.004134933,0.02158012
1294.001,0.2030961,0.1349683,0.004138198,0.02165991
1294.483,0.2032141,0.1321992,0.004137962,0.02173872
1294.965,0.2033286,0.1294258,0.004134307,0.02181318
1295.448,0.2034374,0.1266517,0.004127966,0.02188123
1295.93,0.2035402,0.1238819,0.004120107,0.02194425
1296.412,0.2036384,0.1211226,0.004112239,0.02200533
1296.894,0.2037352,0.1183812,0.004105797,0.02206759
1297.376,0.2038341,0.1156668,0.004101862,0.02213253
1297.858,0.2039389,0.1129893,0.004100309,0.02219899
1298.34,0.2040523,0.1103599,0.004101053,0.02226318
1298.822,0.204175,0.1077901,0.004103445,0.02232095
1299.304,0.2043067,0.1052926,0.004106923,0.02236933
1299.787,0.2044452,0.10288,0.004112012,0.0224081
1300.269,0.2045865,0.1005641,0.004119099,0.02243873
1300.751,0.2047266,0.09835576,0.004129018,0.02246378
1301.233,0.2048599,0.09626256,0.004141899,0.02248512
1301.715,0.2049804,0.094288,0.004157139,0.02250225
1302.197,0.2050815,0.09243122,0.004173215,0.02251386
1302.679,0.2051572,0.09068695,0.004188214,0.02251806
1303.161,0.2052022,0.08904631,0.004200222,0.02251476
1303.644,0.2052126,0.08749818,0.004208449,0.02250579
1304.126,0.2051859,0.08603027,0.004211888,0.02249437
1304.608,0.2051218,0.08463065,0.004210928,0.02248348
1305.09,0.2050223,0.0832881,0.004205956,0.02247451
1305.572,0.2048916,0.08199241,0.004197623,0.02246657
1306.054,0.2047355,0.08073466,0.00418649,0.02245654
1306.536,0.2045621,0.07950678,0.004173426,0.02244154
1307.018,0.204381,0.07830296,0.00415935,0.02242027
1307.5,0.2042028,0.07711922,0.004146007,0.0223942
1307.983,0.2040376,0.07595344,0.004134575,0.02236607
1308.465,0.2038949,0.07480627,0.004126413,0.02233919
1308.947,0.2037824,0.07367952,0.004121831,0.02231503
1309.429,0.2037046,0.0725764,0.004120743,0.02229271
1309.911,0.2036643,0.07150047,0.004122105,0.02226959
1310.393,0.203662,0.07045533,0.004124692,0.02224261
1310.875,0.2036968,0.06944436,0.004127763,0.02221083
1311.357,0.2037672,0.06847057,0.00413088,0.02217576
1311.839,0.2038707,0.06753659,0.004133997,0.02214089
1312.322,0.2040046,0.06664405,0.004136986,0.02210975
1312.804,0.2041658,0.06579377,0.004139451,0.02208405
1313.286,0.2043508,0.06498528,0.004140996,0.02206307
1313.768,0.2045563,0.0642169,0.004140216,0.02204349
1314.25,0.2047793,0.06348577,0.004136493,0.0220217
1314.732,0.2050191,0.06279011,0.004129562,0.02199573
1315.214,0.2052764,0.06212791,0.004120034,0.02196558
1315.696,0.2055535,0.06149898,0.004109091,0.02193362
1316.178,0.2058547,0.06090444,0.004098098,0.02190255
1316.661,0.2061839,0.06034535,0.004088283,0.02187341
1317.143,0.2065448,0.05982267,0.004080001,0.0218456
1317.625,0.206938,0.05933536,0.004073164,0.02181622
1318.107,0.2073625,0.05888143,0.004067643,0.02178273
1318.589,0.2078116,0.05845711,0.004063175,0.02174373
1319.071,0.208275,0.05805889,0.004060112,0.0217007
1319.553,0.2087359,0.05768415,0.004058633,0.02165705
1320.035,0.2091727,0.05733256,0.004059006,0.02161636
1320.518,0.2095583,0.05700588,0.004060656,0.02158055
1321,0.2098639,0.05670821,0.004062044,0.02154917
1321.482,0.210061,0.05644504,0.004061268,0.02151939
1321.964,0.2101267,0.05622312,0.004056782,0.02148804
1322.446,0.2100485,0.05605035,0.00404779,0.02145352
1322.928,0.2098262,0.05593583,0.004034461,0.02141594
1323.41,0.2094747,0.05588989,0.004018161,0.02137713
1323.892,0.2090223,0.05592587,0.004000568,0.02133985
1324.375,0.2085067,0.05605938,0.003982564,0.02130554
1324.857,0.2079708,0.05630868,0.003964372,0.02127335
1325.339,0.2074557,0.05669516,0.00394497,0.02124191
1325.821,0.2069971,0.05724273,0.003923341,0.02120998
1326.303,0.2066211,0.05797922,0.003898555,0.02117853
1326.785,0.2063422,0.05893597,0.003871049,0.02115065
1327.267,0.2061636,0.06014946,0.003842282,0.02113082
1327.749,0.2060796,0.06166204,0.003814871,0.02112294
1328.231,0.2060782,0.06352301,0.003791166,0.02112815
1328.714,0.2061445,0.06578994,0.003772677,0.02114468
1329.196,0.2062634,0.06852952,0.003759631,0.02116834
1329.678,0.2064229,0.07181736,0.003750837,0.02119544
1330.16,0.2066143,0.07573706,0.003744745,0.02122443
1330.642,0.2068331,0.08037718,0.003739537,0.02125733
1331.124,0.2070769,0.08582482,0.003733879,0.02129779
1331.606,0.2073449,0.09215717,0.003727952,0.0213501
1332.088,0.2076359,0.09943022,0.003722687,0.0214164
1332.571,0.207948,0.1076658,0.003719508,0.02149536
1333.053,0.208278,0.1168384,0.003720063,0.02158341
1333.535,0.2086231,0.1268652,0.003726048,0.0216763
1334.017,0.2089807,0.1375971,0.003738138,0.02177192
1334.499,0.2093494,0.1488169,0.003756917,0.02187048
1334.981,0.209729,0.1602439,0.003782125,0.02197521
1335.463,0.210118,0.1715442,0.003812524,0.0220895
1335.945,0.210513,0.18235,0.00384647,0.0222148
1336.427,0.2109067,0.1922831,0.00388169,0.02234959
1336.91,0.2112863,0.2009815,0.003915866,0.02248956
1337.392,0.2116359,0.2081238,0.003947165,0.02262882
1337.874,0.2119376,0.2134494,0.003974738,0.02276227
1338.356,0.2121748,0.216772,0.003998979,0.02288675
1338.838,0.2123353,0.2179867,0.004020912,0.02300025
1339.32,0.2124152,0.2170724,0.004042146,0.02310161
1339.802,0.2124198,0.2140905,0.004064516,0.02318948
1340.284,0.2123645,0.2091802,0.004089005,0.0232622
1340.766,0.2122717,0.2025516,0.004116109,0.02331875
1341.249,0.212169,0.1944725,0.004146011,0.02336081
1341.731,0.2120829,0.1852526,0.004178042,0.02339299
1342.213,0.2120369,0.1752243,0.004211665,0.02342358
1342.695,0.2120474,0.1647215,0.004246211,0.02346167
1343.177,0.212123,0.1540588,0.004280738,0.02351472
1343.659,0.2122647,0.1435164,0.004314619,0.02358574
1344.141,0.2124684,0.1333278,0.004347403,0.02367346
1344.623,0.2127268,0.123674,0.004379043,0.02377285
1345.105,0.2130316,0.1146821,0.004410437,0.02387808
1345.588,0.2133769,0.1064316,0.00444289,0.02398622
1346.07,0.2137581,0.09895761,0.004478245,0.02409747
1346.552,0.214172,0.09226186,0.004518307,0.024215
1347.034,0.2146165,0.08631933,0.004563261,0.02434184
1347.516,0.2150883,0.08108538,0.00461271,0.02447852
1347.998,0.2155827,0.07650256,0.004664314,0.02462138
1348.48,0.2160933,0.07250564,0.004715465,0.02476311
1348.962,0.2166133,0.06902779,0.004763542,0.02489651
1349.445,0.2171362,0.06600405,0.004807147,0.02501599
1349.927,0.2176557,0.06337507,0.004845954,0.02512016
1350.409,0.2181685,0.06108929,0.004880998,0.02521133
1350.891,0.2186715,0.05910293,0.00491336,0.02529263
1351.373,0.2191636,0.05737889,0.004943666,0.02536594
1351.855,0.2196454,0.05588593,0.004971689,0.02543088
1352.337,0.2201187,0.05459659,0.004996159,0.02548431
1352.819,0.2205877,0.05348643,0.005015625,0.0255235
1353.302,0.2210581,0.05253473,0.005029628,0.02554796
1353.784,0.2215362,0.0517234,0.005038571,0.02556066
1354.266,0.222029,0.05103837,0.005044754,0.02556756
1354.748,0.2225404,0.05046906,0.005050897,0.02557512
1355.23,0.223072,0.05000715,0.005060308,0.02558797
1355.712,0.2236209,0.04964596,0.005074984,0.02560725
1356.194,0.2241803,0.04937905,0.005096204,0.02563152
1356.676,0.2247401,0.04920012,0.005123971,0.02565848
1357.158,0.2252891,0.04910269,0.005157754,0.02568864
1357.641,0.225816,0.0490819,0.005196965,0.0257252
1358.123,0.226312,0.0491343,0.005241523,0.02577444
1358.605,0.2267721,0.0492589,0.005291568,0.02584284
1359.087,0.2271966,0.04945754,0.00534743,0.02593445
1359.569,0.2275911,0.04973388,0.005409067,0.02604952
1360.051,0.2279672,0.05009282,0.005476126,0.02618433
1360.533,0.2283398,0.0505399,0.005547335,0.02633345
1361.015,0.228726,0.05108036,0.005621519,0.02649217
1361.498,0.2291389,0.0517181,0.005697496,0.0266567
1361.98,0.2295866,0.0524551,0.005774402,0.0268254
1362.462,0.230069,0.05328967,0.005851782,0.0269969
1362.944,0.2305783,0.054216,0.005929636,0.02716898
1363.426,0.2311034,0.05522306,0.006008057,0.02733891
1363.908,0.2316329,0.05629439,0.006086725,0.02750316
1364.39,0.2321627,0.05740928,0.006165183,0.02766037
1364.872,0.2326982,0.0585434,0.00624215,0.02781071
1365.354,0.2332572,0.05967104,0.006315702,0.02795756
1365.837,0.2338706,0.06076663,0.006383774,0.02810484
1366.319,0.234579,0.06180576,0.006444162,0.02825462
1366.801,0.2354284,0.06276625,0.006495018,0.02840391
1367.283,0.2364664,0.06362937,0.006535325,0.02854492
1367.765,0.2377384,0.06437959,0.006565711,0.02866589
1368.247,0.2392843,0.06500595,0.006587675,0.02875617
1368.729,0.2411366,0.06550197,0.006603966,0.02880971
1369.211,0.2433177,0.06586616,0.006617373,0.02882772
1369.693,0.2458376,0.06610217,0.006630055,0.02881781
1370.176,0.2486905,0.0662179,0.006642976,0.02879155
1370.658,0.2518518,0.06622496,0.006656041,0.0287604
1371.14,0.2552761,0.06613746,0.006668564,0.02873366
1371.622,0.2588963,0.06597163,0.006680268,0.02871816
1372.104,0.2626224,0.06574468,0.006692346,0.02871938
1372.586,0.2663428,0.06547482,0.006707652,0.02874326
1373.068,0.2699247,0.0651802,0.006730478,0.02879656
1373.55,0.2732148,0.06487851,0.006765294,0.02888415
1374.032,0.2760464,0.06458566,0.006814837,0.02900669
1374.515,0.2782486,0.06431434,0.00687894,0.02915726
1374.997,0.2796623,0.0640735,0.006954304,0.02932016
1375.479,0.2801583,0.06386872,0.007033883,0.02947211
1375.961,0.2796565,0.06370219,0.007108953,0.02958566
1376.443,0.2781399,0.063575,0.007170088,0.02963422
1376.925,0.2756625,0.063489,0.007208441,0.02959695
1377.407,0.2723437,0.06344698,0.007217188,0.02946078
1377.889,0.2683569,0.06345417,0.007191767,0.02922219
1378.372,0.2639078,0.06351658,0.007129925,0.02888531
1378.854,0.2592114,0.06364021,0.007031914,0.02846142
1379.336,0.2544706,0.06382935,0.006900999,0.02796796
1379.818,0.2498626,0.06408597,0.006742535,0.02742815
1380.3,0.2455292,0.06440867,0.006564381,0.0268696
1380.782,0.2415766,0.06479377,0.006375605,0.02632182
1381.264,0.2380762,0.06523327,0.006185647,0.02581214
1381.746,0.2350676,0.06571621,0.006002746,0.02536048
1382.229,0.2325627,0.06622718,0.005833285,0.02497712
1382.711,0.2305478,0.06674571,0.005680835,0.02466133
1383.193,0.2289889,0.0672472,0.005547205,0.02440492
1383.675,0.2278383,0.06770439,0.005432632,0.02419736
1384.157,0.2270426,0.06808998,0.00533606,0.02402948
1384.639,0.2265524,0.06837996,0.005256713,0.02389758
1385.121,0.2263281,0.06855646,0.005193443,0.02380075
1385.603,0.2263432,0.06861084,0.005144686,0.02373897
1386.085,0.2265825,0.0685434,0.005107812,0.02370882
1386.568,0.2270372,0.06836356,0.005080281,0.02370183
1387.05,0.2276997,0.06808757,0.005058807,0.02370668
1387.532,0.2285612,0.0677367,0.00504154,0.02371391
1388.014,0.2296102,0.06733484,0.005027045,0.02371937
1388.496,0.2308356,0.06690668,0.005015652,0.02372537
1388.978,0.2322283,0.06647591,0.005008569,0.02373777
1389.46,0.2337851,0.0660648,0.005007288,0.02376325
1389.942,0.2355095,0.06569277,0.005012326,0.02380435
1390.425,0.2374128,0.06537668,0.00502383,0.02385987
1390.907,0.2395131,0.06513011,0.005040968,0.02392553
1391.389,0.2418336,0.06496486,0.005062724,0.02399915
1391.871,0.2444009,0.06489114,0.005088218,0.02408296
1392.353,0.2472398,0.06491876,0.00511755,0.02418478
1392.835,0.2503649,0.0650572,0.005151279,0.02431474
1393.317,0.2537675,0.06531584,0.00519002,0.02447976
1393.799,0.2573979,0.06570238,0.005234523,0.02467854
1394.281,0.2611489,0.06622203,0.005284191,0.02490063
1394.764,0.2648433,0.06687707,0.005338094,0.02512959
1395.246,0.2682344,0.06766733,0.005394606,0.02534884
1395.728,0.2710209,0.06859169,0.005451394,0.02554637
1396.21,0.2728793,0.06965045,0.005506171,0.02571614
1396.692,0.2735111,0.07084814,0.005555428,0.02585675
1397.174,0.2726957,0.07219446,0.005595276,0.02596728
1397.656,0.2703376,0.07370417,0.005621447,0.02604391
1398.138,0.266495,0.07539622,0.005630183,0.02607911
1398.62,0.261381,0.07729111,0.005618564,0.02606334
1399.103,0.2553346,0.07940928,0.005586614,0.02599122
1399.585,0.2487694,0.0817705,0.005536424,0.02586631
1400.067,0.2421129,0.08439322,0.005472855,0.02570273
1400.549,0.2357491,0.08729617,0.005401609,0.02552276
1401.031,0.2299786,0.09049932,0.005328494,0.02534974
1401.513,0.2249981,0.09402398,0.005258199,0.02520168
1401.995,0.2209006,0.09789169,0.00519363,0.02508757
1402.477,0.2176914,0.1021193,0.005136668,0.0250075
1402.959,0.2153106,0.1067147,0.005088442,0.02495647
1403.442,0.2136584,0.111668,0.005049949,0.02492886
1403.924,0.2126176,0.1169447,0.005022133,0.02492124
1404.406,0.21207,0.1224772,0.005005425,0.0249329
1404.888,0.2119078,0.1281613,0.004999226,0.02496371
1405.37,0.2120395,0.1338535,0.005001294,0.02501211
1405.852,0.2123904,0.1393756,0.00500886,0.02507286
1406.334,0.2129022,0.1445232,0.005018548,0.02513919
1406.816,0.2135297,0.1490785,0.005028381,0.02520507
1407.299,0.214239,0.1528285,0.005037987,0.0252695
1407.781,0.2150046,0.1555805,0.00504901,0.02533684
1408.263,0.2158075,0.1571793,0.005063714,0.02541614
1408.745,0.2166331,0.157519,0.005083419,0.02551525
1409.227,0.2174678,0.1565507,0.005107991,0.0256365
1409.709,0.2182976,0.154284,0.005135128,0.02577319
1410.191,0.2191067,0.1507851,0.005161198,0.02591219
1410.673,0.2198785,0.1461692,0.005182284,0.02603852
1411.156,0.2205963,0.1405918,0.005196119,0.02614145
1411.638,0.2212469,0.1342381,0.005202221,0.02621876
1412.12,0.2218213,0.1273111,0.005202187,0.02627646
1412.602,0.2223165,0.1200217,0.005197995,0.02632534
1413.084,0.2227348,0.112577,0.00519191,0.02637573
1413.566,0.223081,0.1051705,0.005185254,0.02643377
1414.048,0.2233604,0.0979723,0.005178451,0.02649977
1414.53,0.2235768,0.09112211,0.005171689,0.02657223
1415.012,0.2237318,0.08472414,0.005165159,0.02664959
1415.495,0.2238258,0.07884558,0.005159524,0.02673293
1415.977,0.2238623,0.07352038,0.005155114,0.02682632
1416.459,0.2238495,0.0687538,0.00515217,0.02693317
1416.941,0.2238056,0.06453067,0.005150077,0.02705339
1417.423,0.2237567,0.0608227,0.005147413,0.02718128
1417.905,0.2237346,0.0575944,0.005143277,0.02730544
1418.387,0.2237711,0.05480735,0.005138045,0.0274148
1418.869,0.2238927,0.05242189,0.005133712,0.02750385
1419.352,0.2241164,0.05039675,0.005133505,0.0275788
1419.834,0.2244465,0.04868896,0.00514075,0.02765616
1420.316,0.2248741,0.04725434,0.005157068,0.02775572
1420.798,0.2253788,0.04604875,0.005181761,0.0278891
1421.28,0.2259317,0.04503123,0.005211699,0.02805448
1421.762,0.2265057,0.04416597,0.005242704,0.02823805
1422.244,0.2270828,0.04342682,0.005271968,0.0284239
1422.726,0.2276591,0.0427961,0.005298687,0.02860203
1423.208,0.2282422,0.04226452,0.005325137,0.02877295
1423.691,0.2288465,0.04182814,0.005355224,0.02894526
1424.173,0.2294847,0.04148411,0.005393049,0.02912925
1424.655,0.2301636,0.04122866,0.005440433,0.02933188
1425.137,0.2308819,0.04105468,0.005496768,0.02955311
1425.619,0.2316322,0.04095223,0.00555968,0.02978785
1426.101,0.2324055,0.04091176,0.005626264,0.03003104
1426.583,0.2331965,0.04092579,0.005695001,0.03028253
1427.065,0.2340079,0.04099115,0.005766896,0.03054992
1427.547,0.2348501,0.041109,0.005844675,0.03084573
1428.03,0.2357383,0.04128339,0.005931407,0.03117972
1428.512,0.2366889,0.04151845,0.00602878,0.0315528
1428.994,0.2377149,0.04181634,0.006135851,0.03195455
1429.476,0.2388242,0.04217618,0.006249618,0.03236714
1429.958,0.240021,0.04259388,0.006366305,0.03277406
1430.44,0.2413053,0.04306374,0.00648247,0.03316787
1430.922,0.2426722,0.0435794,0.006596815,0.03355245
1431.404,0.2441098,0.04413388,0.006709289,0.03394021
1431.886,0.2455977,0.04471973,0.00682037,0.0343431
1432.369,0.2471041,0.04532814,0.006930151,0.03476376
1432.851,0.2485894,0.04594748,0.007037572,0.0351923
1433.333,0.2500133,0.04656592,0.007140564,0.03561044
1433.815,0.251345,0.04717262,0.007237577,0.03600163
1434.297,0.252573,0.04776092,0.007328801,0.03636026
1434.779,0.2537096,0.04833085,0.007416535,0.03669557
1435.261,0.2547878,0.04888775,0.0075053,0.03702423
1435.743,0.255851,0.04944148,0.007598859,0.03736005
1436.226,0.2569413,0.05000072,0.007699871,0.03770363
1436.708,0.2580878,0.05056916,0.007808201,0.03804418
1437.19,0.259304,0.05114275,0.007921155,0.03836754
1437.672,0.2605901,0.05171026,0.008035072,0.03866581
1438.154,0.2619357,0.05225595,0.008146815,0.03894017
1438.636,0.2633258,0.05276452,0.008254688,0.03920107
1439.118,0.26475,0.05322509,0.008358777,0.03946317
1439.6,0.2662084,0.05363364,0.008459373,0.03974051
1440.083,0.2677124,0.05399285,0.008556372,0.04003863
1440.565,0.2692815,0.05430948,0.008648654,0.04035142
1441.047,0.270935,0.05459159,0.008735048,0.04066289
1441.529,0.2726879,0.05484655,0.008815208,0.04095647
1442.011,0.2745483,0.05507987,0.008891015,0.04122436
1442.493,0.2765192,0.05529586,0.008967271,0.04147418
1442.975,0.2786028,0.05549844,0.009049455,0.04172618
1443.457,0.2808034,0.05569228,0.009142778,0.0420035
1443.939,0.2831294,0.05588183,0.009249342,0.04232072
1444.422,0.2855916,0.05607145,0.009367418,0.04267687
1444.904,0.2882017,0.05626427,0.009492741,0.04305799
1445.386,0.2909684,0.05646148,0.009620455,0.04344711
1445.868,0.2938972,0.05666443,0.009748037,0.04383615
1446.35,0.2969891,0.05687495,0.009876505,0.04423311
1446.832,0.3002402,0.05709719,0.01001025,0.04465927
1447.314,0.3036403,0.05733667,0.01015484,0.04513894
1447.796,0.3071724,0.05759915,0.01031497,0.04568835
1448.279,0.3108109,0.05788787,0.01049283,0.0463097
1448.761,0.3145217,0.05820147,0.01068922,0.04699585
1449.243,0.3182628,0.05853389,0.01090384,0.04774195
1449.725,0.3219867,0.05887501,0.01113864,0.04855778
1450.207,0.3256424,0.05921315,0.01139855,0.0494724
1450.689,0.3291764,0.05953769,0.01169034,0.05052752
1451.171,0.332532,0.0598398,0.01202051,0.05176026
1451.653,0.3356478,0.06011197,0.01239215,0.05318401
1452.135,0.3384539,0.06034534,0.01280316,0.05477766
1452.618,0.3408735,0.06052932,0.0132458,0.05648994
1453.1,0.3428284,0.06065067,0.01370946,0.05825896
1453.582,0.3442518,0.06069594,0.01418278,0.06003518
1454.064,0.3450998,0.06065603,0.01465637,0.06179957
1454.546,0.3453664,0.06052935,0.0151238,0.06356423
1455.028,0.3450873,0.06032539,0.01558149,0.06536207
1455.51,0.3443335,0.06006302,0.01603055,0.06722969
1455.992,0.3431947,0.05976696,0.01647799,0.06920712
1456.474,0.3417569,0.05946179,0.01694155,0.07136156
1456.957,0.3400884,0.05916568,0.01745467,0.07383338
1457.439,0.3382378,0.05888744,0.01806637,0.07687245
1457.921,0.3362406,0.05862626,0.0188387,0.08082548
1458.403,0.3341298,0.05837524,0.01983136,0.08605785
1458.885,0.3319407,0.05812554,0.02108476,0.09282724
1459.367,0.329718,0.05786984,0.02259843,0.1011453
1459.849,0.327516,0.05760418,0.02431604,0.110672
1460.331,0.3253853,0.05732712,0.02612224,0.1206798
1460.813,0.3233526,0.05703861,0.02785457,0.1301236
1461.296,0.3213943,0.05673988,0.02933089,0.1378244
1461.778,0.3194182,0.05643297,0.03038684,0.1427342
1462.26,0.3172641,0.05612396,0.03091049,0.1442104
1462.742,0.3147217,0.0558252,0.0308693,0.142192
1463.224,0.3115687,0.0555567,0.03031548,0.1372073
1463.706,0.3076138,0.0553456,0.02937225,0.1302108
1464.188,0.3027396,0.05522391,0.02820297,0.1223184
1464.67,0.2969266,0.05522599,0.02697252,0.1145416
