wavenumber,EPDM,Neoprene,Mylar,PTFE,PVC,Polystyrene,Polyethylene,Sample: eyeglass bag,Sample: Gloves (KC500),Sample: Shopping bag
875.0417,0.3186725,0.3453213,0.1730969,0.006634647,0.02275183,0.1684689,0.002914365,0.02508357,0.04205748,0.01615329
875.5239,0.3185903,0.3454856,0.1628761,0.006603294,0.02283303,0.1599647,0.002934298,0.02507797,0.04212699,0.0161525
876.006,0.3184594,0.3455659,0.1539905,0.006561714,0.02288989,0.1525616,0.002941525,0.02506594,0.04216678,0.01613517
876.4882,0.3182914,0.3455755,0.146328,0.00651711,0.02292436,0.1461843,0.002921159,0.0250495,0.04217846,0.01610591
876.9702,0.3181016,0.3455357,0.1396969,0.006476624,0.02294178,0.1406808,0.002861881,0.02503163,0.04216984,0.01606815
877.4524,0.3179087,0.345473,0.1338933,0.006444345,0.02294912,0.1358798,0.002759723,0.02501521,0.04215224,0.01602267
877.9344,0.3177319,0.3454158,0.1287406,0.006421941,0.02295357,0.1316285,0.002620449,0.02500333,0.04213849,0.01596871
878.4166,0.3175888,0.3453878,0.1241035,0.006407825,0.02296073,0.1278079,0.00245977,0.024999,0.04213919,0.01590504
878.8987,0.3174931,0.3454076,0.1198854,0.006399082,0.02297398,0.1243329,0.002300625,0.02500411,0.04216105,0.01583186
879.3809,0.3174535,0.3454866,0.1160192,0.006392726,0.02299433,0.1211468,0.002168014,0.02501966,0.04220631,0.01575181
879.8629,0.3174745,0.3456312,0.1124585,0.006386209,0.02301999,0.118212,0.002084205,0.02504455,0.04227301,0.01566904
880.3451,0.3175571,0.3458455,0.1091733,0.006378023,0.02304798,0.1155054,0.002063355,0.02507553,0.04235652,0.01558866
880.8271,0.3176996,0.3461335,0.1061452,0.006367302,0.02307421,0.1130135,0.002109373,0.02510793,0.04245129,0.01551521
881.3093,0.3178984,0.346498,0.1033644,0.006353537,0.02309438,0.1107293,0.002215342,0.02513658,0.04255125,0.01545237
881.7914,0.3181475,0.3469409,0.1008237,0.006336368,0.02310462,0.1086482,0.002366032,0.02515723,0.04265092,0.01540236
882.2736,0.3184389,0.3474605,0.09851445,0.006316083,0.02310259,0.1067636,0.002540756,0.02516826,0.04274618,0.01536705
882.7556,0.3187639,0.3480521,0.09642287,0.006293964,0.02308773,0.1050659,0.002716606,0.02517071,0.04283482,0.01534807
883.2378,0.3191131,0.3487069,0.09453055,0.006272444,0.02306152,0.1035408,0.002872144,0.02516837,0.04291707,0.01534641
883.7198,0.3194777,0.3494141,0.09281757,0.006254108,0.02302702,0.1021724,0.002988682,0.02516543,0.04299566,0.01536072
884.202,0.3198518,0.3501638,0.09126826,0.006241323,0.02298842,0.1009473,0.003052567,0.02516556,0.04307514,0.01538719
884.6841,0.3202304,0.3509461,0.08987295,0.006234655,0.02294914,0.09985641,0.003056709,0.02516976,0.04316021,0.0154188
885.1663,0.3206099,0.3517534,0.0886298,0.006232658,0.02291187,0.09889618,0.003002253,0.025177,0.04325436,0.01544769
885.6483,0.3209858,0.3525794,0.08754008,0.006232117,0.02287763,0.09806598,0.002898561,0.02518411,0.0433585,0.01546686
886.1305,0.3213529,0.3534176,0.08660455,0.00622945,0.02284633,0.09736554,0.002763279,0.025188,0.04347057,0.01547381
886.6125,0.3217051,0.3542621,0.08581949,0.006221823,0.02281787,0.09679084,0.002618758,0.0251869,0.04358649,0.01547073
887.0947,0.3220372,0.3551073,0.08517612,0.006208509,0.02279292,0.09633421,0.002487864,0.02518064,0.04370194,0.0154643
887.5768,0.3223459,0.3559497,0.0846623,0.006191229,0.02277344,0.09598482,0.002388601,0.02517112,0.04381387,0.01546254
888.059,0.3226337,0.3567898,0.08426694,0.006173096,0.02276275,0.09573205,0.002330295,0.02516146,0.04392166,0.0154718
888.541,0.3229067,0.3576319,0.08398158,0.006158019,0.02276433,0.09556679,0.00231231,0.02515475,0.0440272,0.01549445
889.0232,0.3231755,0.3584835,0.08380128,0.006148641,0.02278059,0.0954834,0.002325461,0.02515341,0.04413348,0.01552816
889.5052,0.3234518,0.3593536,0.08372197,0.006145897,0.02281227,0.09547712,0.002357222,0.02515884,0.04424324,0.01556846
889.9874,0.3237459,0.36025,0.08373769,0.006149166,0.02285788,0.09554273,0.002396915,0.02517175,0.04435772,0.01561109
890.4695,0.3240649,0.3611772,0.0838377,0.006156395,0.022914,0.09567229,0.002439209,0.02519184,0.04447657,0.01565455
890.9517,0.3244107,0.3621359,0.08400709,0.006165578,0.02297621,0.09585477,0.002485389,0.02521799,0.04459788,0.01569994
891.4337,0.3247822,0.3631234,0.08422857,0.006174644,0.0230403,0.09607788,0.002540544,0.02524824,0.04472022,0.01574984
891.9159,0.3251766,0.3641354,0.08448679,0.006182701,0.02310299,0.09633102,0.002609071,0.02527942,0.04484312,0.01580558
892.3979,0.3255897,0.3651669,0.08476983,0.006189076,0.0231618,0.09660598,0.002690399,0.0253075,0.04496788,0.01586455
892.8801,0.3260191,0.3662144,0.08506973,0.006193232,0.02321558,0.09689842,0.002776572,0.0253285,0.04509685,0.01592089
893.3622,0.3264624,0.3672768,0.08538029,0.006194652,0.02326339,0.09720543,0.002853163,0.0253395,0.04523302,0.01596672
893.8444,0.3269182,0.3683546,0.08569445,0.006193178,0.02330508,0.09752326,0.002903106,0.02533998,0.0453787,0.0159961
894.3264,0.3273846,0.3694521,0.08600194,0.006188721,0.02334063,0.09784438,0.002912494,0.02533192,0.04553563,0.01600723
894.8086,0.3278591,0.3705766,0.08628954,0.006181755,0.02337053,0.09815771,0.002875223,0.0253195,0.04570543,0.01600397
895.2906,0.3283383,0.3717382,0.08654308,0.006173148,0.02339524,0.09844908,0.00279604,0.02530762,0.04588987,0.01599413
895.7728,0.3288198,0.3729517,0.08675097,0.006164323,0.02341582,0.09870452,0.002689316,0.02530019,0.04609275,0.01598667
896.2549,0.3293013,0.3742311,0.08690581,0.006156235,0.02343287,0.09891217,0.002576077,0.02529932,0.0463192,0.01598837
896.7371,0.3297818,0.3755889,0.08700469,0.00615025,0.02344684,0.09906386,0.002479201,0.02530434,0.04657515,0.01600217
897.2191,0.3302601,0.3770311,0.08704595,0.006147397,0.02345723,0.09915424,0.00241785,0.02531294,0.04686614,0.01602689
897.7013,0.3307358,0.3785546,0.08702694,0.006149035,0.02346377,0.09917952,0.002403948,0.02532243,0.0471957,0.01605945
898.1833,0.3312086,0.3801477,0.08694182,0.006157115,0.02346657,0.09913597,0.002439337,0.02533146,0.04756445,0.01609704
898.6655,0.3316772,0.3817897,0.0867804,0.006173005,0.02346684,0.09901877,0.002515864,0.02533963,0.04796965,0.01613796
899.1476,0.3321412,0.3834576,0.08653132,0.006197684,0.02346733,0.09882348,0.002616787,0.02534826,0.04840675,0.01618145
899.6298,0.3326023,0.3851313,0.08618631,0.006230569,0.02347252,0.09854807,0.002718807,0.02535953,0.04887095,0.01622739
900.1118,0.3330626,0.3867961,0.08574139,0.006268789,0.02348718,0.09819326,0.002797283,0.02537478,0.04935831,0.01627333
900.594,0.3335268,0.3884479,0.08519928,0.006307748,0.02351606,0.09776327,0.002829917,0.0253948,0.04986753,0.01631583
901.076,0.3339998,0.3900894,0.08456717,0.006341801,0.02356266,0.09726439,0.002802604,0.02541932,0.05039939,0.01635046
901.5582,0.3344866,0.3917284,0.08385467,0.006366324,0.02362921,0.09670305,0.002713758,0.02544749,0.0509565,0.01637497
902.0403,0.3349897,0.393372,0.08307074,0.006378205,0.02371643,0.09608392,0.002576053,0.0254782,0.05154088,0.01638968
902.5225,0.3355097,0.3950232,0.08222232,0.006376812,0.02382408,0.09540977,0.002415916,0.02550997,0.05215336,0.01639863
903.0045,0.3360447,0.396679,0.08131564,0.006364373,0.02395185,0.09468289,0.002268496,0.02554103,0.05279252,0.01640807
903.4867,0.3365914,0.3983311,0.08035668,0.006343737,0.0240994,0.093907,0.002170206,0.02556877,0.05345455,0.01642352
903.9688,0.3371449,0.399967,0.07935337,0.006317686,0.02426663,0.09308893,0.002149158,0.02558985,0.05413458,0.01644755
904.4509,0.3377016,0.4015742,0.07831568,0.00628835,0.02445355,0.0922397,0.002217496,0.02560143,0.05482814,0.01647945
904.933,0.3382576,0.4031403,0.07725453,0.006256939,0.02466013,0.09137237,0.002366415,0.0256023,0.05553221,0.01651547
905.4152,0.3388105,0.4046557,0.07618119,0.006224732,0.02488644,0.09050097,0.00256768,0.02559458,0.05624605,0.01655177
905.8972,0.3393593,0.406112,0.07510562,0.00619362,0.02513262,0.0896368,0.002779454,0.02558316,0.0569705,0.01658657
906.3794,0.3399033,0.4075017,0.07403686,0.006167386,0.02539892,0.08878804,0.002956726,0.02557579,0.05770655,0.01662053
906.8615,0.3404427,0.408817,0.07298373,0.006150795,0.02568607,0.08795924,0.003062921,0.02558044,0.05845345,0.01665663
907.3436,0.3409791,0.4100506,0.07195619,0.006148112,0.02599495,0.08715276,0.003079655,0.02560293,0.05920707,0.01669736
907.8257,0.3415125,0.4111943,0.07096482,0.006161705,0.0263256,0.08637008,0.003011046,0.02564488,0.05995926,0.01674244
908.3079,0.3420429,0.4122407,0.07002009,0.006190413,0.02667762,0.08561353,0.002882114,0.02570263,0.06069858,0.01678808
908.7899,0.3425677,0.4131823,0.06913041,0.006229824,0.02704896,0.08488584,0.002731067,0.02576892,0.06141184,0.01682728
909.2721,0.3430818,0.4140121,0.06830016,0.006272675,0.02743682,0.0841907,0.002598483,0.02583479,0.06208703,0.01685274
909.7542,0.3435793,0.4147247,0.06752961,0.006311836,0.02783802,0.08353195,0.002515872,0.02589265,0.06271562,0.01685979
910.2363,0.3440534,0.4153159,0.06681535,0.006341937,0.0282494,0.08291306,0.002497672,0.02593774,0.06329296,0.01684736
910.7184,0.3444998,0.4157851,0.06615341,0.006361085,0.02866847,0.08233799,0.002539478,0.02596967,0.06381914,0.01681899
911.2006,0.344919,0.4161363,0.06554174,0.006370929,0.02909366,0.08181117,0.002621404,0.02599113,0.06429704,0.01678049
911.6826,0.3453165,0.4163783,0.06498152,0.006375957,0.02952337,0.08133769,0.002716119,0.02600643,0.06473012,0.01673841
912.1648,0.3457027,0.416525,0.06447659,0.006381325,0.02995563,0.08092192,0.00279832,0.02601954,0.06512085,0.01669729
912.6469,0.3460909,0.4165934,0.0640312,0.006391858,0.03038778,0.08056739,0.002850949,0.02603371,0.0654694,0.0166596
913.129,0.3464941,0.4166016,0.06364755,0.006409901,0.0308163,0.08027474,0.002867848,0.02605024,0.06577396,0.01662605
913.6111,0.3469221,0.416566,0.06332427,0.006435899,0.03123756,0.08004177,0.002851123,0.02606982,0.0660313,0.01659679
914.0933,0.3473802,0.4164999,0.06305624,0.006468324,0.03164828,0.0798634,0.002806491,0.02609234,0.06623814,0.01657195
914.5753,0.3478681,0.4164132,0.06283633,0.006503985,0.03204607,0.07973348,0.002738588,0.02611726,0.06639199,0.01655124
915.0575,0.3483832,0.4163128,0.06265888,0.00653947,0.03242971,0.0796463,0.002647971,0.02614386,0.06649177,0.01653368
915.5396,0.3489206,0.4162019,0.06252046,0.006570824,0.03279792,0.07959774,0.002533731,0.0261703,0.06653702,0.01651648
916.0217,0.3494773,0.416083,0.06242117,0.006595052,0.03315009,0.07958601,0.002396831,0.02619455,0.0665281,0.01649605
916.5038,0.3500514,0.4159554,0.06236291,0.006609453,0.03348413,0.07961054,0.002245018,0.02621408,0.0664655,0.01646804
916.986,0.3506436,0.4158168,0.06234727,0.006613238,0.03379764,0.0796707,0.002094844,0.02622738,0.0663501,0.01643019
917.468,0.3512564,0.4156637,0.0623739,0.006607288,0.03408895,0.07976584,0.001969232,0.02623481,0.06618427,0.01638285
917.9502,0.3518929,0.4154926,0.06243991,0.006594558,0.03435746,0.07989422,0.001891614,0.02623905,0.06597196,0.01633021
918.4323,0.3525562,0.4153019,0.06254084,0.006579363,0.03460496,0.0800537,0.001878581,0.02624476,0.0657196,0.01627791
918.9144,0.3532493,0.4150954,0.06267229,0.006566723,0.03483585,0.08024307,0.001933262,0.02625731,0.06543538,0.01623198
919.3965,0.3539737,0.4148811,0.06283168,0.006560723,0.03505609,0.08046153,0.002044548,0.02628149,0.06512778,0.01619601
919.8787,0.3547302,0.4146722,0.06301822,0.006563824,0.03527162,0.080709,0.002189643,0.02631963,0.06480423,0.01617071
920.3607,0.3555172,0.4144832,0.06323209,0.006575819,0.03548678,0.08098474,0.002341171,0.02637114,0.0644697,0.01615397
920.8429,0.3563312,0.4143268,0.0634727,0.006594461,0.03570344,0.08128684,0.002474979,0.0264328,0.06412566,0.01614279
921.325,0.3571661,0.4142093,0.0637373,0.006616288,0.03592042,0.08161101,0.002575593,0.02649905,0.06377089,0.01613469
921.8071,0.3580147,0.414129,0.06402107,0.006637793,0.03613516,0.08195204,0.002637459,0.026564,0.06340267,0.01612908
922.2892,0.3588703,0.414076,0.06431804,0.006656363,0.03634491,0.08230498,0.002663022,0.02662233,0.06301846,0.01612644
922.7714,0.3597294,0.4140352,0.06462358,0.006671191,0.03654887,0.08266699,0.002658501,0.02667047,0.06261791,0.01612761
923.2534,0.3605918,0.4139893,0.06493539,0.006682328,0.03674819,0.08303794,0.002630624,0.02670693,0.06220348,0.01613225
923.7356,0.361463,0.4139238,0.06525461,0.006690953,0.03694615,0.08342095,0.002585248,0.02673239,0.06178011,0.01613844
924.2177,0.3623503,0.4138294,0.06558365,0.006697901,0.03714665,0.08381944,0.002529163,0.02674926,0.06135423,0.01614326
924.6998,0.3632625,0.4137039,0.06592572,0.006704229,0.03735342,0.08423668,0.002472225,0.02676134,0.06093274,0.01614406
925.1819,0.3642055,0.4135523,0.06628217,0.006710219,0.0375682,0.08467319,0.002428596,0.0267732,0.06052108,0.01614006
925.6641,0.3651804,0.4133856,0.06665201,0.006715931,0.03779104,0.08512648,0.002415576,0.02678869,0.06012251,0.01613235
926.1461,0.3661828,0.4132185,0.06703241,0.006721423,0.03802056,0.08559212,0.002448715,0.0268109,0.05973803,0.01612344
926.6283,0.367206,0.413069,0.0674205,0.006727235,0.03825569,0.08606546,0.002536813,0.02684092,0.05936742,0.01611589
927.1104,0.3682414,0.4129539,0.0678146,0.006734077,0.03849564,0.08654326,0.002676958,0.0268779,0.05900961,0.01611097
927.5925,0.3692832,0.4128881,0.06821477,0.006742704,0.03874112,0.08702441,0.002854114,0.02691958,0.05866439,0.01610847
928.0746,0.3703287,0.4128823,0.06862215,0.00675437,0.03899357,0.08750983,0.003043744,0.02696336,0.05833314,0.01610747
928.5568,0.3713783,0.4129391,0.06903773,0.00676983,0.03925453,0.08800095,0.003218517,0.02700693,0.05801882,0.01610738
929.0388,0.3724353,0.4130552,0.06946092,0.006789749,0.03952529,0.08849891,0.003354608,0.02704946,0.05772579,0.01610937
929.521,0.3735016,0.41322,0.06988905,0.006813945,0.03980554,0.08900343,0.003437029,0.02709126,0.05745817,0.01611616
930.0031,0.3745784,0.4134191,0.07031807,0.006841861,0.04009402,0.08951326,0.003461249,0.02713349,0.0572192,0.01613083
930.4852,0.3756648,0.413637,0.07074457,0.006871908,0.0403891,0.09002684,0.003431619,0.02717734,0.05700967,0.01615502
930.9673,0.3767587,0.4138594,0.07116689,0.006902138,0.04068856,0.09054341,0.003357615,0.02722269,0.05682738,0.01618759
931.4495,0.3778589,0.414076,0.07158626,0.006930137,0.04099055,0.09106276,0.003251023,0.02726832,0.05666778,0.01622437
931.9315,0.3789658,0.4142807,0.07200652,0.006954112,0.04129361,0.09158557,0.003124519,0.02731173,0.0565253,0.01625958
932.4137,0.3800823,0.4144703,0.07243299,0.00697355,0.04159654,0.09211233,0.002991384,0.02735082,0.05639456,0.01628861
932.8958,0.3812118,0.4146433,0.07287027,0.006988823,0.04189794,0.09264257,0.002865973,0.02738391,0.05627208,0.01630939
933.3779,0.3823579,0.4147993,0.07332169,0.007001748,0.04219675,0.09317525,0.002764551,0.02741086,0.05615687,0.01632335
933.86,0.3835218,0.4149387,0.07378818,0.007014242,0.04249234,0.09370967,0.002701812,0.02743297,0.05605081,0.01633488
934.3422,0.3847028,0.415063,0.0742696,0.007028008,0.04278532,0.09424644,0.002688464,0.02745264,0.05595732,0.01634905
934.8242,0.3858973,0.4151748,0.07476419,0.007043326,0.0430776,0.09478831,0.002727288,0.0274727,0.0558805,0.01636896
935.3064,0.3871018,0.4152791,0.07527024,0.007059287,0.04337306,0.09534028,0.002810358,0.02749515,0.0558239,0.01639538
935.7885,0.3883137,0.4153816,0.07578553,0.007073749,0.04367643,0.09590812,0.002920868,0.02752164,0.05578965,0.01642591
936.2706,0.3895316,0.4154871,0.07630794,0.007084779,0.04399299,0.09649707,0.003036993,0.02755258,0.05577878,0.01645737
936.7527,0.3907573,0.4155979,0.07683522,0.007090828,0.04432751,0.09710993,0.003136998,0.0275874,0.05579166,0.0164867
937.2349,0.3919941,0.4157131,0.07736629,0.007091855,0.04468383,0.0977466,0.00320638,0.02762453,0.05582792,0.01651255
937.7169,0.393247,0.4158295,0.07790229,0.007089558,0.04506499,0.0984054,0.003239216,0.02766214,0.05588796,0.01653563
938.1991,0.3945218,0.4159426,0.07844772,0.007085835,0.04547397,0.09908378,0.003240647,0.0276979,0.05597231,0.01655728
938.6812,0.3958239,0.4160484,0.07901111,0.007082671,0.04591404,0.09978066,0.003222193,0.02772981,0.05608186,0.01657881
939.1633,0.3971599,0.4161463,0.07960314,0.007081464,0.04638945,0.1004971,0.003198764,0.02775707,0.05621697,0.01660084
939.6454,0.398536,0.416238,0.08023458,0.00708228,0.04690551,0.1012366,0.003183882,0.02778052,0.05637858,0.01662308
940.1276,0.3999582,0.4163279,0.08091357,0.00708455,0.04746778,0.1020038,0.00318695,0.02780314,0.05656722,0.01664588
940.6096,0.4014319,0.4164216,0.08164245,0.007087264,0.04808081,0.1028025,0.003212332,0.02782878,0.056784,0.01667023
941.0918,0.4029607,0.4165245,0.08241723,0.007089691,0.04874716,0.103635,0.003258652,0.02786137,0.05703027,0.01669784
941.5739,0.4045466,0.4166416,0.08322835,0.007091005,0.04946683,0.104501,0.003321008,0.02790326,0.05730799,0.01673022
942.056,0.4061899,0.416778,0.084064,0.007091239,0.05023802,0.1053991,0.003390302,0.02795438,0.05761991,0.01676796
942.5381,0.4078895,0.416939,0.08491309,0.007090165,0.05105775,0.1063271,0.003456527,0.02801153,0.0579689,0.01680937
943.0203,0.4096427,0.4171307,0.08576839,0.007087369,0.05192366,0.1072834,0.003508514,0.02806935,0.058357,0.01685111
943.5023,0.4114458,0.4173604,0.08662755,0.007082405,0.05283417,0.1082668,0.003537122,0.02812221,0.05878646,0.01688885
943.9845,0.4132929,0.4176336,0.08749355,0.007075172,0.0537901,0.1092771,0.003537731,0.02816582,0.05925868,0.01691922
944.4666,0.4151753,0.417955,0.08837337,0.007066274,0.05479388,0.1103144,0.003512005,0.02819925,0.0597752,0.0169413
944.9487,0.4170806,0.4183261,0.0892753,0.00705682,0.05584854,0.1113783,0.003468879,0.02822417,0.06033721,0.01695683
945.4308,0.4189928,0.4187472,0.09020801,0.007048628,0.05695678,0.1124687,0.00342268,0.02824387,0.06094613,0.01696881
945.913,0.4208936,0.4192178,0.0911795,0.00704333,0.05812079,0.1135861,0.003388865,0.02826268,0.06160378,0.01698096
946.395,0.4227636,0.4197384,0.09219608,0.007041814,0.0593408,0.1147319,0.003380193,0.02828326,0.06231214,0.01699576
946.8772,0.4245865,0.4203138,0.0932622,0.007044188,0.06061673,0.1159096,0.00340123,0.02830664,0.06307395,0.01701449
947.3593,0.4263493,0.420951,0.09437937,0.007049372,0.06194708,0.1171235,0.003447401,0.02833202,0.06389271,0.01703722
947.8414,0.4280446,0.4216593,0.09554649,0.007056121,0.06333048,0.1183785,0.003505664,0.02835844,0.06477359,0.01706461
948.3235,0.4296711,0.4224475,0.09675931,0.007063196,0.06476513,0.1196795,0.003559397,0.0283856,0.06572296,0.01709805
948.8057,0.4312333,0.4233218,0.09801143,0.00707008,0.06624831,0.1210298,0.003594249,0.02841387,0.06674875,0.01713968
