wavenumber,EPDM,Neoprene,Mylar,PTFE,PVC,Polystyrene,Polyethylene,Sample: eyeglass bag,Sample: Gloves (KC500),Sample: Shopping bag
2412.512,0.131553,0.1453903,0.007658639,-0.004421843,-0.005771937,0.03720437,0.001700251,0.04401936,0.05717071,0.03497592
2412.994,0.1315387,0.1453913,0.007629887,-0.004424159,-0.005776748,0.03719101,0.00170834,0.04403366,0.05717487,0.03498646
2413.476,0.131516,0.1453883,0.007599191,-0.004431892,-0.005787445,0.03717317,0.001718273,0.04404204,0.05717143,0.03499345
2413.958,0.1314865,0.1453832,0.007567919,-0.004443848,-0.005803397,0.03715135,0.001729728,0.04404517,0.05716292,0.03499821
2414.44,0.131454,0.1453778,0.007537281,-0.004457641,-0.00582381,0.03712744,0.001742069,0.04404421,0.05715272,0.03500281
2414.922,0.1314218,0.1453744,0.007508724,-0.004470881,-0.005846695,0.03710352,0.001753374,0.04404123,0.05714503,0.03500863
2415.405,0.1313935,0.1453736,0.007481446,-0.004482212,-0.005870067,0.03708024,0.001763084,0.0440375,0.05714215,0.03501546
2415.887,0.131371,0.1453754,0.007455448,-0.004491078,-0.005891218,0.03705945,0.001770075,0.04403544,0.05714561,0.03502319
2416.369,0.1313554,0.1453802,0.007429682,-0.004496997,-0.005908079,0.03704163,0.001773705,0.0440368,0.0571555,0.03503109
2416.851,0.1313463,0.1453867,0.007403583,-0.004499808,-0.005918972,0.03702704,0.001773974,0.04404333,0.05717019,0.03503841
2417.333,0.1313437,0.1453955,0.00737828,-0.004499509,-0.005922382,0.037016,0.001771758,0.04405595,0.05718861,0.03504565
2417.815,0.1313472,0.1454059,0.007354984,-0.0044957,-0.005918227,0.03700903,0.00176786,0.04407435,0.05720933,0.03505322
2418.297,0.1313554,0.1454173,0.00733418,-0.004488698,-0.005908172,0.03700587,0.001763158,0.04409685,0.05723131,0.03506145
2418.779,0.1313676,0.1454293,0.007316112,-0.004478978,-0.005894287,0.03700536,0.001758455,0.04412084,0.05725474,0.03506985
2419.261,0.1313818,0.1454407,0.007299407,-0.004467898,-0.005879918,0.03700609,0.001754071,0.04414267,0.05727952,0.0350775
2419.744,0.1313951,0.1454508,0.007281486,-0.004457851,-0.005868333,0.03700533,0.001749765,0.04416009,0.05730567,0.03508333
2420.226,0.1314053,0.1454589,0.007259924,-0.004450595,-0.005862805,0.03700083,0.001745377,0.04417107,0.05733259,0.03508643
2420.708,0.1314096,0.1454654,0.0072327,-0.004447967,-0.00586485,0.03699042,0.001741629,0.04417535,0.05735918,0.03508645
2421.19,0.1314082,0.1454716,0.007200456,-0.00445061,-0.005874155,0.03697402,0.001738523,0.04417503,0.05738449,0.03508448
2421.672,0.1314014,0.1454786,0.007164404,-0.004457889,-0.005889847,0.03695204,0.001737662,0.04417278,0.05740685,0.03508225
2422.154,0.131392,0.1454872,0.007127126,-0.004467887,-0.005909296,0.03692615,0.001740011,0.04417003,0.05742464,0.03508119
2422.636,0.131383,0.1454985,0.007091288,-0.004478607,-0.005930107,0.03689883,0.001746296,0.04416977,0.05743793,0.03508319
2423.118,0.1313769,0.1455108,0.007057538,-0.004488132,-0.005950368,0.036872,0.001755473,0.04417203,0.05744597,0.03508802
2423.601,0.1313752,0.1455239,0.007026282,-0.004495183,-0.00596896,0.03684732,0.001766743,0.04417697,0.05745019,0.03509483
2424.083,0.131378,0.1455358,0.00699655,-0.004499596,-0.005985721,0.0368252,0.001777857,0.04418299,0.05745153,0.0351019
2424.565,0.1313833,0.1455456,0.006967211,-0.004502091,-0.00600113,0.03680574,0.001786082,0.0441891,0.05745209,0.03510763
2425.047,0.1313892,0.1455535,0.006937779,-0.004503706,-0.006016544,0.03678859,0.001789651,0.04419444,0.0574529,0.03511046
2425.529,0.131394,0.1455605,0.006909469,-0.004505162,-0.006031964,0.03677385,0.001787673,0.04419912,0.05745618,0.03511079
2426.011,0.1313962,0.1455683,0.006883333,-0.004506937,-0.006047309,0.03676151,0.001780148,0.04420321,0.05746242,0.03510971
2426.493,0.1313957,0.1455788,0.006860828,-0.004508554,-0.006061621,0.03675175,0.001769002,0.04420789,0.0574724,0.03510978
2426.975,0.1313927,0.1455929,0.006842523,-0.00450993,-0.0060733,0.03674499,0.001756081,0.04421383,0.05748586,0.03511394
2427.458,0.1313886,0.1456116,0.006828176,-0.004509705,-0.006081144,0.03674121,0.001743076,0.04422228,0.05750314,0.03512449
2427.94,0.1313841,0.1456345,0.006816173,-0.004508118,-0.006084832,0.0367396,0.001731594,0.04423316,0.05752298,0.03514219
2428.422,0.1313795,0.1456597,0.00680392,-0.004505006,-0.006084599,0.03673906,0.001721798,0.04424689,0.05754416,0.03516648
2428.904,0.1313753,0.1456864,0.006790529,-0.004500291,-0.006080926,0.03673926,0.001713931,0.04426255,0.05756604,0.03519476
2429.386,0.1313712,0.145712,0.006774702,-0.004494532,-0.00607597,0.03673856,0.00170775,0.04427973,0.05758699,0.03522372
2429.868,0.1313672,0.145735,0.006757491,-0.004488289,-0.006071574,0.0367366,0.001704144,0.04429709,0.05760599,0.03524969
2430.35,0.131363,0.1457539,0.006739624,-0.004481882,-0.006068855,0.03673355,0.001703435,0.04431343,0.05762184,0.03527009
2430.832,0.1313587,0.1457681,0.006722885,-0.004475633,-0.006069177,0.03672907,0.001706433,0.04432827,0.0576342,0.03528358
2431.314,0.1313538,0.1457774,0.006708166,-0.004470023,-0.006073024,0.03672351,0.00171491,0.04434126,0.05764283,0.03529024
2431.797,0.1313482,0.1457828,0.006695549,-0.004465373,-0.006080237,0.03671728,0.001729191,0.04435266,0.05764864,0.03529207
2432.279,0.1313428,0.1457853,0.006684386,-0.004461203,-0.006089936,0.03671112,0.001747832,0.04436423,0.05765326,0.03529182
2432.761,0.1313378,0.1457868,0.006672732,-0.004457833,-0.006101802,0.0367053,0.001769704,0.04437647,0.05765788,0.03529123
2433.243,0.1313338,0.1457885,0.006659369,-0.004455505,-0.006115035,0.03670046,0.001791828,0.04439022,0.0576642,0.03529222
2433.725,0.1313311,0.1457913,0.006643243,-0.004453257,-0.006129156,0.03669697,0.001812349,0.04440567,0.05767274,0.03529564
2434.207,0.1313294,0.1457949,0.006623294,-0.00445197,-0.006144001,0.0366943,0.001829247,0.04442127,0.0576833,0.03530121
2434.689,0.1313283,0.1457987,0.00660009,-0.004451084,-0.006159414,0.03669222,0.001841231,0.04443655,0.0576949,0.03530904
2435.171,0.1313264,0.1458013,0.00657436,-0.004451243,-0.006175394,0.03668962,0.001848376,0.04444922,0.05770615,0.03531886
2435.654,0.1313226,0.1458022,0.006547566,-0.004452847,-0.006192102,0.03668452,0.001851006,0.04445878,0.05771502,0.0353312
2436.135,0.1313152,0.1458009,0.006521083,-0.004456542,-0.006209216,0.03667607,0.001849922,0.04446488,0.05772081,0.03534586
2436.618,0.131305,0.1457976,0.006495811,-0.00446289,-0.006226095,0.03666369,0.001846011,0.04446863,0.05772337,0.03536313
2437.1,0.1312928,0.1457942,0.006473129,-0.004471574,-0.006242018,0.03664804,0.001840565,0.04447179,0.05772397,0.03538232
2437.582,0.1312802,0.1457917,0.006452956,-0.004481385,-0.006255699,0.03663113,0.001834389,0.0444762,0.05772438,0.03540234
2438.064,0.131269,0.1457912,0.006434807,-0.004491039,-0.006266812,0.03661487,0.0018291,0.0444839,0.05772641,0.03542179
2438.546,0.1312611,0.1457938,0.00641787,-0.004497881,-0.00627496,0.0366027,0.001825749,0.04449573,0.05773193,0.03543949
2439.028,0.1312574,0.1458003,0.006402391,-0.004499495,-0.006279896,0.03659698,0.001825063,0.04451254,0.05774284,0.03545569
2439.51,0.131257,0.1458101,0.006387555,-0.00449475,-0.006282263,0.03659852,0.001826965,0.04453322,0.05775844,0.03547005
2439.992,0.1312582,0.1458221,0.006372956,-0.004483723,-0.006283744,0.03660633,0.00183113,0.04455619,0.05777787,0.03548258
2440.475,0.1312592,0.1458358,0.006359329,-0.004467942,-0.006285711,0.03661893,0.001836593,0.04457891,0.05779946,0.03549436
2440.957,0.1312585,0.1458498,0.00634716,-0.004450864,-0.006289204,0.03663278,0.001842947,0.04459894,0.0578207,0.03550446
2441.439,0.1312549,0.1458628,0.006335801,-0.004436599,-0.006295512,0.03664446,0.001849222,0.04461349,0.05783964,0.03551198
2441.921,0.1312493,0.1458741,0.006325899,-0.004427967,-0.006303752,0.03665202,0.001855987,0.04462136,0.05785533,0.03551631
2442.403,0.1312425,0.145883,0.006317054,-0.004427149,-0.006313685,0.0366539,0.001863967,0.04462224,0.05786804,0.03551655
2442.885,0.131236,0.1458904,0.006309181,-0.004433585,-0.006323863,0.03665091,0.001873409,0.04461839,0.05787886,0.03551326
2443.367,0.1312319,0.1458976,0.006302934,-0.004444779,-0.006332515,0.03664499,0.001883987,0.04461335,0.0578902,0.03550897
2443.849,0.1312302,0.1459055,0.006298068,-0.004457348,-0.006340042,0.03663772,0.001893436,0.0446104,0.05790333,0.03550543
2444.332,0.1312311,0.1459165,0.006295563,-0.004467986,-0.006346204,0.03663178,0.001899568,0.04461296,0.05791954,0.03550615
2444.814,0.1312338,0.145931,0.006295338,-0.004474272,-0.006352771,0.03662828,0.001899706,0.04462285,0.05793833,0.03551198
2445.296,0.1312369,0.1459487,0.006296498,-0.004476284,-0.006361594,0.03662711,0.001892633,0.04463859,0.05795728,0.03552342
2445.778,0.1312386,0.145968,0.006297168,-0.00447652,-0.006375414,0.03662745,0.001878828,0.04465761,0.05797341,0.03553813
2446.26,0.1312375,0.145987,0.006295556,-0.004477887,-0.006395041,0.03662829,0.001861209,0.04467554,0.05798338,0.0355536
2446.742,0.1312336,0.1460033,0.006290925,-0.004482726,-0.006419993,0.03662847,0.001844232,0.04468976,0.05798642,0.03556749
2447.224,0.1312271,0.1460159,0.006282703,-0.004491684,-0.006447936,0.0366278,0.001832114,0.04469841,0.05798236,0.03557836
2447.706,0.1312186,0.1460245,0.006272437,-0.004503148,-0.006475162,0.03662645,0.001828509,0.04470306,0.05797415,0.03558595
2448.188,0.1312097,0.1460294,0.00626176,-0.004514294,-0.006497562,0.03662543,0.00183415,0.04470645,0.05796554,0.03559212
2448.671,0.1312024,0.1460322,0.006253607,-0.004519949,-0.006511179,0.03662593,0.001847504,0.04471263,0.0579611,0.03559938
2449.153,0.1311978,0.1460334,0.006249452,-0.004517284,-0.006514397,0.03662886,0.001865408,0.04472449,0.05796334,0.035609
2449.635,0.1311967,0.1460341,0.006249946,-0.004504594,-0.00650745,0.03663439,0.00188405,0.04474319,0.05797397,0.03562246
2450.117,0.1311995,0.1460333,0.006253218,-0.004483735,-0.006492836,0.03664176,0.001899695,0.04476732,0.05799052,0.03563904
2450.599,0.1312062,0.1460315,0.006258205,-0.004457692,-0.006474502,0.03665074,0.001911204,0.04479416,0.05801129,0.03565831
2451.081,0.1312157,0.1460286,0.006262214,-0.004432284,-0.006456483,0.03665989,0.001918251,0.04482001,0.05803205,0.03567868
2451.563,0.131227,0.1460254,0.006263364,-0.0044118,-0.006442977,0.03666768,0.001921889,0.04484161,0.05805041,0.03569864
2452.045,0.131239,0.1460236,0.006261163,-0.004399803,-0.006436492,0.03667338,0.001923007,0.04485696,0.05806474,0.03571725
2452.528,0.1312504,0.1460246,0.0062561,-0.004397188,-0.006438081,0.03667688,0.001922827,0.04486663,0.05807547,0.03573393
2453.01,0.1312606,0.1460304,0.006248991,-0.004402262,-0.006446376,0.03667872,0.001920776,0.04487155,0.0580845,0.03574887
2453.492,0.1312684,0.146041,0.006240814,-0.004413003,-0.006459761,0.03667952,0.001917099,0.04487408,0.05809332,0.03576186
2453.974,0.1312745,0.1460554,0.006232473,-0.004425612,-0.006476064,0.03668077,0.001911307,0.04487613,0.05810354,0.03577284
2454.456,0.131279,0.1460727,0.006225517,-0.004437253,-0.006491724,0.0366846,0.001903315,0.04488036,0.05811718,0.03578298
2454.938,0.1312827,0.1460908,0.006220277,-0.004446064,-0.006505128,0.03669148,0.001894263,0.04488723,0.05813342,0.03579228
2455.42,0.1312865,0.1461089,0.006217733,-0.004451311,-0.006514652,0.03670247,0.00188537,0.04489807,0.05815188,0.03580175
2455.902,0.1312917,0.1461266,0.006219118,-0.004452914,-0.006519409,0.03671675,0.001878021,0.04491266,0.05817206,0.03581223
2456.385,0.1312983,0.1461446,0.006225087,-0.004452411,-0.006520123,0.03673289,0.001872948,0.04493099,0.05819276,0.03582431
2456.867,0.1313059,0.1461632,0.006234743,-0.004451015,-0.006517843,0.03674844,0.001870315,0.04495144,0.05821348,0.03583825
2457.349,0.1313139,0.1461833,0.006247268,-0.004449456,-0.006513537,0.03676163,0.001870613,0.04497283,0.05823383,0.03585437
2457.831,0.1313217,0.146205,0.006260371,-0.004448787,-0.006508906,0.03677087,0.001872866,0.0449932,0.058253,0.03587252
2458.313,0.1313283,0.1462273,0.006271268,-0.004448768,-0.006504839,0.03677605,0.00187675,0.04501078,0.05827165,0.03589286
2458.795,0.131334,0.1462487,0.006278398,-0.004449316,-0.006501663,0.03677821,0.001882346,0.04502505,0.0582891,0.03591541
2459.277,0.1313383,0.1462682,0.006280859,-0.004449133,-0.00649994,0.03677884,0.001888351,0.04503574,0.05830552,0.03593998
2459.759,0.1313422,0.1462846,0.006279056,-0.004447977,-0.006499594,0.03678023,0.001895257,0.04504423,0.058321,0.03596599
2460.241,0.1313461,0.1462977,0.006275121,-0.004444789,-0.006500219,0.03678339,0.001902734,0.04505246,0.05833613,0.03599234
2460.724,0.1313501,0.1463072,0.006270694,-0.004440221,-0.00650263,0.03678841,0.001910542,0.04506224,0.05835067,0.03601745
2461.206,0.1313536,0.1463129,0.006267,-0.004434756,-0.006506578,0.03679468,0.001918354,0.04507455,0.05836537,0.03604011
2461.688,0.1313554,0.1463152,0.006264781,-0.00442937,-0.006512635,0.03680012,0.00192682,0.04508933,0.05837999,0.03605831
2462.17,0.1313551,0.1463137,0.006263628,-0.004426094,-0.006521046,0.03680344,0.001936514,0.04510565,0.05839461,0.03607212
2462.652,0.1313522,0.1463093,0.006262475,-0.004425824,-0.006530758,0.03680423,0.001948088,0.04512155,0.05840907,0.03608231
2463.134,0.1313471,0.1463018,0.006260416,-0.004429453,-0.006541526,0.03680273,0.001961546,0.04513489,0.058423,0.03608979
2463.616,0.1313413,0.1462931,0.006257536,-0.004437067,-0.006551569,0.0368003,0.00197607,0.04514424,0.05843607,0.03609685
2464.098,0.131337,0.1462847,0.006253587,-0.004447936,-0.006559992,0.03679897,0.001990763,0.04514882,0.05844785,0.03610476
2464.581,0.1313364,0.146279,0.006249554,-0.004460355,-0.006566227,0.0368011,0.00200244,0.04514905,0.058458,0.03611402
2465.063,0.1313397,0.1462769,0.006244943,-0.00447359,-0.006569865,0.03680686,0.002009138,0.04514544,0.05846598,0.03612413
2465.545,0.131347,0.1462791,0.006240167,-0.004485773,-0.006571962,0.03681694,0.002009302,0.04514004,0.05847146,0.036135
2466.027,0.1313573,0.1462866,0.006236044,-0.004495844,-0.006572354,0.03683124,0.002001784,0.04513522,0.05847538,0.03614637
2466.509,0.1313684,0.1462988,0.006232332,-0.004503316,-0.006571609,0.03684859,0.001987886,0.04513306,0.05847837,0.03615851
2466.991,0.1313795,0.1463151,0.006230507,-0.004507696,-0.00656883,0.03686907,0.001969733,0.04513659,0.05848227,0.03617318
2467.473,0.1313898,0.1463359,0.006232795,-0.00450874,-0.006562964,0.03689228,0.0019501,0.04514789,0.05848914,0.03619226
2467.955,0.1314,0.1463598,0.006240756,-0.004507178,-0.006553355,0.03691869,0.001932669,0.0451672,0.05850082,0.03621743
2468.438,0.1314119,0.1463877,0.006256209,-0.004503417,-0.006539516,0.03694775,0.001919648,0.04519463,0.05851917,0.03624939
2468.919,0.1314257,0.1464181,0.00627833,-0.004498675,-0.006522986,0.03697808,0.001912187,0.04522708,0.05854407,0.03628752
2469.402,0.1314425,0.14645,0.006304988,-0.004493931,-0.006505474,0.03700792,0.001910451,0.04526126,0.05857477,0.03632897
2469.884,0.1314611,0.1464813,0.006332973,-0.004490245,-0.006490313,0.03703522,0.001914688,0.04529357,0.0586092,0.03637128
2470.366,0.1314798,0.1465102,0.006357923,-0.004488839,-0.006481084,0.03705778,0.001922694,0.04531933,0.05864407,0.03641039
2470.848,0.131496,0.1465348,0.006377117,-0.004489307,-0.006479907,0.03707425,0.001933732,0.04533696,0.05867652,0.03644324
2471.33,0.1315092,0.1465556,0.006389812,-0.004491977,-0.006487439,0.03708539,0.001945839,0.04534632,0.05870492,0.03646772
2471.812,0.1315185,0.1465726,0.006396825,-0.0044953,-0.006502543,0.03709304,0.00195787,0.04534944,0.0587277,0.03648279
2472.294,0.1315254,0.1465881,0.006401287,-0.004498706,-0.006522133,0.03710011,0.00196884,0.04534958,0.05874531,0.03648907
2472.776,0.1315317,0.1466041,0.006406738,-0.004501215,-0.006542378,0.03710971,0.001979241,0.04535063,0.05875926,0.0364877
2473.259,0.1315397,0.1466223,0.00641582,-0.004502582,-0.006559537,0.03712467,0.001988826,0.04535529,0.05877133,0.03648108
2473.741,0.1315517,0.1466441,0.006431087,-0.004502725,-0.006570754,0.03714599,0.001998415,0.04536567,0.05878434,0.03647225
2474.223,0.1315676,0.146669,0.006450899,-0.004502706,-0.006575621,0.03717276,0.002008337,0.04538068,0.05879919,0.03646385
2474.705,0.1315873,0.1466956,0.006474758,-0.004502602,-0.006573968,0.03720308,0.002017933,0.04540003,0.05881713,0.03645924
2475.187,0.1316103,0.1467227,0.006500854,-0.004502418,-0.006566934,0.03723572,0.002026632,0.04542188,0.05883864,0.03646109
2475.669,0.1316343,0.1467486,0.006527787,-0.004502886,-0.006557125,0.03726717,0.002032872,0.04544494,0.05886301,0.03647073
2476.151,0.1316595,0.1467729,0.006553575,-0.004502865,-0.006545682,0.03729678,0.002034849,0.04546834,0.0588893,0.03648853
2476.633,0.1316847,0.1467962,0.006578463,-0.00450227,-0.006534312,0.03732434,0.002031819,0.04549208,0.05891731,0.03651405
2477.115,0.1317096,0.146819,0.006601958,-0.004500531,-0.006523919,0.0373497,0.002024846,0.0455161,0.05894543,0.03654443
2477.598,0.1317351,0.1468427,0.006623975,-0.004497892,-0.006514662,0.03737465,0.002015327,0.04554063,0.05897329,0.03657736
2478.08,0.1317603,0.1468678,0.006644019,-0.00449468,-0.006507199,0.03739936,0.002006214,0.04556474,0.05899978,0.03660979
2478.562,0.1317853,0.1468937,0.00666225,-0.0044922,-0.00650177,0.03742474,0.002001205,0.04558713,0.05902391,0.03663926
2479.044,0.131809,0.1469189,0.006678341,-0.004491275,-0.006498381,0.03745047,0.002002274,0.04560586,0.05904442,0.03666432
2479.526,0.1318313,0.1469413,0.006693363,-0.004492966,-0.006496949,0.03747647,0.002011067,0.04561953,0.05906085,0.0366842
2480.008,0.1318508,0.1469589,0.006708143,-0.004497522,-0.006497397,0.03750197,0.002026521,0.04562634,0.05907251,0.03669924
2480.49,0.1318683,0.1469713,0.006724167,-0.004504289,-0.006498414,0.03752738,0.00204642,0.04562749,0.05908087,0.03671131
2480.972,0.1318836,0.1469777,0.006741274,-0.004512533,-0.006499922,0.03755306,0.002067397,0.04562402,0.05908654,0.03672193
2481.455,0.1318973,0.1469801,0.0067612,-0.00452086,-0.006500042,0.03757986,0.002085586,0.04561916,0.0590922,0.03673391
2481.937,0.1319094,0.1469803,0.006782458,-0.004528126,-0.006498771,0.03760845,0.002098188,0.04561533,0.05909995,0.03674795
2482.419,0.13192,0.146981,0.006805047,-0.004533019,-0.006495045,0.03763969,0.002103474,0.04561534,0.05911142,0.03676529
2482.901,0.1319289,0.1469834,0.00682806,-0.00453562,-0.006489274,0.03767323,0.002100614,0.04562103,0.05912794,0.03678495
2483.383,0.1319361,0.1469894,0.006851164,-0.004535681,-0.006481946,0.03770858,0.002090593,0.04563195,0.05914907,0.03680554
2483.865,0.1319413,0.1469982,0.006873698,-0.004534349,-0.006473388,0.03774386,0.0020753,0.04564708,0.05917395,0.03682487
2484.347,0.1319443,0.1470091,0.006895826,-0.004533343,-0.006464825,0.03777779,0.002056625,0.04566426,0.05920003,0.03684096
2484.829,0.1319461,0.1470218,0.00691788,-0.004532748,-0.006456259,0.03781019,0.002037203,0.04568137,0.05922579,0.03685271
2485.312,0.1319471,0.1470346,0.006940272,-0.004534201,-0.00644867,0.03783986,0.00201942,0.04569744,0.05924911,0.03686028
2485.794,0.1319479,0.1470479,0.006963256,-0.004537214,-0.006441981,0.03786786,0.002004021,0.04571225,0.05926862,0.03686514
2486.276,0.131949,0.1470615,0.006986992,-0.004541456,-0.006436924,0.03789448,0.001992324,0.04572652,0.05928341,0.03686972
2486.758,0.1319501,0.1470758,0.007011236,-0.004545783,-0.006434077,0.03792094,0.001984329,0.04574149,0.05929291,0.03687645
2487.24,0.1319511,0.1470907,0.007036319,-0.00454847,-0.006433521,0.03794699,0.001979383,0.04575793,0.05929691,0.03688658
2487.722,0.131952,0.1471065,0.007061662,-0.00454886,-0.006435344,0.03797279,0.001977236,0.04577592,0.05929588,0.03690107
2488.204,0.1319523,0.147123,0.007087096,-0.004545472,-0.006439131,0.03799833,0.001977646,0.04579511,0.05929125,0.03691905
2488.686,0.1319526,0.1471397,0.007111876,-0.004538551,-0.006443984,0.03802337,0.001981025,0.04581336,0.05928445,0.03693986
2489.168,0.1319532,0.1471563,0.00713625,-0.00452859,-0.006448512,0.03804851,0.001988116,0.04583006,0.05927885,0.03696195
2489.651,0.1319551,0.1471726,0.007159722,-0.004517473,-0.006451484,0.03807391,0.001999584,0.04584393,0.05927674,0.03698422
2490.133,0.1319576,0.1471877,0.007182536,-0.004507173,-0.006452158,0.03809974,0.002016171,0.04585496,0.05928037,0.03700598
2490.615,0.1319616,0.147202,0.007205029,-0.004499007,-0.006449963,0.03812687,0.002037802,0.04586401,0.05929124,0.03702707
2491.097,0.1319661,0.1472146,0.007228608,-0.004495109,-0.006445221,0.03815442,0.002062578,0.0458728,0.05930917,0.03704696
2491.579,0.1319705,0.1472255,0.007253361,-0.004495897,-0.006438919,0.03818054,0.002088519,0.0458816,0.05933182,0.03706472
2492.061,0.1319734,0.1472351,0.007279703,-0.004501536,-0.006432695,0.03820477,0.002111663,0.04589193,0.05935733,0.03708027
2492.543,0.1319751,0.1472445,0.007308134,-0.004510385,-0.006427372,0.03822612,0.002129529,0.04590375,0.05938304,0.03709283
2493.025,0.1319755,0.1472551,0.00733774,-0.004521375,-0.006424262,0.03824394,0.002139802,0.04591658,0.05940709,0.03710248
2493.508,0.1319758,0.147269,0.007367691,-0.004531794,-0.006423862,0.03826016,0.002141731,0.04593004,0.05942923,0.03710974
2493.99,0.131977,0.1472881,0.007396905,-0.004539829,-0.006426008,0.0382762,0.002136967,0.04594366,0.05944971,0.03711563
2494.472,0.1319807,0.147313,0.007424466,-0.004544082,-0.006429962,0.03829362,0.002127489,0.04595729,0.05946976,0.03712187
2494.954,0.1319886,0.1473434,0.00745054,-0.004543149,-0.006434081,0.03831421,0.002116269,0.04597177,0.05949051,0.03712998
2495.436,0.1320001,0.1473778,0.007474874,-0.004537439,-0.006437543,0.03833763,0.002105378,0.04598704,0.05951188,0.03714092
2495.918,0.1320149,0.1474139,0.007498635,-0.004527281,-0.006438376,0.03836337,0.002097128,0.04600403,0.05953377,0.03715571
2496.4,0.1320322,0.1474492,0.00752224,-0.004513988,-0.00643592,0.03839007,0.002092268,0.0460225,0.05955498,0.03717497
2496.882,0.1320509,0.1474821,0.007546352,-0.004499946,-0.006429185,0.03841668,0.002090469,0.046042,0.05957486,0.03719918
2497.365,0.1320696,0.1475122,0.007571057,-0.004486395,-0.006418582,0.03844262,0.002091978,0.04606238,0.05959371,0.03722786
2497.846,0.1320874,0.1475393,0.007595271,-0.004475886,-0.006404516,0.03846762,0.002095806,0.04608224,0.05961142,0.03726022
2498.329,0.1321038,0.1475651,0.007617912,-0.004469825,-0.006388554,0.03849288,0.002101622,0.04610123,0.05962993,0.03729483
2498.811,0.1321191,0.1475905,0.007637391,-0.004467967,-0.006372089,0.03851867,0.002109429,0.04611937,0.05965044,0.03732936
2499.293,0.1321332,0.1476166,0.007651792,-0.004470891,-0.006356936,0.03854463,0.002119062,0.04613631,0.05967367,0.03736108
2499.775,0.1321465,0.1476431,0.007660942,-0.004476785,-0.006344246,0.03857035,0.002130602,0.04615264,0.05970015,0.03738818
2500.257,0.1321591,0.1476695,0.007664672,-0.004483836,-0.006333692,0.03859444,0.002143557,0.04616924,0.05972891,0.03740945
2500.739,0.1321712,0.1476958,0.007664314,-0.004489321,-0.006324698,0.03861579,0.002156847,0.04618687,0.05975916,0.03742464
2501.221,0.1321828,0.147721,0.007661369,-0.004492416,-0.006315866,0.0386338,0.002168818,0.04620581,0.05978855,0.0374352
2501.703,0.1321937,0.1477448,0.007657169,-0.004492208,-0.00630604,0.03864837,0.002178223,0.04622605,0.05981566,0.03744336
2502.186,0.1322041,0.147767,0.007653718,-0.004489441,-0.006293737,0.03865986,0.002184065,0.04624637,0.05983875,0.03745084
2502.668,0.1322147,0.1477878,0.007651519,-0.004486342,-0.006278872,0.03866937,0.002185845,0.04626567,0.05985729,0.03745839
2503.15,0.1322252,0.1478067,0.007650153,-0.004484481,-0.006262931,0.03867691,0.002183727,0.04628229,0.05986996,0.03746638
2503.632,0.132236,0.1478243,0.007648869,-0.004486005,-0.006247475,0.03868281,0.002178787,0.04629518,0.05987754,0.03747403
2504.114,0.1322473,0.1478408,0.007646415,-0.004492323,-0.006234902,0.03868674,0.0021726,0.04630375,0.05988013,0.03748064
2504.596,0.1322586,0.1478568,0.00764212,-0.004503105,-0.006227933,0.03868867,0.002166826,0.04630825,0.05987895,0.03748536
2505.078,0.1322702,0.1478741,0.007636738,-0.004516784,-0.006226987,0.03868907,0.002162212,0.04631015,0.05987645,0.03748889
2505.56,0.1322817,0.1478932,0.007630515,-0.004531046,-0.006232476,0.03868877,0.002159091,0.04631143,0.05987437,0.03749301
2506.042,0.1322925,0.1479148,0.007625378,-0.004544239,-0.006242428,0.03868917,0.002157464,0.0463135,0.05987466,0.03749902
2506.525,0.1323031,0.147939,0.007623082,-0.004553881,-0.006254446,0.03869119,0.002156751,0.04631834,0.0598789,0.03750873
2507.007,0.1323127,0.147964,0.007624129,-0.004559802,-0.00626622,0.03869484,0.002156119,0.04632577,0.05988673,0.0375223
2507.489,0.132322,0.1479889,0.007629025,-0.00456192,-0.006275025,0.0387003,0.002155571,0.0463358,0.0598985,0.03754001
2507.971,0.1323311,0.1480118,0.007637272,-0.004561143,-0.006279785,0.03870663,0.002154773,0.0463481,0.05991248,0.037561
2508.453,0.1323408,0.1480323,0.007647444,-0.004558543,-0.006279174,0.03871303,0.002155306,0.0463616,0.05992778,0.0375843
2508.935,0.132352,0.1480515,0.007659629,-0.004554535,-0.006273934,0.0387203,0.00215825,0.0463765,0.05994369,0.03761028
2509.417,0.1323655,0.14807,0.00767207,-0.00455011,-0.00626464,0.03872937,0.002164687,0.04639278,0.05995942,0.03763842
2509.899,0.1323821,0.1480899,0.007686025,-0.004545933,-0.006252697,0.03874225,0.002174955,0.0464109,0.05997543,0.03766959
2510.382,0.1324022,0.1481123,0.007701405,-0.004542499,-0.006238846,0.03876046,0.002189385,0.04643136,0.05999186,0.03770334
2510.864,0.1324254,0.1481369,0.007718218,-0.00454014,-0.0062235,0.03878455,0.002206319,0.0464533,0.06000866,0.03773936
2511.346,0.1324508,0.1481631,0.007736794,-0.004539022,-0.006207153,0.0388132,0.002224174,0.04647627,0.06002685,0.03777528
2511.828,0.1324769,0.14819,0.007756973,-0.004538486,-0.006189312,0.03884437,0.002240704,0.04649936,0.06004639,0.03780933
2512.31,0.1325022,0.148216,0.007777157,-0.004537699,-0.006170221,0.03887469,0.002253827,0.0465208,0.06006768,0.03783891
